"lb" "mle" "ub" "ce" "Z" "cZ"
"Kctd15" -6.82319886548343 -3.47849353926606 -0.401364639146084 -0.401364639146084 -2.18571423652027 -0.000171374303489663
"Shisa2" -6.42183422633736 -2.63116818995766 -0.312172497113621 -0.312172497113621 -2.18105215469989 -0.000171374303489663
"Zfp90" -6.77860279446719 -2.94334068707129 -0.356768568129852 -0.356768568129852 -2.16952293730147 -0.000171374303489663
"Atxn7l1" -6.60021851040229 -3.92445424942839 -0.401364639146084 -0.401364639146084 -2.15803187038021 -0.000171374303489663
"Tmem209" -5.21774030889911 -2.36359176386027 -0.22298035508116 -0.22298035508116 -2.15723014341403 -0.000171374303489663
"Nans" -6.37723815532111 -2.5419760479252 -0.267576426097392 -0.267576426097392 -2.15690297868805 -0.000171374303489663
"Zfp28" -6.60021851040229 -3.87985817841215 -0.356768568129852 -0.356768568129852 -2.14460918716069 -0.000171374303489663
"Cdc45" -5.30693245093156 -2.45278390589274 -0.22298035508116 -0.22298035508116 -2.13407750002361 -0.000171374303489663
"Synj2bp" -4.41501103060692 -2.05141926674665 -0.178384284064928 -0.178384284064928 -2.13388546026889 -0.000171374303489663
"Stk25" -5.84208530312634 -2.5419760479252 -0.22298035508116 -0.22298035508116 -2.11668809263933 -0.000171374303489663
"Zfp532" -5.6637010190614 -2.5419760479252 -0.22298035508116 -0.22298035508116 -2.10611943771861 -0.000171374303489663
"Ddit3" -6.60021851040229 -3.34470532621737 -0.267576426097392 -0.267576426097392 -2.10605408030674 -0.000171374303489663
"Wiz" -5.44072066398026 -2.22980355081158 -0.178384284064928 -0.178384284064928 -2.10592178785383 -0.000171374303489663
"Dcx" -4.86097174076924 -1.91763105369796 -0.133788213048696 -0.133788213048696 -2.10457773079636 -0.000171374303489663
"Ppan" -6.60021851040229 -3.8352621073959 -0.267576426097392 -0.267576426097392 -2.10302333169647 -0.000171374303489663
"Snapc5" -6.55562243938605 -2.89874461605505 -0.22298035508116 -0.22298035508116 -2.09996290372004 -0.000171374303489663
"Dlg5" -7.04617922056458 -3.656877823331 -0.267576426097392 -0.267576426097392 -2.09919959244486 -0.000171374303489663
"Ikbkb" -6.60021851040229 -3.79066603637969 -0.267576426097392 -0.267576426097392 -2.09865518747163 -0.000171374303489663
"Srf" -5.70829709007764 -2.40818783487651 -0.178384284064928 -0.178384284064928 -2.09055492616535 -0.000171374303489663
"Mre11a" -6.77860279446719 -2.98793675808752 -0.22298035508116 -0.22298035508116 -2.08078577326472 -0.000171374303489663
"Mfap4" -6.82319886548343 -3.30010925520114 -0.22298035508116 -0.22298035508116 -2.07907268852096 -0.000171374303489663
"Lamc1" -6.91239100751589 -3.79066603637969 -0.267576426097392 -0.267576426097392 -2.07577281744556 -0.000171374303489663
"Akna" -6.73400672345098 -3.16632104215245 -0.22298035508116 -0.22298035508116 -2.06927580332159 -0.000171374303489663
"Phka2" -6.51102636836981 -3.79066603637969 -0.22298035508116 -0.22298035508116 -2.06690352387753 -0.000171374303489663
"Pla2g4b" -6.86779493649968 -3.03253282910375 -0.178384284064928 -0.178384284064928 -2.06432349962131 -0.000171374303489663
"Ncs1" -7.13537136259706 -3.30010925520114 -0.22298035508116 -0.22298035508116 -2.06276425248135 -0.000171374303489663
"Elmod2" -6.91239100751589 -3.96905032044463 -0.22298035508116 -0.22298035508116 -2.05902984333434 -0.000171374303489663
"Myo1b" -4.01364639146084 -1.96222712471419 -0.133788213048696 -0.133788213048696 -2.05216611612874 -0.000171374303489663
"Cdk12" -4.37041495959071 -2.14061140877912 -0.133788213048696 -0.133788213048696 -2.04916709528459 -0.000171374303489663
"Hap1" -6.3326420843049 -2.76495640300636 -0.133788213048696 -0.133788213048696 -2.04484189691445 -0.000171374303489663
"Actr6" -4.37041495959071 -1.96222712471419 -0.0891921420324639 -0.0891921420324639 -2.03606104588501 -0.000171374303489663
"Tbl1xr1" -5.39612459296402 -2.45278390589274 -0.133788213048696 -0.133788213048696 -2.03270672296309 -0.000171374303489663
"Tmem165" -6.73400672345098 -2.89874461605505 -0.0891921420324639 -0.0891921420324639 -2.01557841117802 -0.000171374303489663
"Alg13" -6.42183422633736 -2.49737997690897 -0.0891921420324639 -0.0891921420324639 -2.01548048075772 -0.000171374303489663
"Zcchc2" -6.60021851040229 -3.79066603637969 -0.133788213048696 -0.133788213048696 -2.01509394522174 -0.000171374303489663
"Dhx35" -6.77860279446719 -3.70147389434721 -0.133788213048696 -0.133788213048696 -2.01093731225966 -0.000171374303489663
"Pola1" -3.79066603637969 -1.78384284064926 -0.0891921420324639 -0.0891921420324639 -2.01082474472141 -0.000171374303489663
"Wdr20a" -6.86779493649968 -4.10283853349332 -0.133788213048696 -0.133788213048696 -2.01024499226608 -0.000171374303489663
"Chpt1" -6.60021851040229 -3.87985817841215 -0.133788213048696 -0.133788213048696 -2.00843773296594 -0.000171374303489663
"Fam229b" -6.42183422633736 -3.656877823331 -0.0891921420324639 -0.0891921420324639 -2.00227225649869 -0.000171374303489663
"Mpped2" -5.35152852194781 -2.27439962182781 -0.0445960710162319 -0.0445960710162319 -1.9966158191533 -0.000171374303489663
"Atxn1l" -6.6448145814185 -3.8352621073959 -0.0891921420324639 -0.0891921420324639 -1.99361113794397 -0.000171374303489663
"Fcho1" -6.42183422633736 -2.63116818995766 -0.0445960710162319 -0.0445960710162319 -1.98836308692954 -0.000171374303489663
"Ccdc88a" -3.47849353926606 -1.65005462760057 -0.0445960710162319 -0.0445960710162319 -1.97441639398531 -0.000171374303489663
"Zfp81" -6.15425780023997 -2.72036033199013 -0.0445960710162319 -0.0445960710162319 -1.97051820675167 -0.000171374303489663
"Map1b" -4.32581888857447 -2.18520747979535 -0.0445960710162319 -0.0445960710162319 -1.96507297926857 -0.000171374303489663
"Tmem167b" -6.19885387125618 -2.67576426097389 -0.0445960710162319 -0.0445960710162319 -1.96020996157855 -0.000171374303489663
"Gpc2" -6.3326420843049 -3.56768568129852 0 0 -1.95820985551634 -0.000171374303489663
"Zfp740" -5.08395209585039 -2.22980355081158 0 0 -1.95263638750063 -0.000171374303489663
"Dnajb14" -6.77860279446719 -3.92445424942839 0 0 -1.94917242668392 -0.000171374303489663
"9530068E07Rik" -4.816375669753 -2.14061140877912 0 0 -1.94671977052052 -0.000171374303489663
"Vti1a" -6.37723815532111 -3.56768568129852 0 0 -1.94284155969304 -0.000171374303489663
"Pomgnt1" -7.09077529158082 -4.28122281755823 0.0445960710162319 0 -1.93067697738946 -0.000171374303489663
"Ttc21b" -7.13537136259706 -4.5042031726394 0.0891921420324609 0 -1.92958777515004 -0.000171374303489663
"Cyth3" -6.95698707853213 -4.19203067552577 0.0891921420324609 0 -1.92448236520851 -0.000171374303489663
"Cant1" -6.42183422633736 -3.47849353926606 0.0445960710162319 0 -1.91560160078084 -0.000171374303489663
"Plk1" -4.45960710162316 -1.87303498268173 0.0445960710162319 0 -1.91398957380791 -0.000171374303489663
"Itch" -5.26233637991532 -2.27439962182781 0.0445960710162319 0 -1.91180309944539 -0.000171374303489663
"Ccdc94" -6.42183422633736 -3.52308961028231 0.0445960710162319 0 -1.91103346595844 -0.000171374303489663
"Gns" -6.51102636836981 -2.80955247402259 0.0445960710162319 0 -1.9069623347321 -0.000171374303489663
"Med30" -6.02046958719127 -2.45278390589274 0.0445960710162319 0 -1.90496938160489 -0.000171374303489663
"Eml5" -3.79066603637969 -1.78384284064926 0.0445960710162319 0 -1.89938184104659 -0.000171374303489663
"Dpysl5" -5.7974892321101 -2.27439962182781 0.0445960710162319 0 -1.89731314952533 -0.000171374303489663
"Mars2" -6.73400672345098 -3.03253282910375 0.0891921420324609 0 -1.8962350471197 -0.000171374303489663
"Cep110" -3.8352621073959 -1.6946506986168 0.0445960710162319 0 -1.89486938718902 -0.000171374303489663
"Mis18bp1" -3.74606996536345 -1.65005462760057 0.0445960710162319 0 -1.87864162071034 -0.000171374303489663
"G0s2" -6.15425780023997 -3.43389746824982 0.133788213048693 0 -1.87471530094574 -0.000171374303489663
"Lifr" -6.3326420843049 -3.47849353926606 0.133788213048693 0 -1.87296455936409 -0.000171374303489663
"Lace1" -6.77860279446719 -3.96905032044463 0.178384284064925 0 -1.87241458796565 -0.000171374303489663
"Osbpl9" -5.35152852194781 -2.14061140877912 0.0891921420324609 0 -1.86234641190128 -0.000171374303489663
"Cnst" -6.68941065243474 -3.61228175231476 0.222980355081157 0 -1.85135199856761 -0.000171374303489663
"Mtfr2" -5.7974892321101 -2.31899569284404 0.133788213048693 0 -1.84842799529154 -0.000171374303489663
"Cyc1" -4.28122281755823 -1.73924676963303 0.0891921420324609 0 -1.84586017967638 -0.000171374303489663
"Zeb2" -3.74606996536345 -1.73924676963303 0.0891921420324609 0 -1.84437185713558 -0.000171374303489663
"Triobp" -6.55562243938605 -3.30010925520114 0.178384284064925 0 -1.84165540796635 -0.000171374303489663
"Kansl1l" -4.95016388280169 -1.96222712471419 0.0891921420324609 0 -1.84163897791297 -0.000171374303489663
"Nxt2" -5.21774030889911 -2.14061140877912 0.133788213048693 0 -1.84134060948577 -0.000171374303489663
"Txnrd2" -6.60021851040229 -3.12172497113621 0.222980355081157 0 -1.84089943676873 -0.000171374303489663
"Tonsl" -5.52991280601271 -2.22980355081158 0.133788213048693 0 -1.84076419058429 -0.000171374303489663
"Ddx24" -3.92445424942839 -1.78384284064926 0.0891921420324609 0 -1.8363821645291 -0.000171374303489663
"Cdk13" -4.90556781178548 -2.00682319573042 0.133788213048693 0 -1.83455095865435 -0.000171374303489663
"Dync1li2" -4.01364639146084 -1.73924676963303 0.0891921420324609 0 -1.83109881043114 -0.000171374303489663
"C230081A13Rik" -7.09077529158082 -3.47849353926606 0.445960710162313 0 -1.8274833712261 -0.000171374303489663
"Eno3" -6.95698707853213 -4.32581888857447 0.535152852194777 0 -1.82080700381185 -0.000171374303489663
"Magt1" -4.37041495959071 -1.8284389116655 0.133788213048693 0 -1.82030448300585 -0.000171374303489663
"Bcl2" -6.19885387125618 -3.38930139723361 0.222980355081157 0 -1.82009874247988 -0.000171374303489663
"Wdr17" -6.68941065243474 -3.96905032044463 0.356768568129852 0 -1.81824292762161 -0.000171374303489663
"Mettl17" -6.37723815532111 -2.72036033199013 0.222980355081157 0 -1.81654415212947 -0.000171374303489663
"Pip4k2a" -6.4664302973536 -3.70147389434721 0.312172497113621 0 -1.81598288794351 -0.000171374303489663
"Igfbpl1" -4.54879924365561 -1.8284389116655 0.133788213048693 0 -1.8129730017566 -0.000171374303489663
"Tnpo3" -4.37041495959071 -1.78384284064926 0.133788213048693 0 -1.81048514871723 -0.000171374303489663
"Pitrm1" -5.6637010190614 -2.27439962182781 0.178384284064925 0 -1.81041809845436 -0.000171374303489663
"Siah1b" -5.52991280601271 -2.31899569284404 0.178384284064925 0 -1.8098339055236 -0.000171374303489663
"Rbmx" -3.38930139723361 -1.56086248556811 0.0891921420324609 0 -1.80950952218019 -0.000171374303489663
"Papd7" -5.88668137414258 -2.36359176386027 0.178384284064925 0 -1.80715676648982 -0.000171374303489663
"D430019H16Rik" -6.6448145814185 -3.92445424942839 0.401364639146081 0 -1.80392777215952 -0.000171374303489663
"Acvr2a" -6.51102636836981 -2.72036033199013 0.267576426097389 0 -1.80078243454583 -0.000171374303489663
"Fos" -3.74606996536345 -1.6946506986168 0.133788213048693 0 -1.7999325479746 -0.000171374303489663
"Rptor" -6.37723815532111 -2.80955247402259 0.267576426097389 0 -1.79240484544744 -0.000171374303489663
"Idh2" -4.6379913856881 -2.05141926674665 0.178384284064925 0 -1.79060480995399 -0.000171374303489663
"Rpf1" -4.95016388280169 -1.91763105369796 0.178384284064925 0 -1.78542897078093 -0.000171374303489663
"Heatr5b" -6.42183422633736 -3.52308961028231 0.356768568129852 0 -1.78391011476704 -0.000171374303489663
"Tbce" -6.28804601328866 -2.49737997690897 0.267576426097389 0 -1.78368980677621 -0.000171374303489663
"Serac1" -6.28804601328866 -3.43389746824982 0.312172497113621 0 -1.78357179030256 -0.000171374303489663
"Chd6" -3.70147389434721 -1.56086248556811 0.133788213048693 0 -1.78335112049078 -0.000171374303489663
"Kif13b" -5.93127744515879 -2.36359176386027 0.222980355081157 0 -1.78083737457237 -0.000171374303489663
"Bcl11a" -3.87985817841215 -1.73924676963303 0.133788213048693 0 -1.77891268552048 -0.000171374303489663
"Smpd1" -6.68941065243474 -3.12172497113621 0.490556781178545 0 -1.77886410150744 -0.000171374303489663
"Jakmip2" -5.7974892321101 -2.40818783487651 0.222980355081157 0 -1.77689454917344 -0.000171374303489663
"Gucy1a2" -5.84208530312634 -2.22980355081158 0.222980355081157 0 -1.77494452804156 -0.000171374303489663
"Pou2f1" -3.74606996536345 -1.65005462760057 0.133788213048693 0 -1.77355240256616 -0.000171374303489663
"Syap1" -6.15425780023997 -2.5419760479252 0.267576426097389 0 -1.7733922666926 -0.000171374303489663
"Tti1" -6.06506565820748 -2.27439962182781 0.222980355081157 0 -1.77322685002995 -0.000171374303489663
"Nusap1" -3.38930139723361 -1.51626641455187 0.133788213048693 0 -1.77283097751715 -0.000171374303489663
"Fam105b" -6.37723815532111 -3.52308961028231 0.401364639146081 0 -1.77199417836333 -0.000171374303489663
"Pacrg" -6.3326420843049 -3.52308961028231 0.401364639146081 0 -1.77159586088718 -0.000171374303489663
"Zfp143" -6.24344994227242 -2.45278390589274 0.267576426097389 0 -1.77049156977946 -0.000171374303489663
"Negr1" -6.24344994227242 -3.43389746824982 0.356768568129852 0 -1.76648186089662 -0.000171374303489663
"Golga3" -6.51102636836981 -2.94334068707129 0.401364639146081 0 -1.76529011837575 -0.000171374303489663
"Mob3b" -5.21774030889911 -2.18520747979535 0.222980355081157 0 -1.76456404365263 -0.000171374303489663
"Nrm" -3.87985817841215 -1.6946506986168 0.178384284064925 0 -1.76224620026686 -0.000171374303489663
"Zfp74" -6.37723815532111 -2.49737997690897 0.312172497113621 0 -1.75994927694978 -0.000171374303489663
"Tmem161a" -6.51102636836981 -3.16632104215245 0.356768568129852 0 -1.75986016612145 -0.000171374303489663
"Smim6" -6.15425780023997 -3.34470532621737 0.356768568129852 0 -1.75750144568528 -0.000171374303489663
"Klhl13" -4.5042031726394 -2.00682319573042 0.222980355081157 0 -1.75489156720118 -0.000171374303489663
"Ska1" -3.92445424942839 -1.65005462760057 0.178384284064925 0 -1.75037772433177 -0.000171374303489663
"Exosc7" -4.6379913856881 -1.87303498268173 0.222980355081157 0 -1.75035127573723 -0.000171374303489663
"Celf4" -4.54879924365561 -1.91763105369796 0.222980355081157 0 -1.74882423186814 -0.000171374303489663
"Chd9" -3.70147389434721 -1.6946506986168 0.178384284064925 0 -1.7468383466307 -0.000171374303489663
"Cdca2" -3.34470532621737 -1.47167034353564 0.178384284064925 0 -1.74632855907352 -0.000171374303489663
"Cse1l" -3.74606996536345 -1.65005462760057 0.178384284064925 0 -1.7417496365442 -0.000171374303489663
"Tbc1d23" -5.75289316109389 -2.36359176386027 0.312172497113621 0 -1.74172221268604 -0.000171374303489663
"Gpsm2" -5.88668137414258 -2.40818783487651 0.312172497113621 0 -1.7397460624188 -0.000171374303489663
"Arhgap42" -6.15425780023997 -3.30010925520114 0.401364639146081 0 -1.73965787831487 -0.000171374303489663
"Trim24" -4.59339531467185 -1.87303498268173 0.222980355081157 0 -1.73910916395276 -0.000171374303489663
"Kif11" -3.70147389434721 -1.65005462760057 0.178384284064925 0 -1.73564917842107 -0.000171374303489663
"Ptp4a1" -6.06506565820748 -1.87303498268173 0.222980355081157 0 -1.73488572707315 -0.000171374303489663
"Ints2" -3.52308961028231 -1.47167034353564 0.178384284064925 0 -1.73387704389366 -0.000171374303489663
"Kif20b" -3.61228175231476 -1.51626641455187 0.178384284064925 0 -1.73047585145027 -0.000171374303489663
"Zbed6" -6.28804601328866 -3.34470532621737 0.445960710162313 0 -1.72793401221749 -0.000171374303489663
"Birc2" -5.12854816686663 -1.91763105369796 0.267576426097389 0 -1.72765552368526 -0.000171374303489663
"Basp1" -4.6379913856881 -1.8284389116655 0.222980355081157 0 -1.72482241652051 -0.000171374303489663
"2700050L05Rik" -6.24344994227242 -2.45278390589274 0.356768568129852 0 -1.72413885310747 -0.000171374303489663
"Kif18a" -4.19203067552577 -1.73924676963303 0.222980355081157 0 -1.71942170771529 -0.000171374303489663
"Adprm" -6.24344994227242 -2.45278390589274 0.312172497113621 0 -1.71912205060949 -0.000171374303489663
"2610020H08Rik" -5.61910494804519 -2.18520747979535 0.312172497113621 0 -1.71903356403572 -0.000171374303489663
"Yipf3" -5.57450887702895 -2.22980355081158 0.312172497113621 0 -1.71900116291647 -0.000171374303489663
"Guf1" -3.92445424942839 -1.6946506986168 0.222980355081157 0 -1.71555326981272 -0.000171374303489663
"Ttk" -3.79066603637969 -1.56086248556811 0.222980355081157 0 -1.714255650051 -0.000171374303489663
"Ccdc134" -6.55562243938605 -3.12172497113621 0.490556781178545 0 -1.71278327254496 -0.000171374303489663
"Anapc16" -4.37041495959071 -1.6946506986168 0.222980355081157 0 -1.71172902588809 -0.000171374303489663
"Atat1" -4.28122281755823 -1.8284389116655 0.267576426097389 0 -1.71073719330946 -0.000171374303489663
"Alg2" -6.55562243938605 -2.40818783487651 0.356768568129852 0 -1.70987789211638 -0.000171374303489663
"Rasa2" -4.68258745670431 -1.87303498268173 0.267576426097389 0 -1.70980131628449 -0.000171374303489663
"Pmpca" -4.54879924365561 -1.87303498268173 0.267576426097389 0 -1.70954668874646 -0.000171374303489663
"B230216N24Rik" -6.4664302973536 -3.07712890011998 0.490556781178545 0 -1.70551746333245 -0.000171374303489663
"Fam64a" -3.61228175231476 -1.51626641455187 0.222980355081157 0 -1.70435821652056 -0.000171374303489663
"Dcp1a" -6.15425780023997 -2.49737997690897 0.401364639146081 0 -1.70366700750857 -0.000171374303489663
"Dtx3" -6.3326420843049 -2.36359176386027 0.356768568129852 0 -1.70319718313124 -0.000171374303489663
"Ttc13" -6.28804601328866 -2.58657211894144 0.401364639146081 0 -1.7026060947081 -0.000171374303489663
"Derl2" -5.21774030889911 -2.00682319573042 0.312172497113621 0 -1.70237898842521 -0.000171374303489663
"Tubb3" -3.79066603637969 -1.73924676963303 0.222980355081157 0 -1.70065103401731 -0.000171374303489663
"Ncapg" -3.70147389434721 -1.60545855658434 0.222980355081157 0 -1.6996255719838 -0.000171374303489663
