"lb" "mle" "ub" "ce" "Z" "cZ"
"Nmd3" -7.93810064088923 -5.35152852194781 -1.51626641455187 -1.51626641455187 -2.94034626465226 -0.000117256222270238
"Rnf114" -8.07188885393792 -5.52991280601271 -1.60545855658434 -1.60545855658434 -2.86422368785801 -0.000117256222270238
"Cnnm4" -7.71512028580808 -5.17314423788287 -1.24868998845449 -1.24868998845449 -2.7073524917546 -0.000117256222270238
"Prkab1" -7.6259281437756 -5.03935602483418 -1.24868998845449 -1.24868998845449 -2.68898119225302 -0.000117256222270238
"Mtfr1l" -7.6259281437756 -3.79066603637969 -1.02570963337333 -1.02570963337333 -2.68706710386747 -0.000117256222270238
"Nsmaf" -7.53673600174314 -4.95016388280169 -1.07030570438956 -1.07030570438956 -2.59000973091137 -0.000117256222270238
"C2cd5" -7.67052421479184 -5.03935602483418 -1.07030570438956 -1.07030570438956 -2.5630270469753 -0.000117256222270238
"Eif2b2" -7.6259281437756 -4.95016388280169 -1.02570963337333 -1.02570963337333 -2.54326886332821 -0.000117256222270238
"Cdc25c" -7.35835171767821 -4.86097174076924 -0.981113562357094 -0.981113562357094 -2.53369477885436 -0.000117256222270238
"Prdm2" -7.84890849885677 -3.656877823331 -0.802729278292171 -0.802729278292171 -2.50112431660536 -0.000117256222270238
"Gpsm2" -7.26915957564576 -4.6379913856881 -0.847325349308403 -0.847325349308403 -2.45199145797231 -0.000117256222270238
"Zfp386" -7.26915957564576 -4.72718352772055 -0.802729278292171 -0.802729278292171 -2.43855856575453 -0.000117256222270238
"Zcchc10" -7.31375564666197 -4.54879924365561 -0.802729278292171 -0.802729278292171 -2.43829705997467 -0.000117256222270238
"Mthfd1" -7.53673600174314 -3.79066603637969 -0.713537136259706 -0.713537136259706 -2.42619177781925 -0.000117256222270238
"Kntc1" -7.17996743361327 -4.37041495959071 -0.713537136259706 -0.713537136259706 -2.38635797596037 -0.000117256222270238
"Ormdl2" -7.31375564666197 -4.6379913856881 -0.758133207275939 -0.758133207275939 -2.38535990105758 -0.000117256222270238
"Hnrnpul2" -7.53673600174314 -4.10283853349332 -0.713537136259706 -0.713537136259706 -2.38107328543693 -0.000117256222270238
"Gtf3c4" -7.31375564666197 -4.59339531467185 -0.713537136259706 -0.713537136259706 -2.36324327492316 -0.000117256222270238
"Lpar6" -7.40294778869445 -4.72718352772055 -0.713537136259706 -0.713537136259706 -2.33072559893765 -0.000117256222270238
"Brip1" -7.71512028580808 -3.52308961028231 -0.579748923211013 -0.579748923211013 -2.32882617932292 -0.000117256222270238
