"lb" "mle" "ub" "ce" "Z" "cZ"
"Ddah1" -5.59845554696143 -3.77781959673005 -2.5488903303239 -2.5488903303239 -6.62834335120119 -5.687814042016
"Aldh1l1" -7.73770278848326 -5.00674886313622 -3.14059701414909 -3.14059701414909 -6.60312240779658 -5.66591774063492
"Tubb6" -7.87425048475062 -5.09778066064779 -3.23162881166066 -3.23162881166066 -6.55940775646381 -5.62911216571953
"Grm5" -7.78321868723905 -5.00674886313622 -3.14059701414909 -3.14059701414909 -6.47818477413725 -5.54158486197626
"Ptrf" -7.91976638350641 -5.14329655940358 -3.27714471041644 -3.27714471041644 -6.43973529822453 -5.50727074970863
"Olig1" -7.78321868723905 -4.87020116686886 -3.04956521663752 -3.04956521663752 -6.43778565757018 -5.50727074970863
"Acadl" -6.59980531958868 -4.00539909050897 -2.59440622907968 -2.59440622907968 -6.38936004874339 -5.45705898033222
"Akap12" -5.78051914198455 -3.64127190046272 -2.41234263405655 -2.41234263405655 -6.36926097784827 -5.43954652220887
"Ckb" -5.23432835691515 -4.14194678677633 -2.91301752037017 -2.91301752037017 -6.09294212533132 -5.12218942428333
"Aldoc" -7.00944840839073 -4.18746268553213 -2.63992212783547 -2.63992212783547 -5.97147619588016 -4.9845273173785
"Slc1a3" -5.14329655940358 -3.95988319175321 -2.63992212783547 -2.63992212783547 -5.9479086228126 -4.96236796800816
"Sparcl1" -6.37222582580976 -3.77781959673005 -2.36682673530076 -2.36682673530076 -5.92815506263376 -4.94457748214271
"Ramp1" -7.37357559843697 -4.64262167308994 -2.77646982410282 -2.77646982410282 -5.90503609364155 -4.92800613493932
"Trim9" -6.46325762332132 -3.55024010295116 -2.2757949377892 -2.2757949377892 -5.84604447736922 -4.86835833008059
"Ephx1" -7.32805969968121 -4.55158987557838 -2.73095392534703 -2.73095392534703 -5.82042627918178 -4.84294035555527
"Pea15a" -4.23297858428789 -2.91301752037017 -1.86615184898714 -1.86615184898714 -5.76697423924875 -4.78910660886369
"Fbn2" -7.37357559843697 -4.59710577433418 -2.77646982410282 -2.77646982410282 -5.75929585200051 -4.78469287576007
"Cd44" -7.46460739594857 -4.68813757184574 -2.77646982410282 -2.77646982410282 -5.67783306314939 -4.69679533602349
"Car2" -7.37357559843697 -4.59710577433418 -2.73095392534703 -2.73095392534703 -5.62922078335796 -4.64318265588185
"Pbxip1" -7.19151200341385 -4.41504217931105 -2.59440622907968 -2.59440622907968 -5.57641539190983 -4.5930403744897
"Vav3" -6.50877352207708 -3.73230369797428 -2.2757949377892 -2.2757949377892 -5.54788647576404 -4.56305307889785
"Tnfrsf12a" -7.19151200341385 -4.41504217931105 -2.5488903303239 -2.5488903303239 -5.50320472587136 -4.52169442024324
"Dusp3" -6.8273848133676 -3.86885139424164 -2.2757949377892 -2.2757949377892 -5.32877863125559 -4.32299124751772
"Pdlim5" -4.73365347060154 -2.77646982410282 -1.684088253964 -1.684088253964 -5.32150106905453 -4.31806226626553
"Gstm1" -5.87155093949611 -3.368176507928 -2.00269954525449 -2.00269954525449 -5.27395343786132 -4.2679397862271
"Lgals1" -4.96123296438046 -3.0950811153933 -1.86615184898714 -1.86615184898714 -5.26732907645142 -4.26363428539168
"Sulf2" -7.10048020590229 -4.32401038179946 -2.50337443156811 -2.50337443156811 -5.26228293034274 -4.26119101587679
"Il1rap" -7.10048020590229 -4.27849448304369 -2.45785853281233 -2.45785853281233 -5.24539219765869 -4.24429048679145
"Camk2b" -6.59980531958868 -3.73230369797428 -2.18476314027763 -2.18476314027763 -5.20256955361314 -4.19573326067609
"Timp3" -6.14464633203083 -3.4136924066838 -2.00269954525449 -2.00269954525449 -5.17182730054959 -4.16177994909268
"Prkcb" -4.23297858428789 -2.63992212783547 -1.59305645645244 -1.59305645645244 -5.16844725189991 -4.16154656421539
"Cdkn1a" -5.18881245815935 -3.23162881166066 -1.91166774774292 -1.91166774774292 -5.16588450857051 -4.16154656421539
"S100a10" -6.96393250963493 -4.05091498926477 -2.2757949377892 -2.2757949377892 -5.12925682886274 -4.12022531982418
"Acta2" -7.51012329470433 -4.68813757184574 -2.63992212783547 -2.63992212783547 -5.07491151707965 -4.05702205704768
"Atp1a2" -7.14599610465809 -4.23297858428789 -2.36682673530076 -2.36682673530076 -5.06382841653719 -4.04681704467372
"Etv5" -4.96123296438046 -3.00404931788174 -1.77512005147557 -1.77512005147557 -5.06054395086409 -4.04615104127151
"Fbln2" -5.05226476189202 -3.04956521663752 -1.82063595023136 -1.82063595023136 -5.03209530456492 -4.01780276751457
"Chst2" -6.96393250963493 -4.18746268553213 -2.32131083654498 -2.32131083654498 -5.02408435997799 -4.01120444208632
"Sgk1" -7.10048020590229 -4.32401038179946 -2.36682673530076 -2.36682673530076 -5.00973878344503 -3.99995172271238
"Fam212b" -6.91841661087916 -4.14194678677633 -2.32131083654498 -2.32131083654498 -5.00532527664656 -3.99766087846434
"Lxn" -5.55293964820563 -3.0950811153933 -1.72960415271979 -1.72960415271979 -4.96464050195548 -3.95269475481974
"Sptbn1" -4.50607397682261 -2.86750162161438 -1.63857235520822 -1.63857235520822 -4.95664253943467 -3.94696496294037
"Zyx" -6.37222582580976 -3.45920830543957 -1.95718364649871 -1.95718364649871 -4.94515229469092 -3.9358204976209
"Ddit4l" -6.8273848133676 -4.05091498926477 -2.23027903903341 -2.23027903903341 -4.9266168675147 -3.91890870904815
"Id3" -6.91841661087916 -4.14194678677633 -2.2757949377892 -2.2757949377892 -4.91335517379216 -3.90547680793183
"Vcl" -6.05361453451927 -3.368176507928 -1.86615184898714 -1.86615184898714 -4.90187481903049 -3.89420831173503
"Zcchc12" -7.00944840839073 -4.18746268553213 -2.2757949377892 -2.2757949377892 -4.75383639936996 -3.71608796916881
"Tril" -6.8273848133676 -4.05091498926477 -2.13924724152184 -2.13924724152184 -4.70068956322151 -3.65238013561457
"Cd81" -3.86885139424164 -2.63992212783547 -1.50202465894087 -1.50202465894087 -4.67563659943481 -3.62379431318728
"Cspg5" -5.27984425567094 -2.91301752037017 -1.59305645645244 -1.59305645645244 -4.67026310638715 -3.61994756617448
"Hip1" -4.23297858428789 -2.59440622907968 -1.45650876018509 -1.45650876018509 -4.63782731118485 -3.58767150383683
"Sparc" -6.69083711710024 -3.91436729299741 -2.04821544401027 -2.04821544401027 -4.60779721947137 -3.55256855250151
"Gja1" -4.73365347060154 -2.8219857228586 -1.54754055769665 -1.54754055769665 -4.55824894884118 -3.49257097339095
"Hbegf" -6.28119402829816 -3.4136924066838 -1.82063595023136 -1.82063595023136 -4.54560888803866 -3.4793259124053
"Plk2" -6.32670992705396 -3.0950811153933 -1.684088253964 -1.684088253964 -4.53681691127942 -3.47094668300325
"Arhgap18" -6.69083711710024 -3.91436729299741 -2.04821544401027 -2.04821544401027 -4.51861701735078 -3.45055566707998
"Dtna" -5.32536015442671 -3.00404931788174 -1.59305645645244 -1.59305645645244 -4.51124858525884 -3.44393359738517
"Ctsc" -6.69083711710024 -3.91436729299741 -2.00269954525449 -2.00269954525449 -4.49641926779397 -3.42776859028237
"Anxa2" -6.64532121834444 -3.86885139424164 -2.00269954525449 -2.00269954525449 -4.48891831136224 -3.42363064484449
"Acsbg1" -4.73365347060154 -2.68543802659125 -1.45650876018509 -1.45650876018509 -4.45204690959117 -3.37919848027268
"Slc25a5" -4.14194678677633 -3.00404931788174 -1.77512005147557 -1.77512005147557 -4.42810646903097 -3.35119752418172
"Tspan12" -3.45920830543957 -2.23027903903341 -1.22892926640616 -1.22892926640616 -4.41520400023118 -3.33987320092821
"Ttyh1" -6.64532121834444 -3.86885139424164 -1.95718364649871 -1.95718364649871 -4.36761265937551 -3.28246192920085
"Dbi" -3.45920830543957 -2.45785853281233 -1.4109928614293 -1.4109928614293 -4.36641939757623 -3.28246192920085
"Slc16a1" -6.64532121834444 -3.73230369797428 -1.86615184898714 -1.86615184898714 -4.34431395752511 -3.25654186610399
"Jam2" -4.8246852681131 -2.36682673530076 -1.22892926640616 -1.22892926640616 -4.26402149918259 -3.15782778990782
"Fas" -6.55428942083288 -3.77781959673005 -1.86615184898714 -1.86615184898714 -4.26225002480134 -3.15782778990782
"Fgfr1" -5.32536015442671 -2.8219857228586 -1.45650876018509 -1.45650876018509 -4.25285686017654 -3.15016494558913
"Mest" -4.32401038179946 -2.50337443156811 -1.31996106391773 -1.31996106391773 -4.25238415179672 -3.15016494558913
"Myc" -6.46325762332132 -3.68678779921849 -1.82063595023136 -1.82063595023136 -4.24714840805602 -3.14590802333167
"Ak1" -5.96258273700768 -3.04956521663752 -1.54754055769665 -1.54754055769665 -4.21610790837969 -3.10789312167358
"Eef1a1" -3.86885139424164 -2.73095392534703 -1.54754055769665 -1.54754055769665 -4.21231253721414 -3.10548176779858
"Gatm" -6.09913043327504 -3.18611291290487 -1.59305645645244 -1.59305645645244 -4.18490062597132 -3.07712799241544
"Cav1" -6.41774172456552 -3.64127190046272 -1.77512005147557 -1.77512005147557 -4.17016825148836 -3.06067120819146
"Arl4a" -5.23432835691515 -2.73095392534703 -1.36547696267352 -1.36547696267352 -4.16857258548964 -3.06067120819146
"Nes" -4.46055807806682 -2.50337443156811 -1.27444516516195 -1.27444516516195 -4.16018222563016 -3.05211473520393
"Anxa3" -6.73635301585601 -3.91436729299741 -1.95718364649871 -1.95718364649871 -4.13293174376959 -3.01870158941247
"Akap2" -6.32670992705396 -3.59575600170692 -1.72960415271979 -1.72960415271979 -4.13098300237258 -3.01858558939467
"Cd63" -3.50472420419536 -2.2757949377892 -1.18341336765038 -1.18341336765038 -4.07890812737563 -2.95945936500945
"Ctsd" -4.00539909050897 -2.36682673530076 -1.18341336765038 -1.18341336765038 -4.07457290130375 -2.95611332042643
"Anxa6" -4.7791693693573 -2.63992212783547 -1.31996106391773 -1.31996106391773 -4.06166535099223 -2.94138333859224
"Ldha" -3.64127190046272 -2.36682673530076 -1.22892926640616 -1.22892926640616 -4.04372227368312 -2.92229696826279
"Slc4a4" -6.32670992705396 -3.55024010295116 -1.684088253964 -1.684088253964 -4.03988003470784 -2.91954226674722
"Pdxk" -6.28119402829816 -3.50472420419536 -1.63857235520822 -1.63857235520822 -4.03247338788633 -2.91203435143531
"Itga6" -6.2356781295424 -3.50472420419536 -1.63857235520822 -1.63857235520822 -4.02857803933957 -2.90917865673492
"Fam195b" -3.73230369797428 -2.18476314027763 -1.09238157013881 -1.09238157013881 -4.0163485578813 -2.89751942735093
"Car3" -6.41774172456552 -3.64127190046272 -1.72960415271979 -1.72960415271979 -4.01328974652756 -2.89573233755792
"Rhoq" -4.46055807806682 -2.59440622907968 -1.31996106391773 -1.31996106391773 -4.00172199840483 -2.88260669752098
"Chl1" -6.32670992705396 -3.55024010295116 -1.63857235520822 -1.63857235520822 -3.99521064674191 -2.88043431051846
"Nptx1" -6.50877352207708 -3.73230369797428 -1.77512005147557 -1.77512005147557 -3.99503493779782 -2.88043431051846
"Spry4" -5.55293964820563 -2.8219857228586 -1.36547696267352 -1.36547696267352 -3.99040112782792 -2.87854352217391
"Mical2" -6.28119402829816 -3.50472420419536 -1.63857235520822 -1.63857235520822 -3.99029818434756 -2.87854352217391
"Fndc3b" -6.28119402829816 -3.50472420419536 -1.63857235520822 -1.63857235520822 -3.98676604939241 -2.87638785353435
"Fam84a" -6.05361453451927 -3.00404931788174 -1.45650876018509 -1.45650876018509 -3.96592131623708 -2.85477375076336
"Spred1" -6.2356781295424 -3.45920830543957 -1.59305645645244 -1.59305645645244 -3.956560048828 -2.84649241981566
"Gpx1" -3.86885139424164 -2.41234263405655 -1.18341336765038 -1.18341336765038 -3.95649946294156 -2.84649241981566
"Wwtr1" -6.32670992705396 -3.55024010295116 -1.63857235520822 -1.63857235520822 -3.95467054199094 -2.84617199290684
"B2m" -4.64262167308994 -2.45785853281233 -1.18341336765038 -1.18341336765038 -3.92207068407226 -2.80809443200811
"Mt3" -4.7791693693573 -2.59440622907968 -1.27444516516195 -1.27444516516195 -3.92140919418943 -2.80809443200811
"Plekha2" -6.2356781295424 -3.45920830543957 -1.59305645645244 -1.59305645645244 -3.88972801394027 -2.77398637487923
"Ctnnd2" -3.32266060917224 -2.04821544401027 -1.00134977262724 -1.00134977262724 -3.88456645089178 -2.76994077616737
"Gm5506" -4.73365347060154 -2.50337443156811 -1.18341336765038 -1.18341336765038 -3.87529538257406 -2.7612989121468
"Ano6" -4.59710577433418 -2.45785853281233 -1.18341336765038 -1.18341336765038 -3.87408158259883 -2.7612989121468
"Plat" -5.27984425567094 -2.59440622907968 -1.22892926640616 -1.22892926640616 -3.86454147993692 -2.75634334793378
"Car8" -6.32670992705396 -3.50472420419536 -1.59305645645244 -1.59305645645244 -3.8613874141729 -2.75408254463228
"Prdx6" -3.23162881166066 -2.09373134276606 -1.04686567138303 -1.04686567138303 -3.85240948264354 -2.74595315148166
"Cd9" -3.27714471041644 -2.09373134276606 -1.04686567138303 -1.04686567138303 -3.83379699381854 -2.72677930303246
"Scd2" -3.55024010295116 -2.41234263405655 -1.22892926640616 -1.22892926640616 -3.82659885073241 -2.72093581161804
"Gpi1" -3.68678779921849 -2.13924724152184 -1.00134977262724 -1.00134977262724 -3.80040658055504 -2.6914033328107
"Igfbp4" -6.2356781295424 -3.45920830543957 -1.54754055769665 -1.54754055769665 -3.7894938129017 -2.67858566503013
"Sdc3" -4.87020116686886 -2.45785853281233 -1.1378974688946 -1.1378974688946 -3.7767753149284 -2.66330674943895
"Fgfr3" -5.46190785069407 -2.73095392534703 -1.27444516516195 -1.27444516516195 -3.77119452564086 -2.65764536212216
"Gabrg1" -6.28119402829816 -3.45920830543957 -1.54754055769665 -1.54754055769665 -3.75744679960546 -2.64649259443087
"Cnn2" -6.1901622307866 -3.4136924066838 -1.50202465894087 -1.50202465894087 -3.75254868096617 -2.64189501314625
"Acer3" -6.14464633203083 -3.368176507928 -1.50202465894087 -1.50202465894087 -3.7499915958934 -2.64189501314625
"Ptprz1" -3.68678779921849 -2.50337443156811 -1.27444516516195 -1.27444516516195 -3.74709909592234 -2.63979519753225
"Lrrfip1" -3.64127190046272 -2.04821544401027 -0.955833873871463 -0.955833873871463 -3.7452376802568 -2.63907956465325
"Cst3" -3.73230369797428 -2.45785853281233 -1.18341336765038 -1.18341336765038 -3.73716625743777 -2.63224097792849
"Sema6d" -5.78051914198455 -2.8219857228586 -1.27444516516195 -1.27444516516195 -3.73435612327296 -2.63149545570941
"Cryab" -6.09913043327504 -3.27714471041644 -1.4109928614293 -1.4109928614293 -3.72679593256472 -2.62382302039817
"Bhlhe41" -6.14464633203083 -3.32266060917224 -1.45650876018509 -1.45650876018509 -3.69653028179062 -2.58732660122406
"Fam102b" -4.91571706562466 -2.50337443156811 -1.1378974688946 -1.1378974688946 -3.69385129314158 -2.58543766569534
"Pde10a" -6.2356781295424 -3.32266060917224 -1.45650876018509 -1.45650876018509 -3.67949060941962 -2.56767916009348
"Cxadr" -5.59845554696143 -2.59440622907968 -1.18341336765038 -1.18341336765038 -3.67434492233226 -2.56242211707961
"Pmm1" -4.59710577433418 -2.36682673530076 -1.04686567138303 -1.04686567138303 -3.67282108335806 -2.56208214956202
"Jag1" -3.368176507928 -2.13924724152184 -1.00134977262724 -1.00134977262724 -3.66366357611502 -2.5513509968642
"Prss23" -6.09913043327504 -3.32266060917224 -1.4109928614293 -1.4109928614293 -3.65685858463106 -2.54380761411654
"Qk" -3.50472420419536 -2.2757949377892 -1.09238157013881 -1.09238157013881 -3.6378147523293 -2.51954858659302
"Kcnd3" -6.05361453451927 -3.27714471041644 -1.36547696267352 -1.36547696267352 -3.61980748275495 -2.4983585198032
"Rab6a" -3.32266060917224 -1.91166774774292 -0.864802076359895 -0.864802076359895 -3.61494264288621 -2.49341116818254
"Rgs7" -6.05361453451927 -3.23162881166066 -1.36547696267352 -1.36547696267352 -3.58212637584518 -2.45494813907929
"Plcd4" -6.00809863576347 -3.23162881166066 -1.36547696267352 -1.36547696267352 -3.58195746312235 -2.45494813907929
"Itpr2" -6.05361453451927 -3.27714471041644 -1.36547696267352 -1.36547696267352 -3.57557159880953 -2.44785712712284
"Ccdc141" -5.82603504074035 -2.8219857228586 -1.22892926640616 -1.22892926640616 -3.56830627614517 -2.44123492796677
"Wnt5a" -6.05361453451927 -3.23162881166066 -1.36547696267352 -1.36547696267352 -3.56295699756948 -2.4372254040376
"Trib2" -4.05091498926477 -2.13924724152184 -0.910317975115676 -0.910317975115676 -3.56124784882246 -2.43654088700322
"Tgfb2" -6.05361453451927 -3.27714471041644 -1.36547696267352 -1.36547696267352 -3.54821362078292 -2.42189625261493
"Elovl6" -3.86885139424164 -2.04821544401027 -0.910317975115676 -0.910317975115676 -3.54086873542034 -2.41484131153879
"Lmna" -5.55293964820563 -2.50337443156811 -1.09238157013881 -1.09238157013881 -3.54070530000919 -2.41484131153879
"Cntn1" -6.14464633203083 -3.32266060917224 -1.4109928614293 -1.4109928614293 -3.52643541115749 -2.39841437964475
"Slc30a4" -6.00809863576347 -3.18611291290487 -1.31996106391773 -1.31996106391773 -3.51607319344922 -2.38571330535362
"Ppap2b" -3.18611291290487 -1.91166774774292 -0.81928617760411 -0.81928617760411 -3.49726331705463 -2.36289969862193
"Laptm4b" -5.37087605318251 -2.45785853281233 -1.04686567138303 -1.04686567138303 -3.49413296721026 -2.36197189836783
"Prune2" -6.00809863576347 -3.18611291290487 -1.31996106391773 -1.31996106391773 -3.49307576824242 -2.36197189836783
"Eps8" -5.91706683825191 -3.14059701414909 -1.27444516516195 -1.27444516516195 -3.49044264203204 -2.36104084244783
"Cystm1" -5.91706683825191 -3.14059701414909 -1.27444516516195 -1.27444516516195 -3.49008206973965 -2.36104084244783
"Sfxn3" -6.00809863576347 -3.18611291290487 -1.31996106391773 -1.31996106391773 -3.48297531534033 -2.35277807974362
"Sc5d" -2.86750162161438 -1.77512005147557 -0.773770278848329 -0.773770278848329 -3.47380095803943 -2.3416275889236
"Ptprf" -5.27984425567094 -2.41234263405655 -1.04686567138303 -1.04686567138303 -3.47110917249902 -2.33948222979103
"Vldlr" -5.96258273700768 -3.18611291290487 -1.27444516516195 -1.27444516516195 -3.44370742346047 -2.31364848490533
"Rfx4" -3.77781959673005 -1.95718364649871 -0.81928617760411 -0.81928617760411 -3.44349663853456 -2.31364848490533
"Slc5a3" -5.64397144571719 -2.59440622907968 -1.09238157013881 -1.09238157013881 -3.43977666711741 -2.3100186392595
"Mmp15" -5.96258273700768 -3.04956521663752 -1.18341336765038 -1.18341336765038 -3.4116324837493 -2.27379695825823
"Dtx4" -4.87020116686886 -2.32131083654498 -0.955833873871463 -0.955833873871463 -3.39877713993166 -2.26354567948922
"Arxes2" -5.37087605318251 -2.45785853281233 -1.00134977262724 -1.00134977262724 -3.39727109218787 -2.26354567948922
"Ntn1" -5.23432835691515 -2.50337443156811 -1.00134977262724 -1.00134977262724 -3.39026662103039 -2.25767692527574
"Rragd" -5.87155093949611 -3.0950811153933 -1.22892926640616 -1.22892926640616 -3.37224819191985 -2.23811257205341
"Nexn" -5.87155093949611 -3.0950811153933 -1.18341336765038 -1.18341336765038 -3.37206889843861 -2.23811257205341
"Sfxn1" -3.68678779921849 -2.04821544401027 -0.864802076359895 -0.864802076359895 -3.37202628801012 -2.23811257205341
"Ntsr2" -4.73365347060154 -2.41234263405655 -1.00134977262724 -1.00134977262724 -3.36051060554042 -2.2264134247189
"Dhcr24" -4.8246852681131 -2.36682673530076 -0.955833873871463 -0.955833873871463 -3.35149660029734 -2.21670470136298
"Sgpl1" -4.55158987557838 -2.36682673530076 -0.955833873871463 -0.955833873871463 -3.34755330210615 -2.21410909730366
"Arxes1" -5.82603504074035 -3.04956521663752 -1.18341336765038 -1.18341336765038 -3.34293796182838 -2.20965623602135
"Bcan" -5.18881245815935 -2.5488903303239 -1.00134977262724 -1.00134977262724 -3.33721746819182 -2.20395775233422
"Pcdh7" -5.87155093949611 -3.0950811153933 -1.18341336765038 -1.18341336765038 -3.32915188546702 -2.19405161959343
"Ifngr2" -5.82603504074035 -3.04956521663752 -1.18341336765038 -1.18341336765038 -3.32634903476305 -2.19155668545248
"Txn1" -2.68543802659125 -1.72960415271979 -0.728254380092541 -0.728254380092541 -3.32164896306382 -2.18638019662443
"Gyg" -4.41504217931105 -2.18476314027763 -0.864802076359895 -0.864802076359895 -3.31841606557861 -2.18326848046086
"Me1" -5.91706683825191 -2.91301752037017 -1.09238157013881 -1.09238157013881 -3.30901468007972 -2.17143578643196
"Rassf3" -5.73500324322879 -3.00404931788174 -1.1378974688946 -1.1378974688946 -3.30379227388584 -2.16838130922721
"Gap43" -4.32401038179946 -2.23027903903341 -0.864802076359895 -0.864802076359895 -3.30089317687513 -2.16571673426751
"Hmga2" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.29512612421558 -2.16008870711419
"Cyr61" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.29489335043485 -2.16008870711419
"Acaa2" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.29196266955121 -2.15816034870483
"Frmd4a" -4.14194678677633 -2.04821544401027 -0.81928617760411 -0.81928617760411 -3.29023746412533 -2.15775745361581
"Sema3a" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.27799019814195 -2.14409078604633
"Pcyt2" -5.96258273700768 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.27679965058563 -2.14409078604633
"Acss1" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.27660770775417 -2.14409078604633
"Dock10" -5.82603504074035 -3.04956521663752 -1.1378974688946 -1.1378974688946 -3.26823411964317 -2.13362507709104
"Ppp1r16b" -5.78051914198455 -2.73095392534703 -1.09238157013881 -1.09238157013881 -3.26706674554555 -2.13336584810188
"Fam65a" -5.87155093949611 -3.0950811153933 -1.18341336765038 -1.18341336765038 -3.26410083249288 -2.13055269860723
"Mfap3l" -5.37087605318251 -2.36682673530076 -0.955833873871463 -0.955833873871463 -3.2588845977639 -2.12573417655448
"Tm9sf3" -3.4136924066838 -1.86615184898714 -0.773770278848329 -0.773770278848329 -3.25487228488024 -2.12573417655448
"Gareml" -5.78051914198455 -3.00404931788174 -1.09238157013881 -1.09238157013881 -3.25268243023167 -2.12399359994334
"Prnp" -3.95988319175321 -2.04821544401027 -0.773770278848329 -0.773770278848329 -3.23893333656005 -2.10733544098776
"Adamts1" -5.91706683825191 -3.14059701414909 -1.1378974688946 -1.1378974688946 -3.21590229558521 -2.08256397752176
"Limch1" -5.82603504074035 -3.04956521663752 -1.09238157013881 -1.09238157013881 -3.20534851268209 -2.07020662146426
"Idh3a" -3.04956521663752 -1.77512005147557 -0.682738481336757 -0.682738481336757 -3.20128653940104 -2.06575086716882
"Tmem64" -5.78051914198455 -2.95853341912596 -1.09238157013881 -1.09238157013881 -3.19967000818474 -2.06478120521745
"Adm" -5.78051914198455 -3.00404931788174 -1.09238157013881 -1.09238157013881 -3.19328230058552 -2.05832726710927
"Mfsd2a" -5.82603504074035 -3.04956521663752 -1.09238157013881 -1.09238157013881 -3.18846222120867 -2.05357176385347
"Six3os1" -5.78051914198455 -2.95853341912596 -1.09238157013881 -1.09238157013881 -3.18809494791716 -2.05357176385347
"Glb1" -5.73500324322879 -2.95853341912596 -1.04686567138303 -1.04686567138303 -3.18044117269321 -2.04614921401573
"Phkb" -5.41639195193827 -2.50337443156811 -0.910317975115676 -0.910317975115676 -3.17860919245055 -2.04528693308542
"Gpt2" -4.46055807806682 -2.18476314027763 -0.81928617760411 -0.81928617760411 -3.17637519634088 -2.04470890028845
"H2-K1" -5.00674886313622 -2.2757949377892 -0.864802076359895 -0.864802076359895 -3.16419637946197 -2.03248972949129
"Bag3" -5.73500324322879 -2.95853341912596 -1.04686567138303 -1.04686567138303 -3.15717863967925 -2.02543212174888
"Fam49a" -5.55293964820563 -2.5488903303239 -0.910317975115676 -0.910317975115676 -3.15708905340993 -2.02543212174888
"Gm2a" -2.8219857228586 -1.72960415271979 -0.637222582580976 -0.637222582580976 -3.15652543844629 -2.02543212174888
"Glo1" -3.368176507928 -1.82063595023136 -0.682738481336757 -0.682738481336757 -3.15566633361947 -2.02543212174888
"Gria3" -5.78051914198455 -2.95853341912596 -1.04686567138303 -1.04686567138303 -3.14873254315212 -2.01678434267875
"Wnt7b" -5.73500324322879 -2.91301752037017 -1.04686567138303 -1.04686567138303 -3.1387301958542 -2.00536224848659
"Wls" -4.50607397682261 -2.18476314027763 -0.773770278848329 -0.773770278848329 -3.1344088767722 -2.00388425312833
"Tmem47" -3.64127190046272 -1.91166774774292 -0.682738481336757 -0.682738481336757 -3.13107341756847 -2.00162171293564
"Fam63b" -4.59710577433418 -2.18476314027763 -0.81928617760411 -0.81928617760411 -3.1293155478135 -2.000356469004
"Gng12" -3.59575600170692 -1.91166774774292 -0.728254380092541 -0.728254380092541 -3.12692332938569 -1.99883942805508
"Hepacam" -3.45920830543957 -1.86615184898714 -0.682738481336757 -0.682738481336757 -3.12566713858894 -1.99883942805508
"Cttnbp2nl" -4.00539909050897 -2.00269954525449 -0.728254380092541 -0.728254380092541 -3.12532658286051 -1.99883942805508
"Lrrc7" -5.64397144571719 -2.86750162161438 -1.00134977262724 -1.00134977262724 -3.12195936338187 -1.99727393400226
"Sema6a" -3.68678779921849 -1.91166774774292 -0.728254380092541 -0.728254380092541 -3.11276455296565 -1.9877840688774
"Cpe" -3.368176507928 -1.95718364649871 -0.773770278848329 -0.773770278848329 -3.10512854555663 -1.97927745288742
"Elovl5" -3.68678779921849 -1.77512005147557 -0.637222582580976 -0.637222582580976 -3.10421666020583 -1.97919040718978
