"lb" "mle" "ub" "ce" "Z" "cZ"
"Nptx1" -7.03589861838152 -4.23957993671707 -2.30019762524011 -2.30019762524011 -4.71877116221063 -3.78789747009417
"Akap2" -6.85549096149994 -4.10427419405587 -2.20999379679932 -2.20999379679932 -4.69525784320023 -3.76293526037475
"Cd9" -3.78856079451311 -2.57080911056247 -1.5334650834934 -1.5334650834934 -4.69205625734366 -3.76089299265318
"Fam102b" -5.32202587800653 -2.97672633854602 -1.66877082615459 -1.66877082615459 -4.68266818518925 -3.75127206503656
"Cd63" -4.05917227983549 -2.66101293900326 -1.5334650834934 -1.5334650834934 -4.67271573090976 -3.74094585641883
"Sdc3" -5.4122297064473 -2.97672633854602 -1.71387274037498 -1.71387274037498 -4.66789766744135 -3.73689056503248
"Anxa3" -7.39671393214467 -4.55529333625983 -2.52570719634208 -2.52570719634208 -4.65645346398129 -3.72471055655085
"Chl1" -6.85549096149994 -4.10427419405587 -2.20999379679932 -2.20999379679932 -4.64629327095994 -3.7140871466126
"Sfxn1" -4.41998759359864 -2.66101293900326 -1.48836316927301 -1.48836316927301 -4.63690590134043 -3.70439620256851
"Trib2" -4.60039525048022 -2.79631868166444 -1.5334650834934 -1.5334650834934 -4.63454854038653 -3.70403198675173
"Slc4a4" -6.81038904727952 -4.05917227983549 -2.16489188257893 -2.16489188257893 -4.63367468341755 -3.70403198675173
"Cnn3" -3.74345888029272 -2.48060528212169 -1.39815934083222 -1.39815934083222 -4.61374963984054 -3.68436614562713
"Fam84a" -6.49467564773679 -3.56305122341115 -1.93938231147695 -1.93938231147695 -4.6132955276039 -3.68436614562713
"Fam195b" -4.10427419405587 -2.61591102478287 -1.44326125505262 -1.44326125505262 -4.60349632415629 -3.67410099543093
"Slc16a1" -6.76528713305914 -3.83366270873353 -2.02958613991774 -2.02958613991774 -4.60044321530411 -3.6720993766912
"Elovl6" -4.37488567937826 -2.61591102478287 -1.44326125505262 -1.44326125505262 -4.59027684198522 -3.66136025260019
"Tspan12" -4.14937610827626 -2.79631868166444 -1.48836316927301 -1.48836316927301 -4.58505340922895 -3.65839030476078
"Ccdc141" -6.3593699050756 -3.42774548074995 -1.80407656881577 -1.80407656881577 -4.57789816233694 -3.6513151858082
"Ctsd" -4.73570099314141 -2.93162442432563 -1.5785669977138 -1.5785669977138 -4.56800037366474 -3.64086216495759
"Fndc3b" -6.76528713305914 -4.0140703656151 -2.11978996835853 -2.11978996835853 -4.55476355693736 -3.62629269250773
"Dtx4" -5.81814693443087 -3.06693016698681 -1.66877082615459 -1.66877082615459 -4.53980691083726 -3.61126678449689
"Lrrfip1" -4.14937610827626 -2.75121676744405 -1.5785669977138 -1.5785669977138 -4.51785103061724 -3.58864320572226
"Pdxk" -6.67508330461837 -3.9238665371743 -2.02958613991774 -2.02958613991774 -4.51736831665275 -3.58864320572226
"Mical2" -6.62998139039795 -3.87876462295391 -1.98448422569735 -1.98448422569735 -4.50160667008783 -3.57251951369853
"Jam2" -5.32202587800653 -2.84142059588484 -1.48836316927301 -1.48836316927301 -4.49060353822351 -3.56221839363335
"Cxadr" -6.17896224819402 -3.24733782386839 -1.75897465459538 -1.75897465459538 -4.48237040072194 -3.55368717803467
"Pmm1" -5.09651630690456 -2.97672633854602 -1.6236689119342 -1.6236689119342 -4.47083041237916 -3.54106577585499
"Spry4" -6.13386033397364 -3.1120320812072 -1.6236689119342 -1.6236689119342 -4.45438430658345 -3.52397052439547
"Wwtr1" -6.76528713305914 -3.96896845139468 -2.07468805413814 -2.07468805413814 -4.44516636588804 -3.51417760232311
"Lmna" -6.08875841975322 -3.1120320812072 -1.66877082615459 -1.66877082615459 -4.40161007025865 -3.46540289189444
"Car8" -6.72018521883875 -3.96896845139468 -2.07468805413814 -2.07468805413814 -4.40063897063231 -3.46540289189444
"Cryab" -6.58487947617756 -3.78856079451311 -1.93938231147695 -1.93938231147695 -4.38550836723786 -3.44977616111621
"Txn1" -3.42774548074995 -2.39040145368089 -1.30795551239144 -1.30795551239144 -4.38101069062838 -3.44575403779688
"Laptm4b" -5.77304502021048 -2.93162442432563 -1.5334650834934 -1.5334650834934 -4.35897833904039 -3.41995064378961
"Igfbp4" -6.67508330461837 -3.9238665371743 -2.02958613991774 -2.02958613991774 -4.35132008312897 -3.41198170302422
"Sgpl1" -5.23182204956572 -2.93162442432563 -1.5785669977138 -1.5785669977138 -4.3464254444739 -3.40744039031088
"Sema6d" -6.3593699050756 -3.33754165230918 -1.71387274037498 -1.71387274037498 -4.32975687856772 -3.39200341066724
"Mfap3l" -6.04365650553283 -3.06693016698681 -1.6236689119342 -1.6236689119342 -4.32807277970557 -3.39200341066724
"Cttnbp2nl" -4.91610865002299 -2.84142059588484 -1.5334650834934 -1.5334650834934 -4.32788776163252 -3.39200341066724
"Cnn2" -6.62998139039795 -3.87876462295391 -1.93938231147695 -1.93938231147695 -4.31911356204356 -3.38259102037772
"Plekha2" -6.72018521883875 -3.9238665371743 -2.02958613991774 -2.02958613991774 -4.30116362867902 -3.3632334765996
"Spred1" -6.53977756195717 -3.78856079451311 -1.89428039725656 -1.89428039725656 -4.29831604921731 -3.3611742692658
"Gabrg1" -6.62998139039795 -3.83366270873353 -1.98448422569735 -1.98448422569735 -4.29036749058032 -3.35449438365604
"Tgfb2" -6.53977756195717 -3.78856079451311 -1.89428039725656 -1.89428039725656 -4.28344235672373 -3.34852939975758
"Rgs7" -6.44957373351637 -3.69835696607234 -1.84917848303616 -1.84917848303616 -4.27296695373676 -3.33952254732117
"Nsdhl" -4.46508950781903 -2.66101293900326 -1.39815934083222 -1.39815934083222 -4.27284371432858 -3.33952254732117
"Arxes2" -5.95345267709206 -3.06693016698681 -1.5785669977138 -1.5785669977138 -4.27272577302826 -3.33952254732117
"Acer3" -6.53977756195717 -3.78856079451311 -1.84917848303616 -1.84917848303616 -4.2532218994517 -3.31873576674725
"B2m" -5.00631247846376 -2.66101293900326 -1.35305742661183 -1.35305742661183 -4.25236863948348 -3.31873576674725
"Actg1" -3.56305122341115 -2.43550336790129 -1.35305742661183 -1.35305742661183 -4.25146808645002 -3.31873576674725
"Car3" -6.85549096149994 -4.05917227983549 -2.11978996835853 -2.11978996835853 -4.24866513637616 -3.31665452573447
"Sc5d" -3.60815313763153 -2.48060528212169 -1.35305742661183 -1.35305742661183 -4.24094475747957 -3.30911908778038
"Rfx4" -4.41998759359864 -2.48060528212169 -1.26285359817104 -1.26285359817104 -4.23911668676705 -3.30895301065774
"Gyg" -4.91610865002299 -2.75121676744405 -1.44326125505262 -1.44326125505262 -4.22627086147038 -3.29431706671892
"Kcnd3" -6.49467564773679 -3.69835696607234 -1.84917848303616 -1.84917848303616 -4.21951352965151 -3.28726871331326
"Itpr2" -6.53977756195717 -3.74345888029272 -1.84917848303616 -1.84917848303616 -4.20923646617028 -3.27581419769594
"Ptprf" -5.99855459131245 -3.06693016698681 -1.5785669977138 -1.5785669977138 -4.2071582571198 -3.27459811022821
"Pde10a" -6.72018521883875 -3.83366270873353 -1.89428039725656 -1.89428039725656 -4.17989154915586 -3.24460723091903
"Ncan" -3.65325505185195 -2.52570719634208 -1.35305742661183 -1.35305742661183 -4.15774649911172 -3.21958276112397
"Cystm1" -6.40447181929598 -3.60815313763153 -1.75897465459538 -1.75897465459538 -4.14484522027236 -3.20475113673059
"Ttyh1" -6.44957373351637 -3.65325505185195 -1.75897465459538 -1.75897465459538 -4.13636252158926 -3.19681267911432
"Wnt5a" -6.49467564773679 -3.74345888029272 -1.84917848303616 -1.84917848303616 -4.12568164071804 -3.18608841795255
"Ctnnd2" -3.78856079451311 -2.39040145368089 -1.17264976973025 -1.17264976973025 -4.12204591364452 -3.18286053296961
"Ppp1r16b" -6.31426799085521 -3.29243973808878 -1.6236689119342 -1.6236689119342 -4.11385236262804 -3.17389481932471
"Cntn1" -6.53977756195717 -3.74345888029272 -1.80407656881577 -1.80407656881577 -4.10702610102806 -3.16664080487357
"Vldlr" -6.44957373351637 -3.65325505185195 -1.75897465459538 -1.75897465459538 -4.10062163594913 -3.15991042799986
"Eps8" -6.40447181929598 -3.65325505185195 -1.75897465459538 -1.75897465459538 -4.09714610199002 -3.15686195924493
"Tm9sf3" -3.96896845139468 -2.39040145368089 -1.21775168395065 -1.21775168395065 -4.0846364002204 -3.14506155244711
"Mmp15" -6.3593699050756 -3.42774548074995 -1.6236689119342 -1.6236689119342 -4.07067261757559 -3.12876969894386
"Plcd4" -6.40447181929598 -3.65325505185195 -1.75897465459538 -1.75897465459538 -4.06869485175516 -3.12758398224183
"Gpt2" -4.96121056424337 -2.66101293900326 -1.35305742661183 -1.35305742661183 -4.0652329724445 -3.12452117374353
"Peg12" -4.23957993671707 -2.39040145368089 -1.21775168395065 -1.21775168395065 -4.0334557483864 -3.08827584687844
"Bcan" -5.59263736332887 -2.84142059588484 -1.39815934083222 -1.39815934083222 -4.02751242115643 -3.08462779177785
"Arxes1" -6.31426799085521 -3.51794930919076 -1.66877082615459 -1.66877082615459 -4.01014375169385 -3.06392392634597
"Gng12" -4.14937610827626 -2.57080911056247 -1.26285359817104 -1.26285359817104 -3.99806760190485 -3.04989723229251
"Frmd4a" -4.73570099314141 -2.57080911056247 -1.26285359817104 -1.26285359817104 -3.99583882517057 -3.04835100795842
"Prune2" -6.44957373351637 -3.65325505185195 -1.75897465459538 -1.75897465459538 -3.99094905426671 -3.04372833736521
"Sema3a" -6.31426799085521 -3.56305122341115 -1.66877082615459 -1.66877082615459 -3.98256754091626 -3.03532954375157
"Idh3a" -3.56305122341115 -2.20999379679932 -1.12754785550986 -1.12754785550986 -3.97440835331273 -3.02623538370896
"Lamc1" -4.7808029073618 -2.48060528212169 -1.21775168395065 -1.21775168395065 -3.96949865516077 -3.02219700777305
"Gap43" -4.87100673580257 -2.70611485322366 -1.30795551239144 -1.30795551239144 -3.95761461869654 -3.00867253279648
"Qk" -4.0140703656151 -2.75121676744405 -1.39815934083222 -1.39815934083222 -3.94174904294947 -2.99223880843249
"Slc30a4" -6.40447181929598 -3.60815313763153 -1.71387274037498 -1.71387274037498 -3.93652545616485 -2.98807265179803
"Atp1a2" -6.44957373351637 -3.56305122341115 -1.66877082615459 -1.66877082615459 -3.92686312888126 -2.97700396376726
"Pcdh7" -6.26916607663479 -3.51794930919076 -1.6236689119342 -1.6236689119342 -3.91711373087056 -2.96704408142003
"Rassf3" -6.17896224819402 -3.42774548074995 -1.5785669977138 -1.5785669977138 -3.90701134620597 -2.95538728805046
"Nexn" -6.26916607663479 -3.51794930919076 -1.6236689119342 -1.6236689119342 -3.90476389251875 -2.95496808137804
"Pcyt2" -6.3593699050756 -3.47284739497037 -1.5785669977138 -1.5785669977138 -3.89832658551905 -2.9479721261267
"H2-K1" -5.81814693443087 -2.79631868166444 -1.30795551239144 -1.30795551239144 -3.88796252031856 -2.93595355362563
"Prss23" -6.31426799085521 -3.56305122341115 -1.66877082615459 -1.66877082615459 -3.88483442047907 -2.93317116567445
"Dhcr24" -5.27692396378614 -2.70611485322366 -1.26285359817104 -1.26285359817104 -3.87686529443276 -2.92540475549099
"Sc4mol" -3.9238665371743 -2.48060528212169 -1.21775168395065 -1.21775168395065 -3.87121992938955 -2.91939132151093
"Cyr61" -6.26916607663479 -3.47284739497037 -1.5785669977138 -1.5785669977138 -3.86877804153946 -2.91746993602696
"Me1" -6.3593699050756 -3.33754165230918 -1.5334650834934 -1.5334650834934 -3.85679623151334 -2.90453377128021
"Hmga2" -6.26916607663479 -3.51794930919076 -1.5785669977138 -1.5785669977138 -3.84601927190002 -2.89192501878689
"Ppp1r12a" -3.33754165230918 -2.07468805413814 -0.992242112848671 -0.992242112848671 -3.84019020979605 -2.88564635797571
"Fam63b" -4.96121056424337 -2.70611485322366 -1.26285359817104 -1.26285359817104 -3.8365219584781 -2.8825921392613
"Ptprz1" -3.96896845139468 -2.70611485322366 -1.39815934083222 -1.39815934083222 -3.83595434879416 -2.8825921392613
"Slc5a3" -6.08875841975322 -3.1120320812072 -1.48836316927301 -1.48836316927301 -3.83050657204981 -2.87738925360965
"Fam49a" -6.13386033397364 -3.06693016698681 -1.39815934083222 -1.39815934083222 -3.82028918950142 -2.86838282805207
"Adam12" -3.96896845139468 -2.20999379679932 -1.08244594128946 -1.08244594128946 -3.81406033080757 -2.86185576407583
"Adamts1" -6.40447181929598 -3.60815313763153 -1.6236689119342 -1.6236689119342 -3.79488164899734 -2.84156868062083
"Pls3" -6.08875841975322 -3.06693016698681 -1.44326125505262 -1.44326125505262 -3.78920841384246 -2.83543040451994
"Ifngr2" -6.17896224819402 -3.38264356652957 -1.5334650834934 -1.5334650834934 -3.7865702778075 -2.83318990091023
"Gria3" -6.17896224819402 -3.42774548074995 -1.5334650834934 -1.5334650834934 -3.77068569635451 -2.81619241220624
"Dock10" -6.22406416241441 -3.47284739497037 -1.5785669977138 -1.5785669977138 -3.76973335865118 -2.81610771375649
"Ppic" -4.55529333625983 -2.48060528212169 -1.12754785550986 -1.12754785550986 -3.75425448813102 -2.79844462008149
"Pkm" -3.33754165230918 -2.16489188257893 -1.03734402706907 -1.03734402706907 -3.7422430928478 -2.78522201698167
"Gm5148" -3.38264356652957 -2.07468805413814 -0.947140198628279 -0.947140198628279 -3.72263559076833 -2.76328712246297
"Sfxn3" -6.26916607663479 -3.47284739497037 -1.5785669977138 -1.5785669977138 -3.71418517436957 -2.75461090557948
"Sema6a" -4.05917227983549 -2.3452995394605 -1.08244594128946 -1.08244594128946 -3.70796228493383 -2.74991853710713
"Bag3" -6.17896224819402 -3.38264356652957 -1.48836316927301 -1.48836316927301 -3.70078598597632 -2.74174511666088
"Mfsd2a" -6.26916607663479 -3.51794930919076 -1.5334650834934 -1.5334650834934 -3.6988362314879 -2.74033278013166
"Fam65a" -6.22406416241441 -3.42774548074995 -1.5334650834934 -1.5334650834934 -3.69486213584102 -2.73740205823909
"Acaa2" -6.13386033397364 -3.38264356652957 -1.48836316927301 -1.48836316927301 -3.68885936064896 -2.73183241753035
"Limch1" -6.26916607663479 -3.47284739497037 -1.5334650834934 -1.5334650834934 -3.68633392744458 -2.72965911771087
"Adm" -6.17896224819402 -3.38264356652957 -1.48836316927301 -1.48836316927301 -3.68324165064746 -2.72674865757063
"Fyn" -3.65325505185195 -2.16489188257893 -0.992242112848671 -0.992242112848671 -3.68079741676978 -2.72467433756846
"Tmem47" -4.19447802249668 -2.3452995394605 -1.08244594128946 -1.08244594128946 -3.67940878149965 -2.72396406910083
"Lrrc7" -6.04365650553283 -3.29243973808878 -1.44326125505262 -1.44326125505262 -3.67357965414415 -2.71826300327403
"Acss1" -6.13386033397364 -3.38264356652957 -1.48836316927301 -1.48836316927301 -3.67333330119082 -2.71826300327403
"Hmox1" -5.36712779222691 -2.61591102478287 -1.17264976973025 -1.17264976973025 -3.6676422129471 -2.71196968102314
"Rragd" -6.13386033397364 -3.38264356652957 -1.44326125505262 -1.44326125505262 -3.66120579364135 -2.70470437936417
"Csgalnact1" -6.17896224819402 -3.38264356652957 -1.48836316927301 -1.48836316927301 -3.65301913639335 -2.69516082502644
"Nab1" -4.37488567937826 -2.3452995394605 -1.03734402706907 -1.03734402706907 -3.6446691668315 -2.68754320718602
"Glb1" -6.08875841975322 -3.29243973808878 -1.39815934083222 -1.39815934083222 -3.62188362754166 -2.65898235633252
"Six3os1" -6.08875841975322 -3.33754165230918 -1.44326125505262 -1.44326125505262 -3.62053807359246 -2.65830443173811
"Elovl5" -3.96896845139468 -2.25509571101971 -0.992242112848671 -0.992242112848671 -3.61164963515825 -2.64779399644506
"Vdac2" -3.20223590964799 -1.93938231147695 -0.902038284407886 -0.902038284407886 -3.60165373347376 -2.6368973616911
