"aNSC_A_01_1g_hiseq_run1" "aNSC_A_03_1g_hiseq_run1" "aNSC_A_21_1g_hiseq_run1" "aNSC_A_24_1g_hiseq_run1" "aNSC_A_45_1g_hiseq_run1" "aNSC_A_48_1g_hiseq_run1" "aNSC_A_62_1g_hiseq_run1" "aNSC_A_63_1g_hiseq_run1" "aNSC_A_64_1g_hiseq_run1" "aNSC_A_65_1g_hiseq_run1" "aNSC_A_66_1g_hiseq_run1" "aNSC_A_71_1g_hiseq_run1" "aNSC_A_77_1g_hiseq_run1" "aNSC_A_80_1g_hiseq_run1" "aNSC_A_83_1g_hiseq_run1" "aNSC_A_85_1g_hiseq_run1" "aNSC_A_94_1g_hiseq_run1" "aNSC_B_02_1g_hiseq_run1" "aNSC_B_04_1g_hiseq_run1" "aNSC_B_05_1g_hiseq_run1" "aNSC_B_06_1g_hiseq_run1" "aNSC_B_09_1g_hiseq_run1" "aNSC_B_10_1g_hiseq_run1" "aNSC_B_12_1g_hiseq_run1" "aNSC_B_13_1g_hiseq_run1" "aNSC_B_14_1g_hiseq_run1" "aNSC_B_16_1g_hiseq_run1" "aNSC_B_17_1g_hiseq_run1" "aNSC_B_18_1g_hiseq_run1" "aNSC_B_19_1g_hiseq_run1" "aNSC_B_20_1g_hiseq_run1" "aNSC_B_23_1g_hiseq_run1" "aNSC_B_26_1g_hiseq_run1" "aNSC_B_27_1g_hiseq_run1" "aNSC_B_28_1g_hiseq_run1" "aNSC_B_30_1g_hiseq_run1" "aNSC_B_31_1g_hiseq_run1" "aNSC_B_33_1g_hiseq_run1" "aNSC_B_34_1g_hiseq_run1" "aNSC_B_35_1g_hiseq_run1" "aNSC_B_36_1g_hiseq_run1" "aNSC_B_37_1g_hiseq_run1" "aNSC_B_38_1g_hiseq_run1" "aNSC_B_40_1g_hiseq_run1" "aNSC_B_41_1g_hiseq_run1" "aNSC_B_44_1g_hiseq_run1" "aNSC_B_47_1g_hiseq_run1" "aNSC_B_56_1g_hiseq_run1" "aNSC_B_58_1g_hiseq_run1" "aNSC_B_60_1g_hiseq_run1" "aNSC_B_69_1g_hiseq_run1" "aNSC_B_70_1g_hiseq_run1" "aNSC_B_72_1g_hiseq_run1" "aNSC_B_73_1g_hiseq_run1" "aNSC_B_76_1g_hiseq_run1" "aNSC_B_81_1g_hiseq_run1" "aNSC_B_82_1g_hiseq_run1" "aNSC_B_89_1g_hiseq_run1" "aNSC_B_91_1g_hiseq_run1" "aNSC_B_92_1g_hiseq_run1" "aNSC_B_93_1g_hiseq_run1"
"Dbt" 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dbx1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dbx2" 0 0 2 0 0 0 0 0 0 0 0 0 0 8 647 0 1 2 0 0 0 0 16 0 0 0 30 5 0 0 64 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 9 0 0 0 6 0 14 0 0 23 0 10 0 0 1
"Dcaf10" 0 2164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0
"Dcaf11" 0 0 15 0 1 0 0 0 3 4 0 0 0 0 0 0 0 0 1 0 0 0 54 1 0 329 0 0 0 0 2 51 82 1 927 0 0 0 0 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 738 0 0 0 912 0
"Dcaf12" 0 0 0 0 0 0 0 0 40 0 69 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 713
"Dcaf12l1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcaf12l2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcaf13" 335 0 1 0 0 211 0 0 0 0 0 15 0 63 0 0 2415 95 0 0 0 0 0 0 0 0 45 223 0 5 0 0 1 299 0 79 0 0 0 0 0 0 0 0 0 0 5 0 373 0 0 0 0 526 0 0 0 0 325 0 0
"Dcaf15" 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 2 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 4 0 0
"Dcaf17" 70 0 140 0 0 0 17 0 0 0 0 0 0 10 0 0 1 0 0 0 1 0 643 0 0 589 0 0 0 0 0 0 0 0 0 0 11 0 1 0 47 0 0 0 0 0 565 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"Dcaf4" 0 0 0 0 0 0 0 2 12 0 0 0 0 0 0 0 0 8 0 0 0 240 0 0 0 0 8 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcaf5" 0 0 1 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 2 0 0 479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 369 0 0 0 0 0 0 0 0
"Dcaf6" 0 0 0 0 0 0 1 0 2 70 31 35 0 0 0 0 3 0 0 2 0 0 0 4 5 0 0 0 23 2 1 0 11 24 335 0 0 2 1 0 0 0 0 0 0 0 0 0 0 79 2 5 0 1 8 49 0 0 0 4 0
"Dcaf7" 0 0 0 0 0 0 0 0 0 0 1 0 0 3 4120 1 0 0 0 464 977 0 30 10 0 0 12 0 0 0 1 10 0 0 0 0 159 2 0 0 0 0 0 0 0 2 1 0 0 0 1 23 0 0 0 0 7 216 19 16 16
"Dcaf8" 0 0 0 191 0 19 0 0 0 0 0 0 0 0 0 0 0 13 0 12 4 0 0 0 162 0 1 8 0 0 0 6 0 7 0 0 40 0 2580 163 0 2 0 2 0 110 0 0 73 0 17 3 0 0 0 0 0 0 0 0 0
"Dcakd" 12 0 6 0 0 13 0 503 50 1 0 25 0 146 0 3 0 51 56 117 5 615 0 4 0 0 4 1 0 5 0 0 0 0 0 0 0 0 323 0 0 0 0 0 0 77 9 0 3 256 0 0 0 0 0 0 236 2 2 0 0
"Dcbld1" 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 122 0 0 0
"Dcbld2" 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 24 0 0 110 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 26 21 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0
"Dcc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Dcdc2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcdc2b" 0 0 0 0 87 14 0 0 0 0 201 0 0 9 0 0 173 0 0 0 151 0 0 0 0 0 0 101 0 10 11 0 0 44 0 0 0 30 0 0 0 0 28 0 0 10 0 74 0 0 0 0 0 0 13 0 4 3 89 88 0
"Dcdc2c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dchs1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Dck" 45 0 12 0 4 0 348 0 9 0 0 0 303 3 0 0 30 170 0 194 447 0 5 0 0 1 47 0 0 288 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 5 207 0 0 0 0
"Dclk1" 1 35 236 1082 0 1 1345 0 0 0 0 1 1 0 3 0 1 77 2 2654 858 6 3836 27 281 0 330 0 3976 0 0 0 0 341 129 2 0 279 0 243 212 283 0 337 1159 4 168 0 628 173 45 54 378 0 517 1339 1011 261 1344 200 2082
"Dclk2" 0 234 0 0 324 0 7 2 3 0 28 0 14 44 0 0 0 0 2 0 0 17 0 2 0 72 0 0 0 43 0 0 0 0 0 0 24 0 0 0 1 1 134 0 7 11 0 0 0 0 4 16 0 3 0 0 34 568 0 0 2
"Dclk3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dclre1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 5 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 499
"Dclre1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 145 0
"Dclre1c" 0 0 205 0 0 0 48 0 0 0 0 135 0 242 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"Dcn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcp1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 490 0 0 0 0 0 90 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 130 0 0 0 0 0 0 0
"Dcp1b" 0 157 0 0 97 0 0 0 0 29 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 17 0
"Dcp2" 10 0 0 0 0 0 0 0 27 25 1 0 0 0 0 0 0 0 18 0 515 0 0 0 0 305 0 0 1 15 5 0 0 0 0 0 0 21 0 0 0 47 6 2 6 0 35 0 0 0 0 0 0 0 151 0 9 25 0 102 25
"Dcpp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcpp2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcpp3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcps" 0 0 20 0 0 0 50 0 92 0 1 0 0 0 0 0 0 0 0 180 0 0 0 0 0 0 6 5 0 6 0 0 0 298 0 0 0 48 0 0 0 0 0 91 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 17 760
"Dcst1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcstamp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dct" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dctd" 0 326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"Dctn1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 41 0 0 5 0 0 0 0 0 0 0 0 0 0 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0
"Dctn2" 90 0 2 0 1096 525 62 0 1 2 0 164 0 1 0 0 147 0 0 0 0 570 2 0 0 0 0 0 0 0 0 0 0 14 0 0 13 0 0 0 0 0 0 13 0 48 0 177 0 0 0 0 0 0 386 0 146 4 43 0 463
"Dctn3" 2 0 0 0 109 0 0 0 0 234 0 0 0 0 0 0 0 0 5 0 0 451 0 0 260 0 0 0 0 24 0 0 0 58 0 0 6 34 0 51 0 0 19 0 0 18 35 0 0 0 0 5 0 143 0 0 12 108 0 0 0
"Dctn4" 657 39 17 459 189 457 152 67 41 25 0 38 0 308 0 0 75 14 45 543 1647 382 166 90 248 278 217 33 96 55 1 46 89 226 180 18 0 81 30 152 89 12 12 34 281 8 130 25 27 2167 20 22 203 109 158 87 372 76 478 369 756
"Dctn5" 0 1 0 1 0 1069 0 0 0 0 0 0 0 2 0 0 0 0 0 699 303 0 0 0 0 0 10 143 0 0 1 40 201 354 0 0 408 76 0 0 0 5 0 0 0 17 0 0 0 0 3 0 67 0 0 610 0 0 54 0 0
"Dctn6" 0 90 0 0 0 0 3 0 0 0 0 0 0 0 0 143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 157 0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 0 1 1 0 0 20 0 0 0 0 0 0
"Dctpp1" 90 0 31 0 1621 3 242 3 9 0 0 44 0 153 0 0 0 51 0 0 66 28 0 329 0 5 83 0 0 0 0 33 1 60 0 0 96 71 0 1 0 30 0 32 12 0 27 0 0 0 7 2 0 0 1 0 70 0 0 91 20
"Dcun1d1" 128 2196 0 2 0 0 0 0 18 0 0 0 0 381 0 0 0 0 6 0 4427 235 0 91 96 5 43 1 415 9 16 0 161 0 0 0 173 102 0 107 7 18 0 75 0 26 85 0 1 0 5 0 0 0 0 0 2 1 2 0 0
"Dcun1d2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 64 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 172 0 0 8 0
"Dcun1d3" 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dcun1d4" 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 1 1 1565 0 0 0 0 1 0 0 0 31 0 0
"Dcun1d5" 112 30 20 0 378 23 706 0 25 219 208 22 0 0 51 0 124 105 16 47 98 272 36 43 56 0 10 24 36 11 0 13 0 71 39 87 0 65 103 0 0 91 0 22 0 0 35 0 55 564 10 6 985 0 85 0 13 14 88 27 65
"Dcx" 0 0 0 0 0 0 0 0 0 6 77 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 0 0 0 53 0 0 0 0 48 0 21 0 0 179 142 0 2 0
"Dcxr" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0
"Dda1" 6 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 114 17 0 0 1 0 0 0 0 0 0 49 14 0 0 2 0 0 0 0 56 175 11 0 0 0 0 2 0 0 0 0 0 0 11 0 0 0 12 0 0 0 0 0
"Ddah1" 17 0 45 0 0 315 1681 0 0 1 0 0 0 157 100 0 0 0 0 1 0 87 448 60 0 0 58 5 0 0 10 0 44 5 1 0 0 0 0 3 0 6 0 0 4 0 0 98 702 0 60 5 438 0 869 34 0 0 0 437 21
"Ddah2" 3 0 7 0 291 0 0 0 1 0 0 4 0 0 0 51 0 0 53 0 155 23 0 0 129 0 3 0 0 35 0 21 0 0 925 0 0 20 420 0 0 1 0 9 29 200 0 0 50 11 8 0 1 0 423 0 56 162 21 48 0
"Ddb1" 328 16 107 748 0 76 0 0 0 0 0 40 0 0 0 0 0 1 28 201 0 1714 34 218 30 0 53 18 34 0 49 1 0 0 1 0 0 79 28 0 0 96 0 0 0 309 331 0 0 1 72 0 0 81 29 0 0 4 592 0 226
"Ddb2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddhd1" 69 0 3 0 0 274 0 0 0 0 0 0 81 0 0 0 172 3 1 0 32 0 25 28 0 0 149 7 0 18 1 0 0 21 11 6 0 0 0 64 3 0 0 10 0 37 32 5 0 1174 0 0 1 0 6 1 0 153 1 0 0
"Ddhd2" 59 99 279 401 0 0 14 0 0 0 0 419 75 0 0 0 314 0 74 0 0 1277 0 0 816 33 40 0 0 104 0 0 0 13 0 0 41 128 0 395 0 0 0 0 31 0 12 0 6 2 0 2 15 0 0 298 0 2 490 52 0
"Ddi1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddi2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 276 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddit3" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 52 0 0 0 0 0 1302 0 0 0 0 5 0 0 0 0 0 0 0 9 0 2 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0
"Ddit4" 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 7 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Ddit4l" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Ddost" 167 539 26 0 0 0 0 0 0 13 33 0 235 109 0 0 0 0 0 0 50 2 0 481 0 2 6 0 0 0 1 74 18 3 17 8 0 11 5 3 0 0 0 13 75 6 204 0 5 0 4 0 0 1 205 0 86 1 6 310 136
"Ddr1" 0 263 0 7 0 4 6 0 0 0 12 1 0 0 51 0 232 10 0 61 0 0 15 3 0 0 2 4 0 0 1 0 0 0 796 0 6 36 27 0 14 0 1 0 8 0 54 0 64 0 0 0 0 0 30 0 0 0 8 1 22
"Ddr2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddrgk1" 0 0 0 0 0 4 218 8 0 20 0 0 0 4 0 0 0 0 21 0 963 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 56 0 2 5 0 0 0 9 0 10 0 0 0 0 0 0 0 0 0 0
"Ddt" 0 0 0 0 0 0 0 322 0 1 0 0 0 0 0 0 0 0 0 0 106 0 0 0 5 0 0 7 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 21 0 0 677 0 0 0 0 176 0
"Ddx1" 38 0 42 4 2239 53 1386 0 3 0 0 535 145 7 0 0 1 1 32 0 0 509 44 250 50 97 2 1 0 3 18 218 2 19 102 31 0 26 0 2 0 20 26 416 0 8 9 1 5 1 0 0 0 2 1755 1 12 36 64 21 0
"Ddx10" 0 0 0 0 94 26 1 0 4 0 0 0 0 0 0 0 643 0 0 134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 492 837 0 2 0 0 0 5 0 0 0 125 0 0 0 0 0 0 0 0 15 0 0 0 0 261 181
"Ddx11" 0 0 3 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 319 0 0 0 0 0 0 5 0 0 0 0 0 0 19 0 1 0 0 0 0 0 0 114 0 0 0 13 0 0 0 0 0 38 4 0 0 0
"Ddx17" 0 97 6 19 748 24 91 18 0 91 6 118 342 2 0 0 3567 0 7 53 1696 933 100 0 93 17 4 100 36 0 284 0 0 0 66 0 132 1 1 6 100 144 0 23 3 7 23 1 0 0 14 0 10 153 592 895 230 139 5 4 11
"Ddx18" 0 158 0 0 0 1 110 0 0 0 8 0 0 50 0 0 0 0 0 0 30 20 0 0 118 3 25 0 0 0 0 1 0 130 0 63 9 71 0 205 81 3 0 0 0 0 14 0 0 0 0 17 0 0 0 0 0 0 2 14 10
"Ddx19a" 17 1 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 40 2 0 4 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 88 0 4 0 8 0 53 0 0 4 0 0 0 0 0 0 124 0 0 5 0 73 0 0
"Ddx19b" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddx20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87 0 768 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"Ddx21" 77 556 2 35 36 144 214 0 18 0 0 28 0 113 0 0 431 2 25 445 2602 0 52 8 84 0 40 14 0 192 38 0 21 0 0 6 61 21 188 5 0 56 0 1 0 79 13 0 1 0 0 0 0 1 0 0 140 0 254 271 8
"Ddx23" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"Ddx24" 132 0 0 5 1 0 1031 47 1 0 0 0 0 83 0 0 0 59 60 1 0 13 0 13 0 3 42 0 0 4 1 3 36 1 0 0 0 77 46 55 0 322 0 2 54 0 46 0 0 0 0 5 0 0 8 0 64 0 0 53 1
"Ddx25" 12 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 211 0 0 0 0 0 0 0 0 0 0 0 0 0 384 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddx26b" 0 0 0 0 0 0 0 0 0 222 0 0 0 0 0 0 0 238 0 0 0 0 0 0 0 0 0 0 1932 0 3 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ddx27" 0 0 2 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 1 0 10 0 0 0 0 0 0 70 3 10 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 166 0 0 0 603
"Ddx28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"Ddx31" 0 0 0 58 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 6 0 0 0 0 0 16 0 0 0 0 0 0 0 0
"Ddx39" 35 0 300 0 0 51 86 0 0 35 0 0 0 447 0 0 0 123 24 0 0 0 0 0 946 0 205 0 13 0 0 0 0 335 0 0 1 0 1 161 1 86 0 0 0 0 122 0 0 0 0 0 0 0 191 1 166 5 257 66 0
"Ddx39b" 250 0 226 6 0 0 2 6 4 0 0 27 388 911 1 0 5 0 184 10 231 3 8 7 222 42 158 138 2 19 21 208 31 269 0 0 7 75 2 52 0 84 23 12 582 0 3 0 2 0 49 22 0 0 32 4 317 7 6 433 91
"Ddx3x" 17 1 0 908 7 597 6 116 39 0 0 995 0 24 1 10 300 0 75 18 1 199 0 415 0 67 3 2 0 408 0 227 9 13 513 0 10 119 0 0 0 266 92 0 671 292 1264 0 0 0 0 25 76 48 4 2421 42 0 66 2349 3759
"Ddx3y" 84 0 252 1 0 0 0 0 5 0 0 118 0 0 1 0 3 106 95 0 1 1 0 17 2216 0 113 25 1 154 0 510 326 0 5 224 1403 259 1371 0 3 384 0 119 0 0 1 0 0 0 0 0 0 0 1 1008 286 61 1 429 1015
