"aNSC_A_01_1g_hiseq_run2" "aNSC_A_03_1g_hiseq_run2" "aNSC_A_21_1g_hiseq_run2" "aNSC_A_24_1g_hiseq_run2" "aNSC_A_45_1g_hiseq_run2" "aNSC_A_48_1g_hiseq_run2" "aNSC_A_62_1g_hiseq_run2" "aNSC_A_63_1g_hiseq_run2" "aNSC_A_64_1g_hiseq_run2" "aNSC_A_65_1g_hiseq_run2" "aNSC_A_66_1g_hiseq_run2" "aNSC_A_71_1g_hiseq_run2" "aNSC_A_77_1g_hiseq_run2" "aNSC_A_80_1g_hiseq_run2" "aNSC_A_83_1g_hiseq_run2" "aNSC_A_85_1g_hiseq_run2" "aNSC_A_94_1g_hiseq_run2" "aNSC_B_02_1g_hiseq_run2" "aNSC_B_04_1g_hiseq_run2" "aNSC_B_05_1g_hiseq_run2" "aNSC_B_06_1g_hiseq_run2" "aNSC_B_09_1g_hiseq_run2" "aNSC_B_10_1g_hiseq_run2" "aNSC_B_12_1g_hiseq_run2" "aNSC_B_13_1g_hiseq_run2" "aNSC_B_14_1g_hiseq_run2" "aNSC_B_16_1g_hiseq_run2" "aNSC_B_17_1g_hiseq_run2" "aNSC_B_18_1g_hiseq_run2" "aNSC_B_19_1g_hiseq_run2" "aNSC_B_20_1g_hiseq_run2" "aNSC_B_23_1g_hiseq_run2" "aNSC_B_26_1g_hiseq_run2" "aNSC_B_27_1g_hiseq_run2" "aNSC_B_28_1g_hiseq_run2" "aNSC_B_30_1g_hiseq_run2" "aNSC_B_31_1g_hiseq_run2" "aNSC_B_33_1g_hiseq_run2" "aNSC_B_34_1g_hiseq_run2" "aNSC_B_35_1g_hiseq_run2" "aNSC_B_36_1g_hiseq_run2" "aNSC_B_37_1g_hiseq_run2" "aNSC_B_38_1g_hiseq_run2" "aNSC_B_40_1g_hiseq_run2" "aNSC_B_41_1g_hiseq_run2" "aNSC_B_44_1g_hiseq_run2" "aNSC_B_47_1g_hiseq_run2" "aNSC_B_56_1g_hiseq_run2" "aNSC_B_58_1g_hiseq_run2" "aNSC_B_60_1g_hiseq_run2" "aNSC_B_69_1g_hiseq_run2" "aNSC_B_70_1g_hiseq_run2" "aNSC_B_72_1g_hiseq_run2" "aNSC_B_73_1g_hiseq_run2" "aNSC_B_76_1g_hiseq_run2" "aNSC_B_81_1g_hiseq_run2" "aNSC_B_82_1g_hiseq_run2" "aNSC_B_89_1g_hiseq_run2" "aNSC_B_91_1g_hiseq_run2" "aNSC_B_92_1g_hiseq_run2" "aNSC_B_93_1g_hiseq_run2"
"Arhgef37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arhgef38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arhgef39" 0 0 246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 426 0 5 5 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 442 0 5 0 0 0 0 0 0 21 0 0 0 0 1376 0 0 0 0 57 180 0 0 0
"Arhgef4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 7 0 0 0 0 0 0 0 0 13 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arhgef40" 199 0 2 0 0 0 0 7 0 0 0 0 0 42 0 0 0 1 0 0 0 0 0 14 0 0 0 0 0 24 96 0 0 0 0 154 0 0 41 9 1 0 11 84 138 0 0 0 0 55 0 0 2 0 0 1 2 3 0 6 0
"Arhgef5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arhgef6" 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 209 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arhgef7" 64 230 231 88 0 0 66 0 10 0 0 8 0 0 0 0 0 339 0 0 0 0 0 301 0 0 16 62 0 61 0 0 0 10 0 51 14 0 0 0 0 144 21 109 0 220 44 0 1066 451 198 0 0 17 8 0 599 91 128 0 0
"Arhgef9" 15 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 301 0 0 0 0 0 0 0 0 0 0 0 5 0 0 191 0 0 18 484 0 0 0 0 0 0 3 0 0 0
"Arid1a" 2 1 895 143 0 235 817 8 686 666 1708 317 230 1147 0 0 3211 325 92 0 4563 1581 6 203 160 33 173 7 9 39 0 442 102 218 70 2241 203 485 63 276 0 627 26 455 0 78 697 6260 0 215 1070 121 3 446 3 0 1690 3229 17 1169 2999
"Arid1b" 242 388 256 29 565 63 618 281 157 434 6 0 0 736 1 1 12 140 155 537 722 179 10 185 79 1087 7 87 411 124 7 177 30 0 1285 1 43 93 1 151 87 237 308 5 142 342 244 1284 0 0 6 226 116 226 0 0 108 1209 4 260 704
"Arid2" 556 0 280 0 1 141 18 0 21 1 176 8 0 0 0 0 0 17 0 27 3736 31 0 0 1186 0 289 176 460 42 0 0 427 1 1 934 0 135 0 141 0 1338 0 0 0 1431 1040 0 0 0 25 158 0 1733 3 0 861 2 39 670 353
"Arid3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arid3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 15 370 2501 0 0 0 0 0 0 0 0
"Arid3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"Arid4a" 102 0 0 0 0 0 0 0 0 0 0 0 0 2 20 0 0 0 46 0 58 349 806 788 0 258 101 0 0 0 0 0 0 1 0 0 0 296 0 0 0 900 0 58 10 72 124 0 27 105 306 1 0 139 9 77 21 0 0 51 278
"Arid4b" 45 0 101 1 0 0 32 200 0 0 5816 0 0 206 0 0 0 328 169 0 327 185 0 9 2 281 301 416 134 0 0 1 59 48 101 2 243 183 1 0 0 93 0 115 34 694 0 1 165 0 26 0 0 51 405 534 0 4 0 0 1414
"Arid5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 549 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Arid5b" 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 1440 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arih1" 330 155 0 0 0 323 0 0 3 0 1156 0 0 0 0 0 0 1 339 147 1525 0 0 0 8 0 134 0 0 0 0 1 0 50 0 0 0 0 3 32 0 0 0 0 0 0 0 0 0 0 50 0 0 13 0 21 273 542 0 0 0
"Arih2" 0 0 1983 0 0 0 0 0 247 0 0 0 73 13 0 0 0 0 0 3 61 0 0 1 0 0 7 0 0 0 0 199 0 0 0 0 0 0 0 18 0 0 0 0 0 0 11 0 0 0 1331 0 0 0 0 0 42 953 0 89 0
"Arl1" 0 0 7 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 792 0 0 29 66 0 18 17 0 0 0 0 0 1 165 0 0 0 0 0 0 0 0 0 0 400 12 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Arl10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl13a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl13b" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1192 1851 0 0 0 0 0 0 70
"Arl14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl14ep" 0 0 0 0 0 151 991 0 1782 0 0 0 0 58 0 0 0 1016 194 172 0 19 0 0 0 0 0 0 0 695 0 0 0 0 0 0 0 15 0 0 45 0 0 0 0 861 770 0 127 0 0 441 0 0 0 0 704 0 0 0 0
"Arl14epl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 139 0 0 0 0 0 0 0 0 0
"Arl16" 0 26 0 0 4790 0 74 0 2 0 0 0 0 0 0 0 0 451 0 1 540 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 26
"Arl2" 1 51 0 0 0 0 0 0 30 0 0 0 0 53 0 0 0 0 0 0 0 388 0 0 0 0 350 1 0 158 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 596 0 0 0 0 0 0 0 0 0 0 0 0
"Arl2bp" 46 0 34 0 0 0 0 0 0 0 0 143 0 0 0 0 62 33 30 0 0 133 0 20 0 0 20 33 0 22 0 17 0 27 1 0 0 0 0 22 0 83 9 1 0 0 38 0 0 0 0 0 0 1 0 0 38 8 0 0 80
"Arl3" 0 845 11 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 4 43 3 232 148 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 12 0 8 0 440 0 99
"Arl4a" 0 0 0 0 0 0 0 0 362 0 0 0 0 0 0 0 0 10 0 0 0 122 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 0 854 0 0 0 2 30 0 0 11 0 0 0
"Arl4c" 0 21 0 136 0 0 1758 16 99 163 355 1504 0 0 0 0 0 0 0 0 331 0 0 0 1 0 129 0 0 412 33 0 0 27 4 102 0 0 20 239 0 363 0 0 0 0 0 0 1380 0 0 3 38 136 513 0 253 376 0 53 19
"Arl4d" 0 0 84 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Arl5a" 78 0 0 0 0 79 0 0 0 0 0 0 0 0 0 0 2 0 243 1269 0 118 0 0 0 568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 352
"Arl5b" 0 0 0 0 0 1 0 0 314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 13 0 0 0 0 0 0 1328 0 0
"Arl5c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl6" 0 99 0 0 0 0 36 0 0 0 0 394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 343 0 109 0 0 23 0 0 0 0 0 0 0 0 473 0 0 649 275 0 0 0 0 0 0 0 394 67 0 0
"Arl6ip1" 1543 53 493 0 0 2953 0 7581 7 1070 2 817 1 1291 1 1509 2 0 388 91 2164 266 1 230 52 449 155 30 1 925 49 25 66 28 686 340 63 150 183 2 52 0 0 131 334 759 1040 0 1497 1142 0 1229 108 0 2829 54 3546 1453 1 4 71
"Arl6ip4" 32 0 22 0 0 0 51 0 0 0 0 0 12 0 1 0 0 824 31 0 0 2 0 27 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 934 0 27 0 0 0 58 50 0 0 0 0 0 15 127 0 430
"Arl6ip5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arl6ip6" 121 0 0 0 0 0 0 3654 75 51 354 0 33 0 0 0 0 177 20 0 4 0 0 95 0 0 174 3 0 56 0 1 49 0 0 0 102 391 0 0 0 0 11 36 0 0 232 0 0 0 46 0 0 629 115 0 0 0 962 0 3
"Arl8a" 19 232 25 0 0 0 119 0 0 37 7 1 0 9 0 0 0 0 4 76 2 0 0 88 182 1 9 2 65 8 81 0 0 0 2 0 129 39 0 37 0 163 0 1 274 0 33 0 40 473 70 83 0 3 0 714 38 225 0 2 1372
"Arl8b" 1043 7647 2378 2097 0 0 260 0 3 0 0 1 0 0 0 0 2479 2924 133 500 26 2898 0 1 1141 0 658 6 0 0 1 0 0 0 2973 0 137 516 5 817 38 1266 24 1676 0 0 41 69 4 0 145 612 0 0 0 1979 3089 0 0 0 1
"Arl9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Armc1" 1 0 17 299 0 0 0 0 0 11 0 1590 0 0 0 2 1393 0 16 4141 0 0 197 0 0 0 0 0 834 473 1 1 0 1 0 0 22 290 0 23 0 0 0 225 45 15 151 0 0 0 2 0 0 0 0 0 0 174 0 0 0
"Armc10" 0 16 16 0 0 123 4 1 0 0 0 0 0 0 0 0 23 10 0 0 0 0 0 11 0 0 0 0 0 0 0 27 0 0 0 0 0 521 0 1 0 0 11 0 0 32 3 163 0 0 26 9 126 37 15 0 0 0 0 0 2462
"Armc12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Armc2" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Armc3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Armc4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Armc5" 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Armc6" 339 0 0 0 0 0 241 0 250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0
"Armc7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"Armc8" 0 185 929 0 0 662 1041 0 0 0 0 0 13 0 0 0 6 0 1 0 166 0 0 0 815 0 5 1 0 152 0 1032 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 28 0 1 0 0 0 59 0 0 0 1082
"Armc9" 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 124 0 0 1368 0 37 0 1 0 5 0 0 38 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 333 1
"Armcx1" 0 0 0 0 0 28 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Armcx2" 0 426 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 163 0 25 0 0 112 3 802 0 0
"Armcx3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 402 0 0 0 0 0 0 0 175 0 0 0 0 0 0 0 0 0
"Armcx4" 0 28 0 0 0 434 18 17 677 0 0 0 0 0 0 0 1 0 0 92 0 0 7 0 220 0 0 0 0 0 111 0 0 37 0 0 212 1 1 0 0 7 115 1 0 1 0 0 0 705 0 0 0 0 198 0 0 0 0 34 0
"Armcx5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 458 0 0 0
"Armcx6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 477 0 0 0 0 0 0 0 0 0
"Arnt" 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0 0 0 0 0 0 0 0 97 0 0 1 6 0 0 0 0 0 0 0 0 0 170 2 0 0 110 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"Arnt2" 111 0 78 0 0 0 0 80 120 0 0 0 0 90 0 0 0 0 0 12 1 0 0 82 0 0 0 56 0 0 1 0 0 0 0 0 0 0 0 60 72 0 0 0 0 0 0 128 0 0 0 0 0 473 0 0 0 0 387 0 0
"Arntl" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 668 82 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4336 0 0 0 0 0 0 0 0
"Arntl2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arpc1a" 129 12 0 0 0 0 0 0 944 2055 0 0 0 0 0 0 0 1444 224 0 1 0 12 0 336 1062 3 0 182 0 0 8 0 1687 0 0 0 148 1657 0 0 0 0 0 0 365 912 0 0 0 443 394 55 0 0 0 1 1422 1 0 284
"Arpc1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 40 1 0 0 4 0 0 28 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 14 0 0 0 0
"Arpc2" 1 0 0 796 33 7 0 194 236 0 0 810 0 0 1 0 610 361 25 1784 239 31 7 1 36 0 0 0 0 0 0 0 867 526 0 106 820 303 0 137 0 212 0 26 70 231 2 0 0 0 7 95 0 0 838 0 0 0 0 0 2969
"Arpc3" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 577 0 125 0 0 0 0 0 0 398 0 0 0 87 0 0 0 0 0 0 0 0 0 0 0 0 1 114 2 0 0 0 0 0 0 0 0 0 0 0 137 0 0 0 316
"Arpc4" 1 0 0 3 0 8 0 0 21 0 0 6 0 1 0 0 0 35 0 567 141 0 308 258 0 0 22 114 0 0 3 0 0 153 0 0 0 30 27 2 0 2 0 18 0 0 1 0 0 0 0 0 0 0 14 2 185 6 0 0 0
"Arpc5" 0 0 341 3 0 0 0 11 15 1 10 11 0 87 0 0 0 283 89 507 0 0 2 0 0 0 945 1 0 10 0 1 0 25 2185 0 0 0 0 0 0 0 117 1 0 2 1015 0 0 0 0 950 0 0 0 15 1 1415 14 131 218
"Arpc5l" 65 0 9 0 1 0 1 0 0 0 0 0 0 0 0 0 1 271 0 0 0 0 19 47 0 527 176 19 0 0 0 341 407 43 0 1 0 0 1238 0 0 0 0 50 0 0 0 0 0 0 104 35 0 0 0 0 0 66 0 83 0
"Arpp19" 159 0 64 32 54 14 22 0 240 76 5 0 0 35 0 0 0 105 259 149 13 278 0 17 110 25 141 131 156 0 0 20 1 451 0 66 77 80 1644 299 0 333 1 648 0 84 108 17 5 0 0 1204 0 109 1525 3 1232 1046 1 12 995
"Arpp21" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Arr3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arrb1" 0 0 16 1 0 0 0 0 1336 0 0 0 0 0 0 1071 0 0 0 5074 0 0 0 169 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 4 0 0 0 0 0 0 16 0 0 0 0 8
"Arrb2" 0 0 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 22 0
"Arrdc1" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arrdc2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arrdc3" 112 0 8 676 0 81 751 130 0 1 1 0 9 493 0 0 0 0 700 3826 4 0 187 154 0 0 0 712 0 3 25 7 82 0 0 0 0 991 12221 254 0 0 0 19 0 0 556 0 59 0 0 0 0 2231 3530 1 333 111 986 101 15
"Arrdc4" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 450 0 0 0 0 362 0 0 0 0 0 0 0 0 0 0 0 0 67 0 53 0 0
"Arrdc5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arsa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 112 190 0 0 0 0 0 0
"Arsb" 0 0 0 0 0 2253 0 0 0 0 0 0 0 0 42 0 1 0 0 0 0 0 8 0 0 0 1 0 0 0 32 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 1 0 23 0 0 0 0 0 0 0 0 0 0 1 0
"Arsg" 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 0 0 0 136
"Arsi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arsj" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arsk" 0 0 0 0 0 673 0 166 13 40 0 0 0 0 0 0 0 866 4 1 70 0 208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 10 0 0 0 0 0 42 0 0 8 0 0 0
"Art1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Art2a-ps" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Art2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Art3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Art4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
