"CD31_young" "CD31_young.1" "CD31_young.2" "CD31_young.3" "E_young" "E_young.1" "E_young.2" "E_young.3" "G_young" "G_young.1" "G_young.2" "G_young.3" "PG_young" "PG_young.1" "PGE_young" "PGE_young.1" "PGE_young.2"
"Tceal1" 1669 2979 402 1791 1114 1502 650 1286 4368 975 1391 2102 2040 2641 1204 1269 1254
"Tceal3" 0 0 0 0 207 178 142 148 132 213 8 319 43 109 164 0 230
"Tceal5" 0 0 0 0 3 0 0 2 58 16 0 18 0 0 0 0 6
"Tceal6" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Tceal7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tceal8" 1013 2065 3595 3643 6380 13084 10979 12501 6308 6376 9717 6031 5001 4274 11495 10143 13713
"Tceanc" 45 0 0 186 236 359 414 733 380 713 25 1519 263 540 288 572 395
"Tceanc2" 2 349 1 48 77 183 69 927 199 279 0 290 436 189 346 146 433
"Tceb1" 6693 8405 10103 3915 10740 19183 15553 15505 3879 5013 4901 5565 6621 6279 14443 15757 18384
"Tceb2" 16329 18117 14827 9153 23787 35945 25281 16969 7140 6153 8349 3543 8403 6191 28072 23545 25710
"Tceb3" 43 2520 18 1015 608 944 2523 1720 1630 1334 1634 39 434 741 1141 4082 1239
"Tcerg1" 708 194 471 907 1097 2203 2505 2024 905 1054 59 1520 1144 968 1604 2055 2220
"Tcerg1l" 0 0 0 0 0 0 0 0 8 0 12 0 6 0 0 0 0
"Tcf12" 301 915 393 2407 3281 1877 2239 3639 871 342 736 1822 880 798 2856 3437 3640
"Tcf15" 132 141 46 119 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcf19" 13 1 0 656 2005 1446 2354 1828 456 0 221 12 35 8 2067 3226 2662
"Tcf20" 10 101 764 88 637 854 677 1372 790 1142 399 1090 1073 618 895 1294 1069
"Tcf21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcf23" 0 658 434 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcf25" 2327 3562 4719 1376 2301 2186 1774 2444 2370 2142 3989 2901 2637 1354 2910 3131 2369
"Tcf3" 616 507 234 325 843 725 462 809 427 129 33 189 100 21 604 279 747
"Tcf4" 9016 18202 16376 10121 15493 20173 21080 19713 15647 23392 17414 16287 15700 12965 17084 19132 18449
"Tcf7" 327 951 1212 1233 32 25 52 47 164 65 0 0 179 156 95 117 98
"Tcf7l1" 29 0 84 2 0 108 1 2 604 443 582 777 482 994 3 11 78
"Tcf7l2" 1689 909 1561 919 2216 3315 2798 2079 10540 10021 9398 12351 9031 4996 4549 5921 5002
"Tcfl5" 0 0 0 0 0 8 0 74 0 0 0 0 0 0 0 0 18
"Tchh" 12 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Tchhl1" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"Tchp" 22 55 106 0 388 238 298 376 449 179 126 44 501 208 398 562 627
"Tcirg1" 12 0 1233 128 0 55 0 21 411 516 1026 224 35 468 1 0 58
"Tcl1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcl1b1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcl1b2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcl1b3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcl1b4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcl1b5" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcn2" 1054 1131 1737 1497 64 146 279 12 10318 2129 3208 7209 2908 1914 75 501 274
"Tcof1" 234 599 708 542 810 1487 1011 729 234 491 488 62 166 63 964 425 902
"Tcp1" 3031 992 958 2141 7796 6670 9637 11134 3018 3718 1579 3251 3324 1045 8901 11052 8619
"Tcp10a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcp10b" 11 0 0 0 0 0 0 0 0 2 0 0 7 0 15 0 0
"Tcp10c" 12 43 0 0 0 0 0 0 0 7 0 0 5 0 0 0 0
"Tcp11" 0 0 32 0 0 22 0 0 0 0 0 0 0 0 0 0 0
"Tcp11l1" 0 0 0 0 0 15 104 79 75 1 0 44 130 35 53 0 38
"Tcp11l2" 355 808 1524 829 3 123 66 165 4823 1589 850 702 1169 68 333 55 270
"Tcstv1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcstv3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcta" 3370 492 867 319 980 720 763 294 2815 1301 1262 2381 1925 1373 559 385 956
"Tcte1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tcte2" 0 157 0 0 0 30 0 72 11 5 0 0 0 0 8 0 1
"Tcte3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tctex1d1" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"Tctex1d2" 2444 2583 1688 1488 3696 5339 3802 3375 1256 1071 80 934 1512 1137 5484 1935 5093
"Tctex1d4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tctn1" 4 0 0 0 192 37 57 60 0 0 0 48 0 0 67 3 109
"Tctn2" 7 1 1 152 21 167 91 133 707 22 404 155 98 209 290 0 107
"Tctn3" 1 291 0 0 1 281 135 253 128 542 0 1728 301 144 461 226 233
"Tdg" 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0
"Tdgf1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdh" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
"Tdo2" 0 0 0 0 0 0 0 0 116 527 32 640 0 199 0 0 0
"Tdp1" 439 8 0 65 470 972 1135 1345 269 239 4 424 137 30 1141 1781 1157
"Tdp2" 773 1 3 738 428 973 1041 1323 64 974 427 44 1014 47 664 1313 1206
"Tdpoz1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdpoz2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdpoz3" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Tdpoz4" 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdpoz5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdrd1" 4 0 35 0 0 0 0 0 0 0 0 0 1 0 0 18 0
"Tdrd12" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
"Tdrd3" 27 401 457 1063 407 498 511 749 1005 1105 596 1798 513 549 651 535 876
"Tdrd5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tdrd6" 0 0 0 0 0 0 0 20 0 0 0 0 25 0 0 0 28
"Tdrd7" 523 1129 2214 203 196 8 0 132 97 717 425 548 43 432 214 7 153
"Tdrd9" 0 0 0 174 0 0 0 0 116 0 0 0 0 0 0 0 0
"Tdrkh" 3 3 820 168 2736 2801 2706 3583 216 671 1388 727 558 853 2958 3091 3003
"Tead1" 172 1974 1488 881 3400 5041 5293 6208 2013 3730 2160 1849 2364 1632 4842 5507 6397
"Tead2" 9 411 1700 125 1997 1274 916 1090 1 0 35 5 6 3 1085 1271 1228
"Tead3" 0 1 0 0 0 19 4 1 2 14 30 21 11 12 20 0 9
"Tead4" 0 103 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tec" 0 726 1803 311 0 0 5 4 0 8 113 163 0 161 0 43 8
"Tecpr1" 83 841 1257 159 186 285 70 137 86 320 448 166 65 169 1 95 29
"Tecpr2" 4 2 0 3 13 132 371 190 18 510 398 134 322 273 173 308 115
"Tecr" 8865 3753 7700 5975 30067 39777 30605 30298 60392 17195 28703 37230 20177 27053 39028 40905 47012
"Tecrl" 63 818 4443 482 0 0 0 1 0 0 0 0 0 0 0 0 1
"Tecta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 40 19
"Tectb" 16 0 0 0 0 0 120 0 0 124 442 0 20 0 0 0 0
"Teddm1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Tef" 375 293 657 304 924 630 516 760 2353 2560 2809 2157 2655 2641 1204 1220 548
"Tefm" 644 2 954 140 1348 1121 1429 1310 1830 1643 959 634 768 231 2343 2003 1946
"Tek" 15409 22130 17527 12925 0 67 14 21 0 8 0 2 129 0 7 0 30
"Tekt1" 0 0 0 0 387 259 141 234 716 204 0 401 0 62 0 565 602
"Tekt2" 0 0 0 0 0 61 51 133 0 0 0 0 45 0 138 2 0
"Tekt3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tekt4" 5 0 0 0 0 22 0 0 0 0 0 194 0 590 3 28 29
"Tekt5" 0 0 0 0 0 0 0 0 0 231 0 418 3 0 0 0 66
"Telo2" 37 98 0 6 20 343 437 205 18 192 0 81 253 85 512 268 330
"Ten1" 555 781 37 4 1301 2951 2024 1338 760 449 1450 693 646 824 2260 3016 2899
"Tenc1" 763 1695 1842 1118 0 2 0 1 9 10 1 1 70 0 27 0 32
"Tenm1" 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
"Tenm2" 13 1 0 6 0 0 48 7 0 11 0 22 1 0 26 0 8
"Tenm3" 16 9 9 6 241 133 253 104 1914 2969 1405 1736 2343 1265 188 783 189
"Tenm4" 17 161 30 16 12 0 0 0 475 198 928 29 15 0 0 2 0
"Tep1" 9 2 151 324 53 325 233 101 342 175 334 56 287 831 337 126 473
"Tepp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Terc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Terf1" 1301 236 151 820 958 901 1108 1535 528 290 16 144 567 52 1057 1099 1348
"Terf2" 289 2589 45 314 754 1359 797 872 364 738 988 237 359 915 964 809 1032
"Terf2ip" 330 1101 84 249 138 697 283 347 557 537 2 242 879 75 159 293 378
"Tert" 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0
"Tes" 1640 871 3847 414 0 0 0 48 0 64 4 0 2 0 0 0 0
"Tesc" 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0
"Tescl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tesk1" 0 2 20 0 9 15 53 38 29 52 0 32 0 1 77 15 39
"Tesk2" 0 140 2 0 0 2 167 0 33 313 0 62 439 0 116 4 49
"Tespa1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tet1" 3 145 13 503 175 444 485 474 1082 1267 582 139 1008 641 758 569 766
"Tet2" 2064 1050 2431 763 966 1420 2191 1756 5933 8505 3817 8713 5679 1941 1682 2093 1824
"Tet3" 64 345 271 40 357 571 875 573 149 328 73 614 356 567 671 883 492
"Tex10" 31 0 3 222 574 174 489 455 231 542 73 366 291 101 312 717 605
"Tex101" 0 0 28 0 0 0 0 0 0 9 0 0 0 0 0 0 0
"Tex11" 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex12" 0 2 0 10 45 2 21 9 429 507 257 985 572 407 52 315 44
"Tex13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex13a" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex14" 0 0 0 0 0 55 0 10 0 1 0 5 0 134 0 0 43
"Tex15" 0 0 0 0 72 200 0 179 1 794 1 0 132 0 8 155 81
"Tex16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18
"Tex19.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Tex19.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex2" 113 601 47 325 108 323 437 529 1024 2640 681 811 1724 491 495 567 414
"Tex21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex22" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0
"Tex24" 0 35 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0
"Tex26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 44
"Tex261" 4 19 471 501 929 858 464 301 577 889 965 295 165 1147 800 1953 1276
"Tex264" 2568 793 71 1333 824 554 795 420 4007 1130 1064 1189 1227 1703 1213 1487 930
"Tex28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex29" 15 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Tex30" 36 2850 1160 129 3780 6968 7546 7260 318 4 27 331 462 175 5177 6746 6259
"Tex33" 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
"Tex35" 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex36" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tex38" 0 1 0 0 0 0 0 0 0 1 0 0 0 0 19 0 13
"Tex40" 0 0 0 0 0 56 75 0 0 0 0 107 216 45 155 104 2
"Tex9" 297 550 1 0 566 1069 1993 963 1336 1312 2060 385 854 689 1626 1968 2237
"Tfam" 1720 173 261 1413 1708 1525 2015 1550 785 765 202 434 688 506 1689 2890 2542
"Tfap2a" 0 25 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0
"Tfap2b" 28 0 0 13 0 0 0 1 0 0 0 0 0 0 2 0 0
"Tfap2c" 0 0 0 10 0 1 0 0 0 0 0 0 0 0 15 0 16
"Tfap2d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tfap2e" 0 0 0 0 0 103 80 186 0 3 0 0 0 0 75 1 51
"Tfap4" 2 42 0 48 29 139 127 72 14 7 0 11 1 110 405 77 233
"Tfb1m" 108 0 0 1 510 738 653 645 283 14 146 16 457 114 539 680 482
"Tfb2m" 23 80 16 260 84 205 277 480 6 246 179 200 289 479 275 447 177
"Tfcp2" 463 231 757 82 225 364 438 577 1526 2858 529 1446 1842 798 554 346 534
"Tfcp2l1" 19 0 0 6 78 42 58 90 362 206 125 110 214 2 13 321 3
"Tfdp1" 1 123 17 110 708 668 1386 1202 359 210 254 951 302 49 1207 2756 1271
"Tfdp2" 271 572 43 25 2773 2802 2849 3033 15 1815 253 694 1139 179 3658 4292 2863
"Tfe3" 135 0 1 500 192 440 164 141 499 92 381 338 135 103 211 115 104
"Tfeb" 0 359 610 59 144 0 5 0 11 100 7 0 35 0 0 16 0
"Tfec" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tff1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tff2" 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0
"Tff3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tfg" 793 710 2599 23 441 1520 1891 1131 884 430 2129 999 1392 512 2016 3207 1134
"Tfip11" 0 609 151 115 29 335 344 130 114 103 0 10 9 74 413 181 113
"Tfpi" 4570 2462 854 1386 0 0 87 2 357 0 0 76 0 0 1 0 2
"Tfpi2" 0 0 493 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tfpt" 711 236 1129 297 882 728 689 685 105 245 47 416 175 8 585 583 578
"Tfr2" 0 0 0 0 234 0 27 0 0 0 0 6 0 0 24 1 14
"Tfrc" 6609 15653 7974 13073 243 868 1781 1512 3296 895 109 1248 2249 1040 1066 1644 1780
"Tg" 0 1 0 16 0 2 0 0 0 0 0 0 0 0 0 0 0
"Tgds" 8 60 69 77 1191 536 353 923 1438 89 3 1097 304 119 778 567 759
"Tgfa" 475 534 1162 930 151 16 91 23 76 35 0 404 493 97 2 0 0
"Tgfb1" 4 0 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0
"Tgfb1i1" 1360 737 1402 1633 358 412 28 567 0 329 0 28 36 13 542 257 227
"Tgfb2" 3709 2656 1932 4058 10 99 4 54 1561 1319 900 1246 774 581 0 226 77
"Tgfb3" 0 0 0 0 0 0 26 69 0 0 0 0 0 0 7 1 17
"Tgfbi" 0 0 0 10 0 0 19 0 0 0 0 0 4 0 0 2 0
"Tgfbr1" 523 742 1273 616 1732 1034 1053 1424 1276 942 44 380 1031 1119 905 1171 918
"Tgfbr2" 3893 5829 3961 2410 0 202 29 4 0 16 0 0 0 0 8 215 212
"Tgfbr3" 3394 3007 3053 1324 0 0 0 4 434 4 0 0 81 0 2 0 11
"Tgfbrap1" 5 140 71 4 0 116 100 323 561 549 0 100 340 196 206 214 236
"Tgif1" 122 604 942 3 743 674 528 643 4 76 0 190 290 205 789 837 643
"Tgif2" 0 0 0 0 927 400 368 820 3 27 218 0 2 83 821 688 860
"Tgif2lx1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgif2lx2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgm1" 7 1 0 2 0 0 0 0 0 28 0 0 3 0 0 0 0
"Tgm2" 1608 2463 1813 833 0 0 0 5 0 0 0 3 1 0 0 0 0
"Tgm3" 0 0 0 6 0 11 0 0 91 0 0 0 0 0 0 0 0
"Tgm4" 0 286 1 313 6 34 209 50 0 0 554 0 144 0 119 23 44
"Tgm5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgm6" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 4 0 0
"Tgm7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgoln1" 2981 4141 6624 2830 595 931 901 616 777 1847 1838 2005 2146 1681 1184 833 715
"Tgoln2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgs1" 2505 1695 1391 1347 1588 2825 2346 2742 1322 876 1622 614 199 323 2925 1355 2192
"Tgtp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tgtp2" 923 533 601 348 0 0 0 0 0 0 0 0 0 0 1 0 1
"Th" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tha1" 0 0 405 0 0 103 0 14 3 12 209 75 156 4 102 341 143
"Thada" 896 29 517 0 30 224 187 198 237 105 40 115 343 110 321 514 131
"Thap1" 431 0 0 10 30 304 615 293 566 452 268 66 3 153 152 740 241
"Thap11" 4 1065 199 473 301 344 440 288 150 564 237 4 436 350 421 350 396
"Thap2" 1114 961 1069 53 220 549 1029 931 857 546 182 919 217 612 798 373 715
"Thap3" 917 675 1439 731 1464 405 631 615 1277 753 1078 372 717 809 1144 334 918
"Thap4" 382 0 0 140 218 308 119 308 1 270 0 0 93 391 172 36 151
"Thap6" 0 0 0 0 0 0 0 9 36 79 0 14 45 17 10 69 137
"Thap7" 575 172 81 9 236 204 420 429 662 504 1490 411 356 269 820 410 743
"Thbd" 7671 7512 8184 6651 0 10 0 15 0 4 0 194 5 0 2 0 14
"Thbs1" 2 0 0 6 0 0 0 8 0 0 0 0 1 0 0 0 0
"Thbs2" 0 61 0 0 0 0 0 0 21 0 0 23 27 1 0 0 0
"Thbs3" 12 6 1 1 1 134 191 306 338 878 287 903 742 667 288 17 281
"Thbs4" 0 0 0 0 0 123 3 0 524 923 0 895 844 267 35 0 7
"Theg" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Them4" 205 327 819 374 650 1437 846 817 858 240 679 1467 628 1101 1564 1484 1208
"Them5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Them6" 0 0 0 0 0 0 0 2 0 5 33 0 1 0 0 0 4
"Themis" 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Themis2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Themis3" 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Thg1l" 0 0 0 0 23 53 212 139 0 0 0 0 0 3 54 251 309
"Thnsl1" 0 0 0 0 6 244 195 251 1385 596 0 34 11 1 130 24 114
"Thnsl2" 370 1 0 457 3 9 53 6 1852 7 0 0 402 123 276 31 4
"Thoc1" 2900 1628 275 1589 1311 1737 4655 5062 7105 9396 2974 9455 6152 2621 4126 3468 4277
"Thoc2" 5364 9565 7599 8429 3430 4587 6479 7633 9099 14661 4307 7267 6988 6725 5852 6054 6657
"Thoc3" 11 766 0 334 654 1061 648 380 16 100 1 297 149 2 320 489 682
"Thoc5" 0 133 29 59 702 1018 868 1081 442 975 832 91 393 17 736 1036 665
"Thoc6" 1 339 765 717 1035 1415 1245 1474 404 198 588 2 222 15 1057 1742 1551
"Thoc7" 2350 1507 1133 1330 10973 14444 12277 11736 2775 2773 4511 3949 4013 2333 12803 15280 15843
"Thop1" 0 0 49 38 9 6 6 36 64 191 362 2 120 0 248 10 32
"Thpo" 0 0 0 5 0 0 0 40 2 0 0 4 0 0 42 0 0
"Thra" 0 604 41 597 139 118 136 81 142 188 660 204 43 7 113 384 95
"Thrap3" 1150 1888 1439 1317 2551 1646 2451 2460 1322 1292 1169 1229 523 1078 2026 1714 2037
"Thrb" 13 1 158 0 2 47 122 0 1797 1213 288 1712 703 601 65 1 91
"Thrsp" 1514 24 0 183 31758 24246 21649 21761 11961 4636 3924 4138 6760 6713 21936 29393 27153
"Thsd1" 4706 1246 4574 1965 0 138 15 11 0 168 346 0 103 0 4 0 34
"Thsd4" 0 0 0 0 0 4 0 2 0 0 0 0 0 0 0 188 25
"Thsd7a" 0 139 32 2 0 4 21 88 127 3 0 0 207 0 0 0 61
"Thsd7b" 7 0 0 0 0 7 0 0 0 0 0 0 0 1 27 0 0
"Thtpa" 536 568 0 0 868 453 232 327 243 2 102 149 298 236 739 814 585
"Thumpd1" 592 605 0 749 584 543 332 353 6 642 14 24 36 113 392 514 549
"Thumpd2" 10 0 0 0 6 16 40 89 275 164 0 187 389 274 28 98 88
"Thumpd3" 596 124 334 396 1198 1313 1528 2772 612 723 46 422 166 757 1318 2228 2384
"Thy1" 0 0 1 1 0 68 60 196 156 136 32 62 224 135 193 205 161
"Thyn1" 664 494 4 130 1930 2889 2628 2183 270 521 337 183 370 735 2714 2444 2725
"Tia1" 1865 2745 883 1463 1030 4871 6976 8884 5880 12820 4585 11152 9403 3914 5260 6641 6985
"Tial1" 3369 2208 3073 1369 3878 2857 7702 7726 14865 25187 8763 18388 19658 6998 7185 8375 7746
"Tiam1" 989 2287 1825 2181 3 56 21 12 0 41 0 0 1 0 14 0 6
"Tiam2" 3 0 0 0 143 210 1126 801 395 395 484 955 360 168 155 262 371
"Ticam1" 0 0 3 0 16 0 1 0 0 149 79 257 168 7 54 0 73
"Ticam2" 0 0 0 0 0 39 0 2 0 0 0 0 0 0 1 0 0
"Ticrr" 1 0 33 0 862 624 571 567 6 0 1 3 1 2 523 624 583
"Tie1" 1921 3426 1557 2072 0 6 0 4 0 0 0 0 0 0 6 0 3
"Tifa" 0 597 0 784 0 3 0 1 1361 802 444 374 801 214 4 0 7
"Tifab" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tigd2" 2020 24 711 653 8 115 365 43 63 1033 620 161 337 182 64 258 178
"Tigd3" 1 0 0 0 1 63 10 7 0 6 0 1 1 0 14 96 11
"Tigd4" 0 0 0 0 0 0 0 0 510 451 173 9 13 0 0 0 0
"Tigd5" 0 0 0 0 0 0 113 0 14 0 1 1 0 0 5 1 18
"Tigit" 0 0 0 0 0 0 7 78 0 0 0 0 0 0 16 127 0
"Timd2" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Timd4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Timeless" 1156 570 0 244 1296 1494 1169 2302 0 0 10 5 1 1 1367 3857 2007
"Timm10" 1222 1080 6 1391 5806 6036 4158 3435 1333 1220 822 1702 1294 1446 5323 5458 6075
"Timm10b" 4755 5245 5483 2571 5428 6614 4744 3022 2263 1701 1784 1025 1778 1068 4840 5006 4887
"Timm13" 4440 5321 2916 1603 9320 12148 9423 6283 3727 2670 3080 2040 3438 1901 11477 11703 10564
"Timm17a" 8289 4258 9912 4441 13551 15489 13333 13326 6591 3046 5496 5518 4588 6653 11633 16410 14070
"Timm17b" 2587 1656 2345 970 6560 8807 8462 4733 1601 1314 2413 1404 910 1464 7367 5709 7568
"Timm21" 2043 1824 1425 672 2774 3632 4474 3836 2028 2842 1994 4044 1611 755 4458 4869 5431
"Timm22" 1613 1528 769 1501 5943 3104 2719 2465 1703 837 1211 950 571 354 3553 3410 3086
"Timm23" 1023 456 2346 668 5435 7845 7983 6009 2553 1224 2556 1467 2221 1193 8125 8710 7659
"Timm44" 45 1455 789 455 1102 1226 1536 1249 1775 1019 758 767 1089 775 1665 2583 2052
"Timm50" 548 445 56 258 2398 956 1208 1505 1 18 270 257 38 34 1154 3200 949
"Timm8a1" 222 94 74 50 730 958 1043 1039 732 522 122 348 624 320 1205 1280 1223
"Timm8a2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Timm8b" 2993 4456 4023 1253 5540 8418 4838 4565 2972 2496 2723 1828 3046 3201 5261 9024 6571
"Timm9" 814 265 804 423 3748 3361 2876 2706 849 485 8 966 753 1431 3100 4947 3523
"Timmdc1" 29 25 940 57 468 784 786 967 1755 2120 297 1953 1597 412 738 1188 785
"Timp1" 0 0 0 0 0 27 161 0 0 0 0 0 0 0 0 0 0
"Timp2" 523 56 1 7 354 126 17 91 1787 1157 260 1574 1116 641 30 64 86
"Timp3" 3172 29371 30914 24059 94 679 383 478 19526 25378 17017 22017 18427 19005 573 46 381
"Timp4" 4 0 15 8 25 59 90 121 6594 3197 5920 4051 4673 2706 259 287 300
"Tinag" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tinagl1" 3770 2719 9955 2096 0 0 0 1 0 1 0 23 1 0 30 0 0
"Tinf2" 2 37 57 783 1024 375 260 636 55 95 156 377 35 200 501 774 434
"Tiparp" 540 871 2 16 179 334 484 1265 2353 4517 2204 2233 1674 1551 665 148 518
"Tipin" 984 979 171 744 15538 16322 16245 18258 2507 1877 1039 2013 1372 1339 14261 17384 14668
"Tiprl" 860 1877 1291 195 1595 2525 2406 3880 2639 970 1648 2372 2656 1412 2949 5688 2117
"Tirap" 613 340 968 148 187 13 16 4 217 204 0 345 148 252 137 0 44
"Tjap1" 5 0 872 263 300 143 146 202 628 327 23 190 225 63 302 320 172
"Tjp1" 7391 10470 10578 5777 703 751 572 351 2044 1742 613 1457 2553 876 697 367 939
"Tjp2" 1210 617 187 2020 186 557 433 553 1293 1453 1307 1321 1602 773 846 1549 473
"Tjp3" 14 0 0 3 0 0 0 0 0 0 0 0 3 0 4 0 7
"Tk1" 13 6 268 2 9656 7551 6826 6454 82 1 22 14 165 18 7515 8452 7180
"Tk2" 99 759 223 556 63 179 162 91 523 247 738 40 185 311 488 21 184
"Tkt" 118 106 276 49 1139 1272 1582 1633 5909 1205 2640 1063 989 476 1662 2523 2149
"Tktl1" 0 0 0 1 8 18 0 12 0 0 0 0 0 0 35 0 0
"Tktl2" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Tlcd1" 755 1 2 272 7 316 245 298 5773 2438 1567 5975 3842 2940 533 263 677
"Tlcd2" 22 0 0 7 0 0 0 0 0 0 0 0 0 98 0 0 0
"Tle1" 486 2202 1772 892 1547 1786 1785 2079 1594 1222 2261 643 960 678 1034 1012 1265
"Tle2" 0 0 0 0 0 0 0 0 421 208 388 22 101 7 0 0 0
"Tle3" 921 315 830 93 647 561 562 559 353 394 285 266 137 94 510 333 988
"Tle4" 255 1626 909 830 435 208 343 461 1741 2400 1032 1670 1909 1742 619 703 641
