var	rel.inf
Ccnd2	Ccnd2	12.3284058421775
Actb	Actb	2.52734407971313
Tmsb4x	Tmsb4x	2.41417987015569
Gm13826	Gm13826	2.06905272414786
Igfbpl1	Igfbpl1	1.89882976502529
Dcx	Dcx	1.85655735433957
Set	Set	1.80818623296729
Jag1	Jag1	1.79288535332247
Clu	Clu	1.76009472986581
Mfap2	Mfap2	1.71181706133783
Pdcd4	Pdcd4	1.29614596089348
Ywhah	Ywhah	1.24471694239546
Nono	Nono	1.00918201230333
Myo1b	Myo1b	0.975103222504516
Rpl19	Rpl19	0.970151811046146
Nrxn3	Nrxn3	0.916567797165362
Gpm6b	Gpm6b	0.867160788403516
Aimp1	Aimp1	0.768012948210825
Rsl1d1	Rsl1d1	0.654450583531395
Tpx2	Tpx2	0.637342199650487
Dlx6as1	Dlx6as1	0.627554936792632
Dlx2	Dlx2	0.607475231482242
Miat	Miat	0.601858887172465
Eef1a1	Eef1a1	0.598818520641866
Ran	Ran	0.492553977917109
Hmgb3	Hmgb3	0.489928510181177
Fabp7	Fabp7	0.481829976500608
Tnfrsf19	Tnfrsf19	0.480405802002861
Nfib	Nfib	0.477256930168951
Nhp2l1	Nhp2l1	0.441303967057173
Gja1	Gja1	0.440694397452441
Fam103a1	Fam103a1	0.421607231433506
Rcor2	Rcor2	0.413434493080476
Snx6	Snx6	0.405654145788106
H3f3b	H3f3b	0.398601046098766
Dnajc9	Dnajc9	0.368909513725047
Map4k4	Map4k4	0.368518033152761
Dlx1	Dlx1	0.367780520261057
Mt1	Mt1	0.366636161221629
Smarce1	Smarce1	0.366357646372752
Rps20	Rps20	0.364722518444453
Rps5	Rps5	0.364440328062522
Pola1	Pola1	0.346514104756121
Htra1	Htra1	0.34091658201257
Zfp36l1	Zfp36l1	0.332121487954135
Ddx5	Ddx5	0.328721625234806
Mcm7	Mcm7	0.324301837155176
Zfp367	Zfp367	0.323920597136842
Elavl4	Elavl4	0.321535646218864
Birc5	Birc5	0.320832254128307
Gas1	Gas1	0.317661121081751
Rrm1	Rrm1	0.314793800535533
Qk	Qk	0.305352953795434
Gmps	Gmps	0.301899709585924
Slc1a2	Slc1a2	0.301316100256462
Fam111a	Fam111a	0.292103296063126
X2610203C20Rik	X2610203C20Rik	0.285519607836527
Serf2	Serf2	0.285022962562016
Malat1	Malat1	0.268667341366665
Rps3	Rps3	0.266333300738387
Rpl32	Rpl32	0.257939194840001
Rpl37	Rpl37	0.25189179081616
Stmn1	Stmn1	0.250024433088821
Ccdc25	Ccdc25	0.24903228092408
Cenpp	Cenpp	0.247890878722039
Ddx39b	Ddx39b	0.241404812720494
Ezh2	Ezh2	0.235139834813755
Zeb1	Zeb1	0.229909456084345
Abracl	Abracl	0.227636971171537
Adam10	Adam10	0.22751130536876
Pfn2	Pfn2	0.225463786988424
Slc1a3	Slc1a3	0.220075126342583
Igfbp5	Igfbp5	0.219240857844708
Hdac2	Hdac2	0.215049015368314
Ilf2	Ilf2	0.214196277535323
Cfl1	Cfl1	0.213620008032368
Rpl4	Rpl4	0.212858666563184
Asun	Asun	0.210758012790706
Rmst	Rmst	0.207772560267792
Magi1	Magi1	0.206502903173548
Rps15	Rps15	0.203361020438284
Rfc3	Rfc3	0.199508637082776
Cdh20	Cdh20	0.198681985380876
Tubb5	Tubb5	0.198278649854244
Rps27l	Rps27l	0.197984955007718
Ybx1	Ybx1	0.197945154260203
Cops3	Cops3	0.195827564726342
C330027C09Rik	C330027C09Rik	0.194061956102242
Rnps1	Rnps1	0.190006216169266
Mrpl48	Mrpl48	0.18790778343083
Thoc7	Thoc7	0.183363845919971
Sp9	Sp9	0.181774103372456
Dnajb6	Dnajb6	0.18093269349856
Arpp19	Arpp19	0.180626658556564
Rcc2	Rcc2	0.178676122543513
Ssr2	Ssr2	0.178606699469403
Tmpo	Tmpo	0.177700628774398
Slc20a1	Slc20a1	0.172978795923888
Timm17a	Timm17a	0.16984556641359
Lrrfip1	Lrrfip1	0.159587021408413
Hepacam	Hepacam	0.158277072201505
Cenpa	Cenpa	0.157993268424131
H2afy2	H2afy2	0.157793362598976
Atpif1	Atpif1	0.156592799893137
Luc7l	Luc7l	0.156432383576115
Timeless	Timeless	0.15546759677817
Ttyh1	Ttyh1	0.155063821965444
Raf1	Raf1	0.154836630853184
Ptp4a2	Ptp4a2	0.153591944547451
Poldip3	Poldip3	0.150917923556721
Tro	Tro	0.144426707446243
Ntsr2	Ntsr2	0.141198178777004
Ntrk2	Ntrk2	0.141012342022052
Gtpbp4	Gtpbp4	0.140124280511458
Odc1	Odc1	0.139916220807655
Slbp	Slbp	0.139560573647123
Amfr	Amfr	0.13933493066098
Myef2	Myef2	0.138150144623986
Cdk1	Cdk1	0.137100007626779
Slc25a3	Slc25a3	0.137040513057774
Hnrnpf	Hnrnpf	0.136806269341914
Cenpw	Cenpw	0.136224522787955
Tmem161b	Tmem161b	0.133476549558578
Hnrnpk	Hnrnpk	0.133311563689363
Cbs	Cbs	0.131307277948044
Glo1	Glo1	0.131288685218745
X2810417H13Rik	X2810417H13Rik	0.130064739164262
Gramd1a	Gramd1a	0.129907020816364
Btg2	Btg2	0.129086988523795
Ntm	Ntm	0.128734647379691
Dlx5	Dlx5	0.126722564936553
Eif4a1	Eif4a1	0.124918008328678
Pik3ca	Pik3ca	0.124857978779429
Rps26	Rps26	0.124201103093429
Stt3b	Stt3b	0.12381003794951
Rps13	Rps13	0.12379148792527
Csnk2a2	Csnk2a2	0.123477355067675
Fxyd6	Fxyd6	0.122822216730225
Egr1	Egr1	0.12264391786528
Wdhd1	Wdhd1	0.120323678890909
Bet1	Bet1	0.11872655172252
Gm15421	Gm15421	0.115522689447943
Zfp326	Zfp326	0.114008803331383
Rps14	Rps14	0.113645320257439
Bcan	Bcan	0.113549654739299
Mtbp	Mtbp	0.111303502463646
Cenpm	Cenpm	0.109006360491131
Pfn1	Pfn1	0.108775174747401
Creb1	Creb1	0.106730368519817
Rps11	Rps11	0.105989206127603
Pmf1	Pmf1	0.10500176217031
Rpl18a	Rpl18a	0.10374243316471
Tomm7	Tomm7	0.10296882207042
Gsk3b	Gsk3b	0.100050279525745
Grm3	Grm3	0.0999719758694689
Tmem242	Tmem242	0.0999160270806458
Pa2g4	Pa2g4	0.0991992231686332
Pdia3	Pdia3	0.0987685665694523
Grin2b	Grin2b	0.0969989595865861
Dtymk	Dtymk	0.0967886056095238
Uqcrb	Uqcrb	0.0960810790794042
Bub1b	Bub1b	0.0959762501690291
X1110038B12Rik	X1110038B12Rik	0.0946092180720178
Ncl	Ncl	0.0945560952121547
Cnot1	Cnot1	0.0945403553987125
Rab1	Rab1	0.0926148242227833
Ghitm	Ghitm	0.0919618084086473
Prpf38b	Prpf38b	0.0913456141139417
Ncbp2	Ncbp2	0.0913204507645344
Tubb3	Tubb3	0.0906834425349154
Rrn3	Rrn3	0.0905215746042911
Atp1a2	Atp1a2	0.0902619740286921
Arf6	Arf6	0.0888288982581812
Bsg	Bsg	0.088611577177162
Cox5a	Cox5a	0.0879362508569529
Naa15	Naa15	0.0876778121010624
Trim67	Trim67	0.0873615169818191
