var	rel.inf
Clu	Clu	14.8626664178903
Skil	Skil	4.05652240321
Ptma	Ptma	2.8075718485865
Nono	Nono	2.12175157472117
Dlx2	Dlx2	1.44789214918973
Dpysl2	Dpysl2	1.38533336780555
Zfp326	Zfp326	1.3535643791783
Dlx6as1	Dlx6as1	1.2964633137524
Myo1b	Myo1b	1.07111331918939
Gja1	Gja1	1.06563332551413
Pnrc2	Pnrc2	0.897990989360971
Hnrnpm	Hnrnpm	0.888340894187756
Tmem242	Tmem242	0.868650544338261
Canx	Canx	0.829530695294844
Abracl	Abracl	0.802761970916706
Marcksl1	Marcksl1	0.717308327376339
Nrxn3	Nrxn3	0.716570617704498
Poldip3	Poldip3	0.714355565363381
Ccnd2	Ccnd2	0.64481445014111
Gm13826	Gm13826	0.630000109741605
Rps15a.ps6	Rps15a.ps6	0.617211738361997
Sh3bgrl	Sh3bgrl	0.610700324707782
Trim33	Trim33	0.595912620812234
Tpx2	Tpx2	0.589884614707647
Tmsb4x	Tmsb4x	0.584695101788528
Gpbp1l1	Gpbp1l1	0.579024569919216
Hes6	Hes6	0.575852163957753
Pabpc1	Pabpc1	0.540347947315842
Dock1	Dock1	0.501614733765113
Rpl35	Rpl35	0.498193918115168
Tardbp	Tardbp	0.483548012024772
Rps3	Rps3	0.482226324084555
Nop16	Nop16	0.479367003809421
Pitpna	Pitpna	0.476126042514423
C330027C09Rik	C330027C09Rik	0.475545835735241
Cnot1	Cnot1	0.475335432981935
Pcna	Pcna	0.470354480621057
Dcx	Dcx	0.454902867943281
Marcks	Marcks	0.398004884771302
Rpl4	Rpl4	0.384872757135522
Zcchc17	Zcchc17	0.375341336172665
Birc5	Birc5	0.354828060900703
X2700094K13Rik	X2700094K13Rik	0.348806125441243
Ccnb2	Ccnb2	0.343859952326189
Cenpm	Cenpm	0.343450507743373
Srsf11	Srsf11	0.343407561912711
Rpl32	Rpl32	0.333606377838553
Map4k4	Map4k4	0.325914581781144
Gas1	Gas1	0.320202594529881
Igfbpl1	Igfbpl1	0.311131291356417
Alyref	Alyref	0.306983324525285
Lrrfip1	Lrrfip1	0.306524141725441
Set	Set	0.297364635032366
Trim2	Trim2	0.292400329056398
Bdp1	Bdp1	0.291020432717103
Cenpa	Cenpa	0.282428254216484
Prdx1	Prdx1	0.278058846061962
Rps26	Rps26	0.277896036177867
Mt1	Mt1	0.275538435076502
Lima1	Lima1	0.269992858125233
Sox11	Sox11	0.269925864210796
Tipin	Tipin	0.269629834063818
Kifap3	Kifap3	0.262201616554408
Arf4	Arf4	0.261323175207163
Clasp2	Clasp2	0.255473671848458
Dnajc9	Dnajc9	0.251046020938889
Cfl1	Cfl1	0.247781192578411
Dhfr	Dhfr	0.245307513636255
Rpl18a	Rpl18a	0.242280503514996
Htra1	Htra1	0.238753334950951
Cops4	Cops4	0.235779981266842
Pfn1	Pfn1	0.229799469770014
Dcun1d5	Dcun1d5	0.228912122741755
Rcor2	Rcor2	0.223864960173288
Dnaja2	Dnaja2	0.22158626082572
Tpm3	Tpm3	0.220890008324425
Ptges3	Ptges3	0.215866020490792
Anks1	Anks1	0.2126720316609
Gnl3	Gnl3	0.211606751644936
Naa16	Naa16	0.211491634666231
Rpl8	Rpl8	0.210290095351191
