var	rel.inf
Tmsb4x	Tmsb4x	8.96907869030231
Zfp367	Zfp367	6.55741769032162
Clu	Clu	3.28639697543925
Ccnd2	Ccnd2	2.82402702718882
Gja1	Gja1	2.56684085077766
Eef1a1	Eef1a1	1.27901827645958
Igfbpl1	Igfbpl1	1.24383105701227
Rps15a.ps6	Rps15a.ps6	1.21218812106117
Map4k4	Map4k4	1.20958948813408
Htra1	Htra1	1.15146367217049
Tspan12	Tspan12	1.02232836937458
Ttyh1	Ttyh1	0.854455240031185
Trim67	Trim67	0.850628647746746
Tpx2	Tpx2	0.844985635165961
Gm13826	Gm13826	0.793477678950803
Wdr60	Wdr60	0.782854715653448
Nono	Nono	0.766710984577225
Ptma	Ptma	0.744788075718393
Bcan	Bcan	0.721581538026357
Mms22l	Mms22l	0.709805907142286
Tcf12	Tcf12	0.685652808573464
Mapk1ip1l	Mapk1ip1l	0.651671669161639
Map3k1	Map3k1	0.645064395334518
Dcx	Dcx	0.637310595263867
H3f3b	H3f3b	0.623865591247741
Mt1	Mt1	0.594195540964015
Tuba1c	Tuba1c	0.546657592077385
Dlx6as1	Dlx6as1	0.542604818400527
Nrxn3	Nrxn3	0.507988329098361
Apoe	Apoe	0.489284220636482
Hnrnpa0	Hnrnpa0	0.486094597950255
Topbp1	Topbp1	0.479932014023083
Elovl6	Elovl6	0.442359661407627
Tuba1b	Tuba1b	0.435595223710063
Myh10	Myh10	0.419980688259773
Cntln	Cntln	0.416075326874202
Cd63	Cd63	0.398595362891684
Uchl5	Uchl5	0.394464074741474
Cnot1	Cnot1	0.390765999690675
Gpm6b	Gpm6b	0.382908539812941
Ybx1	Ybx1	0.379222796882331
Paip2	Paip2	0.373603457824212
Fam89b	Fam89b	0.372908139969816
Aldoc	Aldoc	0.368800331281082
Tmem57	Tmem57	0.367618578570591
Rfx4	Rfx4	0.358575884514852
Rpl32	Rpl32	0.350079942305043
Tceal8	Tceal8	0.343145558516406
Immt	Immt	0.311822279308528
Ran	Ran	0.291254116000963
Mdh2	Mdh2	0.287091514623074
Marcks	Marcks	0.284366593424709
Cbx3	Cbx3	0.283099297234378
Repin1	Repin1	0.277680805558538
Dpysl2	Dpysl2	0.273702477969587
Upf1	Upf1	0.25831099027383
Zwilch	Zwilch	0.252079992533462
Cdk2ap1	Cdk2ap1	0.252022540964685
BC056474	BC056474	0.247204590162002
Dst	Dst	0.235263894022795
Eif4a1	Eif4a1	0.2334565763478
Cdca8	Cdca8	0.229902802096775
Pitpnc1	Pitpnc1	0.227383250661925
Fam64a	Fam64a	0.221813730560382
Slc25a5	Slc25a5	0.221164925026351
Gtf2e2	Gtf2e2	0.219693357228633
Mll2	Mll2	0.21940624778099
Gna11	Gna11	0.215554648486612
Rps26	Rps26	0.214163878101634
Ddhd2	Ddhd2	0.210858284242849
Cox4i1	Cox4i1	0.203472316835681
Igfbp5	Igfbp5	0.203217163652121
Erh	Erh	0.200480059372467
Cks2	Cks2	0.195810338005585
Wdr35	Wdr35	0.192556667892789
Rps3a1	Rps3a1	0.191970923855357
Dek	Dek	0.191071737241099
Ndufb2	Ndufb2	0.188600864467673
Tubb2b	Tubb2b	0.187087751150061
Parp1	Parp1	0.183659611915803
Ncam1	Ncam1	0.182363975263649
Dut	Dut	0.182342681419417
Rcn2	Rcn2	0.181337833343979
Fez1	Fez1	0.179412087558054
Smc2	Smc2	0.177274374222485
Cse1l	Cse1l	0.176282965684657
Rnft1	Rnft1	0.174886088755247
Tmem242	Tmem242	0.174171477048717
Son	Son	0.172916295038405
Zfp36l2	Zfp36l2	0.171391411748058
Csde1	Csde1	0.170806488361826
Tmem55a	Tmem55a	0.170004527663334
Mfap2	Mfap2	0.169669643438126
Myo1b	Myo1b	0.167801655153785
Smc6	Smc6	0.167770053587496
Elavl3	Elavl3	0.167044513980138
Mdk	Mdk	0.166262810239388
Dctn4	Dctn4	0.164328814217919
Fkbp1a	Fkbp1a	0.162083386667665
Cmpk1	Cmpk1	0.161160331734595
Top2a	Top2a	0.16085187769472
Stx16	Stx16	0.160005518142941
Rpl37	Rpl37	0.157902692835113
Mt3	Mt3	0.157851012130675
X2810417H13Rik	X2810417H13Rik	0.15709716685405
Rnf4	Rnf4	0.1569633627071
Taf9	Taf9	0.156201052986723
Krr1	Krr1	0.156041708199253
Fam60a	Fam60a	0.153733776223777
Mllt11	Mllt11	0.150440030125732
Rps14	Rps14	0.149570260597061
Bud31	Bud31	0.148763846123348
Ddx39b	Ddx39b	0.147662721214204
Sox11	Sox11	0.146650329110254
Nktr	Nktr	0.146611197369409
Bcl11a	Bcl11a	0.14638929131765
X0610010K14Rik	X0610010K14Rik	0.143945900555951
Ddhd1	Ddhd1	0.1432618975484
X1810037I17Rik	X1810037I17Rik	0.13923958341951
Kitl	Kitl	0.138604944920646
Gins4	Gins4	0.137892158000285
Tubb5	Tubb5	0.13584088957028
R3hdm2	R3hdm2	0.135106603413623
Dlx2	Dlx2	0.132760527213984
C1qbp	C1qbp	0.12913264090735
Smc3	Smc3	0.12883994441348
Mysm1	Mysm1	0.128449191265166
Lbr	Lbr	0.12745061404056
Spdl1	Spdl1	0.12701769523898
Ilf2	Ilf2	0.126741721430994
Ywhae	Ywhae	0.126065147956069
Arx	Arx	0.123960117709906
Rpl8	Rpl8	0.1233754446175
Snw1	Snw1	0.122205931630507
Siva1	Siva1	0.121896857128953
Ezh2	Ezh2	0.120639449326827
Trim7	Trim7	0.120065069585021
Rmst	Rmst	0.119987513399433
Pcbp1	Pcbp1	0.119178077142217
Hmgn1	Hmgn1	0.118352267025691
Mrpl15	Mrpl15	0.118349606315184
Ubr4	Ubr4	0.117821948203524
Snrnp70	Snrnp70	0.11740696558198
Ccdc25	Ccdc25	0.117335477804008
Ppap2b	Ppap2b	0.115566358438846
Gm6654	Gm6654	0.115336331591986
Jag1	Jag1	0.113363370699113
Rpl18a	Rpl18a	0.111983399868638
X0610007P14Rik	X0610007P14Rik	0.111810922981008
X2700094K13Rik	X2700094K13Rik	0.111655779506828
Miat	Miat	0.111174643940756
Il18	Il18	0.110677067188236
Actb	Actb	0.110504627986319
Spc25	Spc25	0.110206145586242
Zfp36l1	Zfp36l1	0.109790304095947
Hepacam	Hepacam	0.109326907556676
Cald1	Cald1	0.108860776684547
Hnrnpa2b1	Hnrnpa2b1	0.107606408409638
Ikbkap	Ikbkap	0.106303217301704
Sos1	Sos1	0.105827159551943
Efha2	Efha2	0.103282287222602
Qk	Qk	0.103202582814626
Cdk1	Cdk1	0.103112134871091
Anp32e	Anp32e	0.101869607570867
Phf3	Phf3	0.100566104554719
Cpe	Cpe	0.100563912717858
Rpl39	Rpl39	0.0993391293946494
Rps8	Rps8	0.0988747978600667
D8Ertd738e	D8Ertd738e	0.0988515598337655
Cnih	Cnih	0.0986903587753183
Golga7	Golga7	0.0983974122680268
Kif5b	Kif5b	0.0977913471912655
Hypk	Hypk	0.0973102162365475
Rrm2	Rrm2	0.0960071139538169
Cep57	Cep57	0.0955634604092133
Clasp2	Clasp2	0.0950083144168546
Adam10	Adam10	0.0949115100681565
Mrpl12	Mrpl12	0.0939775842187605
X1110004F10Rik	X1110004F10Rik	0.0922993685774699
Gabarapl1	Gabarapl1	0.0922434613548181
Actr6	Actr6	0.0916726668266713
Acsl3	Acsl3	0.0915766833505322
Slc6a11	Slc6a11	0.0907579367063754
Cul3	Cul3	0.0903139722921527
Ankhd1	Ankhd1	0.0889999855707474
Scamp3	Scamp3	0.08816878029849
Dlx5	Dlx5	0.0877624107188397
Slc39a1	Slc39a1	0.0876554108488374
Bet1	Bet1	0.0874227056769717
Tcf4	Tcf4	0.087143578322797
Tcf20	Tcf20	0.0858465537106055
Ncl	Ncl	0.0857787682161081
Hnrnpl	Hnrnpl	0.0850902422510408
Manf	Manf	0.0849117858341585
Txndc9	Txndc9	0.0848323561939477
Ptp4a2	Ptp4a2	0.0846632777779219
A730098P11Rik	A730098P11Rik	0.0846235674437512
Psmc5	Psmc5	0.08333594900778
Hnrnpm	Hnrnpm	0.0830559746652407
Dzip1	Dzip1	0.082111565803673
Myef2	Myef2	0.0807918902934593
Ndufa4	Ndufa4	0.0806555980487438
Hdac2	Hdac2	0.0804571281499834
Cox8a	Cox8a	0.0803091599725518
Hif1a	Hif1a	0.0801720202531575
Fancd2	Fancd2	0.0794323641433918
Syt11	Syt11	0.0793183827641313
Rpl14	Rpl14	0.0786203987322818
Zfp207	Zfp207	0.0782069831703284
X1190002F15Rik	X1190002F15Rik	0.0781202961480757
Rbms3	Rbms3	0.0778221919953287
Hells	Hells	0.0777143403559091
Eif4e	Eif4e	0.0771005233396788
Ccng1	Ccng1	0.0768905259840715
X5830416P10Rik	X5830416P10Rik	0.0768294594827674
Ank2	Ank2	0.0766391183888891
Ube3a	Ube3a	0.0763106240671632
Tnfrsf19	Tnfrsf19	0.0760407188043355
Fth1	Fth1	0.0757051231012812
Pum2	Pum2	0.075404422331445
Eif1b	Eif1b	0.0753073501570614
Mex3a	Mex3a	0.0752437249638496
Ptprs	Ptprs	0.0744625240646034
Tor1a	Tor1a	0.0738704397185154
Rpa1	Rpa1	0.0737236884632761
Azin1	Azin1	0.0736047975991415
Gas1	Gas1	0.0734752736239955
Lcorl	Lcorl	0.0733009430126954
Atp5b	Atp5b	0.0724402732376337
Aarsd1	Aarsd1	0.0718362944713402
Pbk	Pbk	0.0716450596666816
Fgfr1	Fgfr1	0.0711934222885268
Eif1	Eif1	0.0707514625313227
Slbp	Slbp	0.0703178686819207
Maged1	Maged1	0.0699947033309048
Ssr4	Ssr4	0.069972960246313
Canx	Canx	0.0690403662772905
Zeb1	Zeb1	0.068848391580071
Arid1b	Arid1b	0.0687698370082596
Thoc7	Thoc7	0.0687289325621707
Rpl23a	Rpl23a	0.068291878334629
Rassf2	Rassf2	0.0682004737654049
Rpl7	Rpl7	0.068095824888313
Ndufa12	Ndufa12	0.0677692713135549
Pds5b	Pds5b	0.0673194897528736
Banf1	Banf1	0.0672945949760042
Sox9	Sox9	0.0669440419962284
Tcf7l2	Tcf7l2	0.0666370805099464
Gria2	Gria2	0.0666312043962879
Kars	Kars	0.0664498300594515
Sephs2	Sephs2	0.0654125744442235
Gsk3b	Gsk3b	0.0654079039054593
Spin1	Spin1	0.065320955490101
Bclaf1	Bclaf1	0.0648204479422967
Yme1l1	Yme1l1	0.064316521791965
Dtymk	Dtymk	0.0642302907566087
Kcnn2	Kcnn2	0.063928245573085
Esco2	Esco2	0.0639262563031708
Pfn2	Pfn2	0.0631478472729115
Hsp90ab1	Hsp90ab1	0.0618497768044998
Zfp746	Zfp746	0.0618020494401952
Atpif1	Atpif1	0.0615033266017
Hnrnpab	Hnrnpab	0.0609500791449737
Nsmce2	Nsmce2	0.0607597852756442
Plp1	Plp1	0.0604847578265589
Atr	Atr	0.0604006257429324
Rbm5	Rbm5	0.0603006709733715
Akap8	Akap8	0.0602389132381867
Rps19	Rps19	0.0597646903328049
Stmn3	Stmn3	0.0594770455201213
Smg7	Smg7	0.0589160287234224
Ufc1	Ufc1	0.0583131085947701
Sdc2	Sdc2	0.0580062793592824
Pola1	Pola1	0.0579798519569271
Mrpl27	Mrpl27	0.0579630541004762
Slc35a4	Slc35a4	0.0578425392498149
Mrpl49	Mrpl49	0.0578229356481187
Rpl35	Rpl35	0.0575090882599533
Eif3m	Eif3m	0.0574284910137734
Rpl13	Rpl13	0.057266634710167
Ube4b	Ube4b	0.0565660606522608
Ankrd13c	Ankrd13c	0.056411673444829
Dnajc15	Dnajc15	0.0558725284721807
Zfp148	Zfp148	0.0557834734504051
Ndufb10	Ndufb10	0.0556585147628671
Kif15	Kif15	0.0555002994620995
Nusap1	Nusap1	0.0552346936605513
Nfia	Nfia	0.0552122480511418
Atp6v1g1	Atp6v1g1	0.0548270090987247
Kbtbd4	Kbtbd4	0.0546871506310433
Ssbp3	Ssbp3	0.0543786946821714
Tardbp	Tardbp	0.0542995301866363
Mapkap1	Mapkap1	0.054055077622578
Lhx2	Lhx2	0.0540193525037861
Ckap2	Ckap2	0.0539084935982597
Ube2k	Ube2k	0.0534359430247309
Ckb	Ckb	0.0532307397743553
Top1	Top1	0.0532071054005606
Myh9	Myh9	0.0529963742492445
Ttc9c	Ttc9c	0.0529603080756168
Odf2l	Odf2l	0.0529426365009416
Trim28	Trim28	0.0527323871867886
Pvrl3	Pvrl3	0.052656626567874
Timeless	Timeless	0.0526458974893283
Tubb3	Tubb3	0.0525926901597774
Mir682	Mir682	0.0522720404566357
Cryzl1	Cryzl1	0.0522552849895821
H2afy	H2afy	0.0521414780676125
Rps11	Rps11	0.0520685909381012
Rnaseh2b	Rnaseh2b	0.0518900824029044
Nme1	Nme1	0.0516586546900597
Emg1	Emg1	0.0515450731009144
H2afz	H2afz	0.0515339059048705
Rpl24	Rpl24	0.0514761108053663
Fam103a1	Fam103a1	0.0513861840782344
Zfp706	Zfp706	0.0512290506478275
Ywhaz	Ywhaz	0.0511663142956781
Tle1	Tle1	0.0509795904099466
Calm1	Calm1	0.0505119930643148
Psip1	Psip1	0.0503649101387394
Syncrip	Syncrip	0.0500363214060133
Slc25a3	Slc25a3	0.0499502170076906
Krit1	Krit1	0.0493813312884233
H2afy2	H2afy2	0.0491572763830969
Eif3h	Eif3h	0.0488149828214048
Gkap1	Gkap1	0.0487127953051087
Pole2	Pole2	0.0482393468902604
Usp19	Usp19	0.0480832733762322
Casp2	Casp2	0.0480306721278403
Prpf40a	Prpf40a	0.0478922158476071
Nucks1	Nucks1	0.0478073225744364
Rbm4b	Rbm4b	0.0476544768927594
Slitrk2	Slitrk2	0.0474683959677834
Rpl37a	Rpl37a	0.0474191903898469
Eml4	Eml4	0.0472143451212924
Arl6ip1	Arl6ip1	0.0470999263351286
Psmd1	Psmd1	0.0469004458402487
Celf2	Celf2	0.0468485322920696
Ndufv2	Ndufv2	0.0467175876915583
Grm3	Grm3	0.0464777242392178
Nedd4	Nedd4	0.0464267919701361
Pak3	Pak3	0.0463651123227919
Psmd12	Psmd12	0.0463200301841367
Rock2	Rock2	0.0462885065261013
Ptges3	Ptges3	0.0459007853812516
Anapc11	Anapc11	0.0458870912125449
Kntc1	Kntc1	0.0456511668094931
Eif4g1	Eif4g1	0.0456490547291661
Sass6	Sass6	0.0456194728527226
Psma4	Psma4	0.0454205355265779
Ckap5	Ckap5	0.0453074941042955
Trappc4	Trappc4	0.0450703597306585
Malat1	Malat1	0.0450636953572108
Zfp780b	Zfp780b	0.0444450771576029
Prpf4b	Prpf4b	0.0442719039840501
Gak	Gak	0.0437297200266552
Cdkn2aip	Cdkn2aip	0.0436451276539947
Dido1	Dido1	0.0436318722007099
Fam178a	Fam178a	0.043549559104934
Gstz1	Gstz1	0.0434387622773108
Tceb1	Tceb1	0.0431043929783577
Pop5	Pop5	0.0429065042285825
Egr1	Egr1	0.0428460235193219
Ppil4	Ppil4	0.0427141724893432
Foxp1	Foxp1	0.0425418061840198
