var	rel.inf
Clu	Clu	7.76630628964692
Htra1	Htra1	3.5534853424251
Ccnd2	Ccnd2	3.25345493439774
Cenpp	Cenpp	2.70181688454001
Dlx2	Dlx2	1.58480193113676
Dcx	Dcx	1.42836025002736
Glul	Glul	1.30293312991295
Gja1	Gja1	1.16576229258347
Cfl1	Cfl1	0.946229394196699
Atp5j	Atp5j	0.876825323121298
Jag1	Jag1	0.833815333114916
Eef1a1	Eef1a1	0.833160449360039
Zfp330	Zfp330	0.812901569891234
Rad21	Rad21	0.810293631995313
Nono	Nono	0.768659810205266
Rps27a	Rps27a	0.727239133525632
Set	Set	0.65567330433113
Rpl4	Rpl4	0.639301878861649
Ckap2l	Ckap2l	0.630942066460135
Nrxn3	Nrxn3	0.630561925691825
Zfp148	Zfp148	0.613725843908408
Igfbpl1	Igfbpl1	0.607083462650702
Apoe	Apoe	0.589429596335863
Gm13826	Gm13826	0.563370038346615
Dlx6as1	Dlx6as1	0.558067520629678
Slc1a2	Slc1a2	0.539475198963261
Rpl39	Rpl39	0.528893496027571
Smc4	Smc4	0.523429889070174
Dlx5	Dlx5	0.511142248187616
Dbi	Dbi	0.499902597082356
Dennd5a	Dennd5a	0.498871433589029
Grm3	Grm3	0.494364666930202
Eif4a1	Eif4a1	0.493871659233605
Cenpq	Cenpq	0.48724555775265
Ntm	Ntm	0.486578179427091
Abracl	Abracl	0.483789287033909
Canx	Canx	0.482436379201384
Dlx1	Dlx1	0.468387761647546
Actb	Actb	0.461657940667025
Pfn2	Pfn2	0.45149059303326
Tmsb4x	Tmsb4x	0.441683749513452
S1pr1	S1pr1	0.432595421404859
Rps26	Rps26	0.421537480125333
Fam103a1	Fam103a1	0.408459701387862
Hdac2	Hdac2	0.407617971247574
Skil	Skil	0.401146550619957
Mrfap1	Mrfap1	0.393774840596362
Fam89b	Fam89b	0.388400852105911
Tubb3	Tubb3	0.37199421996087
Mir682	Mir682	0.36566596039923
X2700094K13Rik	X2700094K13Rik	0.363478633049052
Cct3	Cct3	0.346682758915584
Ncam1	Ncam1	0.346551622903115
Hmgn2	Hmgn2	0.34453350162003
Lsm2	Lsm2	0.344420854241053
Mfap2	Mfap2	0.330932997405244
X2610316D01Rik	X2610316D01Rik	0.320771702381278
Dimt1	Dimt1	0.316698875240138
Rps25	Rps25	0.300878077682798
Mki67	Mki67	0.296087269004519
Btg2	Btg2	0.295604441646786
