var	rel.inf
Clu	Clu	5.28008905754073
Sox11	Sox11	3.27214989430971
Htra1	Htra1	3.21180306514559
Rpa1	Rpa1	2.58905543753429
Igfbp5	Igfbp5	2.21747349011955
Tmsb4x	Tmsb4x	2.17411835973113
Bcan	Bcan	1.95471580472098
Rbm26	Rbm26	1.58879586211525
Gpm6a	Gpm6a	1.17249385755077
Nono	Nono	1.13446855525891
Banf1	Banf1	1.0901568550165
Ptma	Ptma	1.01223579152496
Rps11	Rps11	1.00867680331412
Tpx2	Tpx2	0.932127826016617
Cks2	Cks2	0.881681648040087
Apoe	Apoe	0.83246656440301
Eef1a1	Eef1a1	0.809827415440816
Dhfr	Dhfr	0.779489083388815
Gja1	Gja1	0.768300151344218
Usp10	Usp10	0.75616672369101
Cdca2	Cdca2	0.755062962482324
Fam89b	Fam89b	0.745480628096668
Mt1	Mt1	0.732022351275572
Ndufa10	Ndufa10	0.731715081192346
Malat1	Malat1	0.6843576376614
Clk1	Clk1	0.676083575115256
Nrxn3	Nrxn3	0.664590048312087
Fam210b	Fam210b	0.659251165508266
Aldoc	Aldoc	0.625263393213711
Set	Set	0.623274525996378
Mir682	Mir682	0.598790314746443
Rps25	Rps25	0.579586024771292
Tuba1c	Tuba1c	0.558895930377718
Birc5	Birc5	0.52694912617514
Gm13826	Gm13826	0.514033292149449
Slc1a2	Slc1a2	0.51396351744008
Dlx2	Dlx2	0.503803351090286
Mt3	Mt3	0.503078668135788
Pbk	Pbk	0.493201024210866
Prc1	Prc1	0.477930462243222
Ncam1	Ncam1	0.45199620428998
Snrnp200	Snrnp200	0.442825488674306
Rpl18a	Rpl18a	0.434799254735096
Jag1	Jag1	0.422999253987854
Smc2	Smc2	0.41800029672152
Cst3	Cst3	0.41176597041787
Gm6654	Gm6654	0.395452838263003
Sri	Sri	0.386310025046508
Son	Son	0.353104268193943
Miat	Miat	0.351972236291605
Emg1	Emg1	0.349398578225428
Ubb	Ubb	0.343986151246625
Rps9	Rps9	0.333505078809272
Cdca8	Cdca8	0.329988609363317
Ccnd2	Ccnd2	0.329602968326376
Cnot1	Cnot1	0.306187068262476
X2810417H13Rik	X2810417H13Rik	0.300269566832093
Zfp277	Zfp277	0.29559657699589
Sephs1	Sephs1	0.289932754030163
Mex3a	Mex3a	0.289808290605573
Zfp367	Zfp367	0.287738108853515
Glul	Glul	0.283154283972052
Ran	Ran	0.282653572035072
Gabarapl1	Gabarapl1	0.282039315491377
Asf1a	Asf1a	0.277034468984886
Krr1	Krr1	0.26847050973609
Pdcd4	Pdcd4	0.257375401002397
Il18	Il18	0.255345404979088
Gm6251	Gm6251	0.254578238711607
Syncrip	Syncrip	0.254274149795402
Nup205	Nup205	0.25111605646547
Myo1b	Myo1b	0.247691972765351
Marcks	Marcks	0.244566166385838
Lrrfip1	Lrrfip1	0.243289752637968
Tnfrsf19	Tnfrsf19	0.240219832650511
Pola1	Pola1	0.240108267580977
Ndufs6	Ndufs6	0.237862601139686
Eif4g2	Eif4g2	0.233896457020692
Kars	Kars	0.233801396571427
Prkrir	Prkrir	0.230342886491546
Mki67	Mki67	0.225807995988632
Trim67	Trim67	0.224658889819917
Rpl32	Rpl32	0.222747523754552
Nfib	Nfib	0.221692846501899
Dlx5	Dlx5	0.216907055502147
Ybx1	Ybx1	0.216285842208971
Rrp1	Rrp1	0.214147368465681
Klhl24	Klhl24	0.212201015808047
Homer2	Homer2	0.211856431973526
Fam111a	Fam111a	0.21008111848896
