var	rel.inf
Tmsb4x	Tmsb4x	6.311044648047
Ccnd2	Ccnd2	4.36358884493821
Clu	Clu	3.72233454222836
Nono	Nono	2.88235850903527
Ccdc25	Ccdc25	1.82594406603029
Gpc1	Gpc1	1.76486638863746
Ngdn	Ngdn	1.5559447398028
Bcan	Bcan	1.45025940823613
Htra1	Htra1	1.44709466312372
Efha2	Efha2	1.37902991564673
Ube2c	Ube2c	1.31024223200087
Skil	Skil	1.06435914755346
Arpp19	Arpp19	0.998678601906987
Nrxn3	Nrxn3	0.990653346048107
Ncl	Ncl	0.880880581126194
Gm6251	Gm6251	0.859477573168176
Ube2k	Ube2k	0.825769666165465
X0610009D07Rik	X0610009D07Rik	0.816100749271382
Miat	Miat	0.80912927812548
Pola1	Pola1	0.792690298411161
Dlx2	Dlx2	0.786028401913709
Gja1	Gja1	0.748740140825028
Cdk1	Cdk1	0.747568881982287
Etv5	Etv5	0.738763491485077
Rpl39	Rpl39	0.728082357844842
Gm13826	Gm13826	0.704577054724861
Dnajc9	Dnajc9	0.70116499611034
Myef2	Myef2	0.671718340074375
Tuba1b	Tuba1b	0.625725310226689
Dut	Dut	0.605241383711408
Anks1	Anks1	0.602216485884477
Trim67	Trim67	0.598562014534967
Cbx3	Cbx3	0.579004857663842
Rps26	Rps26	0.578986029123478
Rpl32	Rpl32	0.576928699212958
Pla2g7	Pla2g7	0.571534047528622
Kpna2	Kpna2	0.562725921217617
Sox11	Sox11	0.555125821657378
Igfbpl1	Igfbpl1	0.512148218747335
Calm2	Calm2	0.511090494389296
Mapk1ip1l	Mapk1ip1l	0.487798655601335
Rps3	Rps3	0.485235562202257
Rpl41	Rpl41	0.446377736520265
Tubb3	Tubb3	0.433365081162684
Myo1b	Myo1b	0.412318997442202
Nfia	Nfia	0.366387593402492
Dbi	Dbi	0.354653815763742
Set	Set	0.346436777001051
Coa3	Coa3	0.335264172485211
Banf1	Banf1	0.3304832094303
Grm3	Grm3	0.323929237491148
Gabarapl1	Gabarapl1	0.309769907157581
Ptma	Ptma	0.308250812414155
Sf3b4	Sf3b4	0.301016351328928
Polq	Polq	0.298227395997398
Hnrnpm	Hnrnpm	0.294760969506514
Mrpl15	Mrpl15	0.291392529537947
Mfge8	Mfge8	0.280379436194598
Bub1b	Bub1b	0.277883178755903
Gpm6a	Gpm6a	0.27231506334574
Thrsp	Thrsp	0.269807997819988
Tead1	Tead1	0.255322467464511
Slc1a2	Slc1a2	0.250786885288425
Zfp326	Zfp326	0.247322021267681
Rpl18a	Rpl18a	0.246227205401148
Eprs	Eprs	0.244503973672555
Birc5	Birc5	0.242842443297978
Chchd3	Chchd3	0.236957689250788
Mdk	Mdk	0.233957785847169
Sox8	Sox8	0.230348164005249
Atpif1	Atpif1	0.223125214963274
Actb	Actb	0.222826131352369
Prc1	Prc1	0.221573540541396
Ywhab	Ywhab	0.220453847946771
Canx	Canx	0.220037547694629
Tpx2	Tpx2	0.217213704576981
Rpl4	Rpl4	0.212190743769611
Trim35	Trim35	0.205895100794372
Nipsnap3b	Nipsnap3b	0.202659384478699
H2afz	H2afz	0.201741308408088
H3f3b	H3f3b	0.198288486186357
Mcm4	Mcm4	0.191357409631691
Ppp1ca	Ppp1ca	0.190597215690473
Malat1	Malat1	0.186072224392435
Fnbp1l	Fnbp1l	0.184162770889072
Crmp1	Crmp1	0.183772287086623
Prpf4b	Prpf4b	0.183298651912697
Mir682	Mir682	0.182373579576666
Gas1	Gas1	0.181418246476461
Ccna2	Ccna2	0.178273164645364
Racgap1	Racgap1	0.171410294399115
Rps5	Rps5	0.170435378778387
Ndufb11	Ndufb11	0.168266722690939
Siva1	Siva1	0.167998807845137
Cst3	Cst3	0.167690128540645
Mad2l1	Mad2l1	0.167153642473783
Zfp36l2	Zfp36l2	0.165697792422427
Myeov2	Myeov2	0.164380653976529
Ttc9c	Ttc9c	0.161220356035729
Mt3	Mt3	0.160267391383532
Rbm5	Rbm5	0.159505871157661
Tubb5	Tubb5	0.159336815875867
Eif3i	Eif3i	0.159047810307879
Fam108c	Fam108c	0.158982353670111
Mis18bp1	Mis18bp1	0.157337092235144
Sat1	Sat1	0.155196504848425
Mettl9	Mettl9	0.154856141649544
Tmem242	Tmem242	0.150940336050399
Dhx9	Dhx9	0.150331439497009
Mcm7	Mcm7	0.14993313445239
Uchl5	Uchl5	0.149203262162053
Marcks	Marcks	0.14823635422173
Bex1	Bex1	0.147850209734336
Anln	Anln	0.147495713086398
Rps3a1	Rps3a1	0.146182559199483
Lrrfip1	Lrrfip1	0.145987808730378
Mrpl48	Mrpl48	0.145105142222079
Cenpe	Cenpe	0.144026502131208
Tipin	Tipin	0.144016664408002
Plp1	Plp1	0.143889195118857
Tacc3	Tacc3	0.141665013790127
Cdca3	Cdca3	0.140629623372226
Sra1	Sra1	0.140582020119607
Rbbp7	Rbbp7	0.140272541472286
Krr1	Krr1	0.139930818363262
Mdh2	Mdh2	0.138420977769634
Hist1h2ae	Hist1h2ae	0.137014287377967
X2810417H13Rik	X2810417H13Rik	0.135641672186512
Map3k1	Map3k1	0.13530729706672
Syncrip	Syncrip	0.131482260115113
Gsk3b	Gsk3b	0.129717524743585
Npm1	Npm1	0.129605707988852
Ntsr2	Ntsr2	0.128917269290522
Prkar1a	Prkar1a	0.128303026618483
Mcrs1	Mcrs1	0.127212030629711
Tuba1a	Tuba1a	0.125476296435911
Hat1	Hat1	0.123544752167128
Ipo5	Ipo5	0.122420579177993
Trip12	Trip12	0.121700274480318
Dpysl2	Dpysl2	0.119579665920051
Rps11	Rps11	0.119472774578173
Pcmtd2	Pcmtd2	0.118774666121975
Ccdc41	Ccdc41	0.117619955122966
Clk1	Clk1	0.116445031559254
Rpa1	Rpa1	0.114690496510054
Slc1a3	Slc1a3	0.114232438872328
X4933434E20Rik	X4933434E20Rik	0.11409459841578
Fam149b	Fam149b	0.113102183567643
Rnf122	Rnf122	0.11277065572652
Rrm2	Rrm2	0.11244388551675
Mrpl1	Mrpl1	0.110919530625611
Sarnp	Sarnp	0.110802282279822
Son	Son	0.110708045534854
Rbm7	Rbm7	0.110033294118602
Zwilch	Zwilch	0.108404617781682
Brix1	Brix1	0.108177596165172
Slc38a2	Slc38a2	0.107872271836188
Herc2	Herc2	0.107017658525406
Dnaja2	Dnaja2	0.106811262279694
Rps21	Rps21	0.104420612814004
Ctbp2	Ctbp2	0.103610569094088
Ppdpf	Ppdpf	0.10185850767832
Bnip3l	Bnip3l	0.101493633303752
Wdr61	Wdr61	0.10095625771198
Rhno1	Rhno1	0.10060664343886
Rbm45	Rbm45	0.0999071478558749
Id2	Id2	0.0980716730469583
Snrpg	Snrpg	0.0973906356652465
Arf6	Arf6	0.0970334494669706
Eif5a	Eif5a	0.0969413851867171
Ccdc88a	Ccdc88a	0.0959114451132538
Igfbp5	Igfbp5	0.09478566148856
Ubb	Ubb	0.0947529604137204
Sept2	Sept2	0.0935113939629682
Ireb2	Ireb2	0.092868931392989
Kcne1l	Kcne1l	0.0918047465523518
Eef1a1	Eef1a1	0.0913770369162351
Pkp4	Pkp4	0.0911954961254837
Trim59	Trim59	0.0910406210537416
Ywhae	Ywhae	0.0895558122486035
Aldoa	Aldoa	0.0892906364848642
Ndufs6	Ndufs6	0.0886387988212401
Pfn2	Pfn2	0.0882969834930118
AI597468	AI597468	0.0872011741905832
Hmbs	Hmbs	0.087141520770052
Tceb2	Tceb2	0.0865525920227628
Dstn	Dstn	0.0850924424026606
Rn45s	Rn45s	0.0847188630952814
Gm5918	Gm5918	0.0843134263947218
Chek2	Chek2	0.0841506806192975
Rock1	Rock1	0.0828193499408403
Mrfap1	Mrfap1	0.0827871827059722
Hmgn1	Hmgn1	0.0826929484875546
Ncapg2	Ncapg2	0.0824908834330612
Zbtb18	Zbtb18	0.0822499647078413
Chmp2a	Chmp2a	0.0819680340203295
Rnps1	Rnps1	0.0815702235068918
Dennd6a	Dennd6a	0.0814210422884621
Dync1h1	Dync1h1	0.0810659217581148
X2810474O19Rik	X2810474O19Rik	0.0798846416776946
Smg1	Smg1	0.0793959273020821
Timeless	Timeless	0.0791696876244174
Il18	Il18	0.0789819412129743
Ranbp1	Ranbp1	0.0782915201282412
Rpl35	Rpl35	0.0777666971060866
Cdca8	Cdca8	0.0767665072852213
Rcor2	Rcor2	0.0765901714861149
Trmt11	Trmt11	0.0756560669063281
Mrpl27	Mrpl27	0.0753109555552415
Ndufa13	Ndufa13	0.0751754045759283
Zfp740	Zfp740	0.074917423319131
Cox7a2	Cox7a2	0.0746852497451984
Rps25	Rps25	0.074395240550977
Tdrkh	Tdrkh	0.0728237353958635
Ssna1	Ssna1	0.0724934080229536
Uqcr11	Uqcr11	0.0718704223525402
St5	St5	0.0718674854227994
Prdx2	Prdx2	0.0711073773998594
Ndufa10	Ndufa10	0.0708173558880422
Hnrnpu	Hnrnpu	0.0704243489883862
Itpa	Itpa	0.0702854143847393
Rmst	Rmst	0.0684759501312887
Nbeal1	Nbeal1	0.0683172478065032
Hspd1	Hspd1	0.0682336636834329
Ckb	Ckb	0.0672040260116356
Cnpy2	Cnpy2	0.0666442289108095
Msi2	Msi2	0.0666301459545745
Tmem256	Tmem256	0.0661285864351019
Ntm	Ntm	0.0660345276588364
Frg1	Frg1	0.065884383300393
Flrt2	Flrt2	0.0649006789591704
Mcm2	Mcm2	0.0647756333181623
Zeb1	Zeb1	0.0640215472772053
Arl6ip1	Arl6ip1	0.0638278278498726
Prpf40a	Prpf40a	0.0635976122379869
Mtmr4	Mtmr4	0.0635823300275477
Insm1	Insm1	0.0631725964935921
Rps7	Rps7	0.062752827224382
Litaf	Litaf	0.0627233122926259
Bcl11a	Bcl11a	0.0621376287900733
Ddr1	Ddr1	0.0618370522138816
Atp8a1	Atp8a1	0.0616550441929586
Pcnt	Pcnt	0.0613606288206339
Med22	Med22	0.0609395957542915
Mga	Mga	0.0608350303841562
Tmem55a	Tmem55a	0.0602462690586496
Jag1	Jag1	0.0602434521440223
Dzip1	Dzip1	0.0599373483871869
Cdc123	Cdc123	0.0597917756584112
Ndufab1	Ndufab1	0.0594754103301999
Mdc1	Mdc1	0.0590673341065501
Brd3	Brd3	0.0588500269310109
Srpk2	Srpk2	0.0587073058600318
Ptprz1	Ptprz1	0.0582748234330908
Notch1	Notch1	0.0582551269782428
Rps15a	Rps15a	0.0581166223716127
Ppp3r1	Ppp3r1	0.0574954653604205
Ppp1r12a	Ppp1r12a	0.0574510775412657
Fam172a	Fam172a	0.0573064956994113
Trp53	Trp53	0.0568208461192762
Ints4	Ints4	0.056788050409939
Magi1	Magi1	0.0566109735639286
Ptpn12	Ptpn12	0.056486181956089
Daam1	Daam1	0.0564823125841724
X2700038G22Rik	X2700038G22Rik	0.0563999914664918
Pop7	Pop7	0.0560973152998146
Lrrc4b	Lrrc4b	0.055953952320271
Sfmbt1	Sfmbt1	0.0557922716453114
Suz12	Suz12	0.0556907657069909
Rps29	Rps29	0.0555006729340611
Nfyc	Nfyc	0.0551967553528573
Foxp1	Foxp1	0.054984456488547
Srsf10	Srsf10	0.0548319328783741
Rtkn2	Rtkn2	0.0546845372867303
Psme2	Psme2	0.0546603387706731
Eif4a1	Eif4a1	0.0543815911989264
Itih3	Itih3	0.0541659894621232
Lsm7	Lsm7	0.0538624485457221
Drg1	Drg1	0.0537284313409845
Mdn1	Mdn1	0.0535975914135899
Gtf2e2	Gtf2e2	0.0532674170487714
Sept10	Sept10	0.0531716282738157
Idh1	Idh1	0.053039388815836
Tubb2a	Tubb2a	0.0529505078573762
Gnl2	Gnl2	0.0525852271304221
Taf9	Taf9	0.0523188109250169
Rere	Rere	0.0521931894190988
Rufy2	Rufy2	0.0518783413078675
Pcna	Pcna	0.0518480168425572
Adam10	Adam10	0.051718781375105
Cnbp	Cnbp	0.0515214889506736
Slc39a10	Slc39a10	0.0512402791101059
Pa2g4	Pa2g4	0.0511463656087779
Map4k4	Map4k4	0.0506923413127998
Rpl21	Rpl21	0.0506240053746914
Rad50	Rad50	0.0501137741458377
Pebp1	Pebp1	0.0498557529175965
