var	rel.inf
Htra1	Htra1	15.8650081197957
Tpx2	Tpx2	7.77633823924142
Skil	Skil	4.87780136982192
Jag1	Jag1	3.32584336903323
Gja1	Gja1	2.39230254976125
Clu	Clu	2.0505991966325
Rnps1	Rnps1	1.63471176308646
Fabp7	Fabp7	1.35516826810347
Nrxn3	Nrxn3	1.2656632811776
Pnrc2	Pnrc2	1.18468999486013
Glul	Glul	1.16833025385136
Cks2	Cks2	1.1364857969509
Cenpp	Cenpp	1.09957561741135
Zwilch	Zwilch	1.08264996741966
Ccnd2	Ccnd2	0.956675040523924
Hbs1l	Hbs1l	0.935736354218742
Igfbpl1	Igfbpl1	0.913947846158326
Bcan	Bcan	0.689417538386503
Ddx39b	Ddx39b	0.674368163447396
Dhfr	Dhfr	0.665709952060632
Mettl9	Mettl9	0.601774624914836
Dlx6as1	Dlx6as1	0.522741504828739
Tsn	Tsn	0.482467177296854
Birc5	Birc5	0.458101417306729
Manf	Manf	0.457535002632227
Dlx1	Dlx1	0.453747764328256
Pcna	Pcna	0.443206459737452
Maml2	Maml2	0.436560039852347
Abracl	Abracl	0.41819415135502
Rbbp7	Rbbp7	0.41234466290596
Kdm6b	Kdm6b	0.387771747735207
Hnrnpm	Hnrnpm	0.387414844480872
Ndufa4	Ndufa4	0.384909650150488
Mt1	Mt1	0.383216928246213
Eef1a1	Eef1a1	0.372083887250725
Smc4	Smc4	0.35958920565462
Actl6a	Actl6a	0.351469850228309
Poldip3	Poldip3	0.350359298254259
Mki67	Mki67	0.349638183996999
Ptma	Ptma	0.348832217004677
Dpysl2	Dpysl2	0.348608436692535
Slbp	Slbp	0.346967166717557
Mms22l	Mms22l	0.339407430448859
Ran	Ran	0.290680781609316
Zfp36l2	Zfp36l2	0.288149669254079
Ccnb1	Ccnb1	0.288047716018614
Ckap2l	Ckap2l	0.283178219173552
Bcl11a	Bcl11a	0.28176886653905
Notch1	Notch1	0.270005463875081
Fam103a1	Fam103a1	0.260070205878472
Prc1	Prc1	0.252702559094461
Malat1	Malat1	0.252257728452762
Psmb6	Psmb6	0.252147139821797
Dlx2	Dlx2	0.244962209091005
Nrf1	Nrf1	0.241065279720078
Son	Son	0.23444360907175
Plp1	Plp1	0.225470471546324
Atp5j	Atp5j	0.22485360201534
Krr1	Krr1	0.223443065231952
Nme1	Nme1	0.222156192999121
Miat	Miat	0.22074270270421
Cnot1	Cnot1	0.220556973030612
Mrpl15	Mrpl15	0.216700960683899
Hnrnph1	Hnrnph1	0.216251095758269
Gm15421	Gm15421	0.214680485033269
Rrm1	Rrm1	0.210950880828073
Tmsb4x	Tmsb4x	0.210201231179257
Isy1	Isy1	0.207024598098764
Flrt2	Flrt2	0.203639113980885
Clasp2	Clasp2	0.201440274842834
Eif3i	Eif3i	0.197217006959482
Tuba1c	Tuba1c	0.194560528401634
Sox11	Sox11	0.192713340473077
Znf512b	Znf512b	0.189915985533732
Wdhd1	Wdhd1	0.180381261918053
Trp53	Trp53	0.179313367395808
Aldoc	Aldoc	0.179302697698212
Adh5	Adh5	0.177974109267668
Thoc7	Thoc7	0.177004435646513
Dstn	Dstn	0.173086905861931
Itpa	Itpa	0.171234708173984
Slc25a3	Slc25a3	0.16993286959432
Hmgb2	Hmgb2	0.161172674555188
Tead2	Tead2	0.160919490034592
Srsf11	Srsf11	0.157473153487007
Dip2b	Dip2b	0.156905508001418
Nhp2	Nhp2	0.156079357471449
Eif4a1	Eif4a1	0.15178515542525
Fam98b	Fam98b	0.14807484254787
Bod1l	Bod1l	0.144541931723294
Khsrp	Khsrp	0.14264209006217
Dhx9	Dhx9	0.142069232678583
Lrfn4	Lrfn4	0.140134212619628
Cenpw	Cenpw	0.137309647147752
Dcaf6	Dcaf6	0.136931419085193
Cul3	Cul3	0.132290654889575
Pbk	Pbk	0.131166692992839
Bub1b	Bub1b	0.131045066132876
Cdk1	Cdk1	0.130918800091676
Rnf187	Rnf187	0.130754939744818
Uqcrc1	Uqcrc1	0.130464808090851
Gins4	Gins4	0.129637378124931
Rps3a1	Rps3a1	0.128565551762199
Atp1a2	Atp1a2	0.125530507668249
Nono	Nono	0.125428527645398
Topbp1	Topbp1	0.122220086498327
Angel2	Angel2	0.12199720796539
Atad5	Atad5	0.121850798898868
Tubb5	Tubb5	0.120878612510249
Hnrnpu	Hnrnpu	0.117034400697411
Psma3	Psma3	0.115435457549992
Hdgf	Hdgf	0.115197381188258
Rassf2	Rassf2	0.114211108135045
Med27	Med27	0.113152326975862
Ntm	Ntm	0.110846662171997
Rfc3	Rfc3	0.108722803808544
Rap2b	Rap2b	0.108708951517315
Gpm6b	Gpm6b	0.108610794512506
Cst3	Cst3	0.102354841210685
Mll2	Mll2	0.10204307438945
Tuba1a	Tuba1a	0.101141533186241
Ranbp1	Ranbp1	0.10091915972012
Bcl7b	Bcl7b	0.100199627395742
Slc1a2	Slc1a2	0.0998620538596404
Hmgb1	Hmgb1	0.0998269338001274
Ska2	Ska2	0.099525405950181
Ube2c	Ube2c	0.0972312434382538
Npm1	Npm1	0.0965007622563738
Tceb1	Tceb1	0.095706145978675
Ptprz1	Ptprz1	0.0955325974567499
Akr1a1	Akr1a1	0.0955009230410138
Ak2	Ak2	0.093491961564076
Lig1	Lig1	0.0934733859332446
H3f3b	H3f3b	0.0930721137583535
Cnbp	Cnbp	0.0921982962685972
Wdr60	Wdr60	0.0917915737587008
Lars2	Lars2	0.0910563087970829
Pfn2	Pfn2	0.090306130970699
Rps21	Rps21	0.0898123908835759
Ptges3	Ptges3	0.0894782639559781
Styx	Styx	0.0890073785465786
Tardbp	Tardbp	0.0889818525397558
Kdm3a	Kdm3a	0.0888226158247934
Hepacam	Hepacam	0.0875490424654271
Hmmr	Hmmr	0.0871794319897033
Gpx1	Gpx1	0.0854090055229765
Mcm7	Mcm7	0.0851510451198554
Grm3	Grm3	0.085139698997898
Set	Set	0.0846582818246821
Rpl22l1	Rpl22l1	0.0841356008378241
Nup210	Nup210	0.0834457930288351
Alyref	Alyref	0.0828262544275398
X2700094K13Rik	X2700094K13Rik	0.0816814166936981
Pitpnc1	Pitpnc1	0.0807710968889152
Nfib	Nfib	0.0803685864869599
Atad2	Atad2	0.0793372587518645
Hmgcr	Hmgcr	0.0786789970127932
Pdcd4	Pdcd4	0.0780013578432369
