var	rel.inf
Clu	Clu	6.87643755110714
Htra1	Htra1	6.59637202385056
Igfbpl1	Igfbpl1	2.74734469162641
Ccnd2	Ccnd2	2.03642218438002
Gja1	Gja1	1.84410796175215
Rpl35	Rpl35	1.71553725179298
Ntm	Ntm	1.50058070631658
Zwilch	Zwilch	1.26749680753816
Ccdc88a	Ccdc88a	1.25979909790039
Cks2	Cks2	1.25290016146019
Nono	Nono	1.02892814699229
Pfn1	Pfn1	0.984041406747959
Cenpm	Cenpm	0.971793706434918
Ndufa6	Ndufa6	0.969946382475469
Banf1	Banf1	0.929940696838523
Son	Son	0.813544581880578
Slirp	Slirp	0.801893845279857
Pnrc2	Pnrc2	0.779665120211215
Jag1	Jag1	0.750942777491362
Dlx2	Dlx2	0.695681257645172
Aldoc	Aldoc	0.68770116388902
Mt3	Mt3	0.680022396820454
Ncam1	Ncam1	0.65340215579045
Tmsb4x	Tmsb4x	0.652425201815413
Tead1	Tead1	0.648691500440271
Fubp1	Fubp1	0.642390165191646
Nrxn3	Nrxn3	0.584455142869933
Dhfr	Dhfr	0.540702099339319
Birc5	Birc5	0.535814838343682
Mrps33	Mrps33	0.523665535083239
Map1b	Map1b	0.520560094206423
H3f3b	H3f3b	0.483835599170926
Mrpl27	Mrpl27	0.47074018809038
Ptma	Ptma	0.435471162228567
Drg1	Drg1	0.41879412030018
Lrrfip1	Lrrfip1	0.417863251827489
Mdk	Mdk	0.404718250687652
Sox11	Sox11	0.402430014919206
Eif4e	Eif4e	0.399198593243199
Pcbp1	Pcbp1	0.398865046512187
Fam89b	Fam89b	0.396563597603606
Sept3	Sept3	0.392376937934483
Sept11	Sept11	0.378747791521608
Ppap2b	Ppap2b	0.373562485686453
Dlx5	Dlx5	0.371164288864165
Polr2d	Polr2d	0.362427433360679
Ncl	Ncl	0.356209356739197
Eef2	Eef2	0.352351007862725
Rbm15	Rbm15	0.351477606851443
Miat	Miat	0.345958213930661
Actb	Actb	0.344078777287205
Marcks	Marcks	0.343009908628365
Ube2k	Ube2k	0.338172536638575
Hsp90ab1	Hsp90ab1	0.31432051171521
Pcna	Pcna	0.314055957286029
Sars	Sars	0.311594958765332
Lbr	Lbr	0.305255621464859
Malat1	Malat1	0.303537829776962
X1500012F01Rik	X1500012F01Rik	0.298786860893106
Gm13826	Gm13826	0.297783930830267
LOC100504703	LOC100504703	0.288182430852632
Wipi2	Wipi2	0.28514981716576
Plp1	Plp1	0.276700188014474
Ran	Ran	0.275696738745077
Ywhae	Ywhae	0.27375096577429
Rpl13a	Rpl13a	0.269302560145638
Ctcf	Ctcf	0.264727339560385
Trap1	Trap1	0.258197012856792
Dut	Dut	0.251144750247179
Clcc1	Clcc1	0.247244963612429
Dcps	Dcps	0.24622020345567
Rpl8	Rpl8	0.242107966565313
Rps21	Rps21	0.241650879616488
Rps14	Rps14	0.241034858926244
Dlx1	Dlx1	0.239917763307651
Skil	Skil	0.238535864837623
Dpysl2	Dpysl2	0.236975363830485
Mir682	Mir682	0.234602803600867
Nfia	Nfia	0.231299949209489
Rps11	Rps11	0.224234076450553
Fam120a	Fam120a	0.223620464298395
Snrpb	Snrpb	0.222995629512509
Kdelr2	Kdelr2	0.221708323920824
Mrpl15	Mrpl15	0.21548996103069
Rps3a1	Rps3a1	0.205734943149156
Tardbp	Tardbp	0.204478708207585
X2700094K13Rik	X2700094K13Rik	0.203482458596252
Tead2	Tead2	0.200708214082061
Ndufv2	Ndufv2	0.199554585427918
Pbk	Pbk	0.197725803126871
Canx	Canx	0.196199806749344
Bnip3l	Bnip3l	0.194301629958448
Fam104a	Fam104a	0.193879200861581
Maged1	Maged1	0.189703651908599
Dlx6as1	Dlx6as1	0.188878467311067
Mllt11	Mllt11	0.188088588595196
Dek	Dek	0.187940569631855
Rpl37	Rpl37	0.187275567026846
Psmb6	Psmb6	0.186291406820805
Gria2	Gria2	0.181503331540344
Rpl39	Rpl39	0.179646554264126
Bcan	Bcan	0.178810039050397
Zfp148	Zfp148	0.176246502318492
Tcf12	Tcf12	0.176239639609346
Mdh2	Mdh2	0.176112306216676
Rpl7	Rpl7	0.17333737000629
Myh9	Myh9	0.172829550449814
Pa2g4	Pa2g4	0.171312583344025
Cntln	Cntln	0.170013978846655
Zfp36l1	Zfp36l1	0.169418789784516
Rpl32	Rpl32	0.166008284541465
Cdca2	Cdca2	0.164002121469347
Prpf38b	Prpf38b	0.163889483579106
Map2	Map2	0.16143665937048
Ascl1	Ascl1	0.160032640359104
X2810417H13Rik	X2810417H13Rik	0.159500379912583
X0610007P14Rik	X0610007P14Rik	0.156407597639845
Nucks1	Nucks1	0.154516073428692
Rpa1	Rpa1	0.154438071306749
Ncapg2	Ncapg2	0.15154076888878
Tbcb	Tbcb	0.147345831245004
Orc3	Orc3	0.143877115392126
Prc1	Prc1	0.14280589801506
Tuba1b	Tuba1b	0.142696604867923
Myh10	Myh10	0.142073116972866
Zfp329	Zfp329	0.141895757015771
Topbp1	Topbp1	0.139090415498201
Lsm2	Lsm2	0.137928534484018
Cyfip1	Cyfip1	0.137588709612371
Cenpp	Cenpp	0.136427131846451
Siva1	Siva1	0.135611477712044
Ndufs6	Ndufs6	0.13508502701002
Serinc1	Serinc1	0.134504822485382
Hmgcr	Hmgcr	0.134020808427301
Hmgn1	Hmgn1	0.133326837045239
Supt16	Supt16	0.132623751332171
X2010107E04Rik	X2010107E04Rik	0.132352355496669
Gm5148	Gm5148	0.131355847612934
Slc1a3	Slc1a3	0.128481363468749
Slbp	Slbp	0.127942451842217
Mettl9	Mettl9	0.12687173767752
Ilf2	Ilf2	0.125666990732775
Rnd3	Rnd3	0.124448052796654
Cdca3	Cdca3	0.120898475581767
Il18	Il18	0.120666866661028
Mki67	Mki67	0.118800428612584
Fos	Fos	0.117939451317932
Chek1	Chek1	0.117896092044082
Sox8	Sox8	0.116664044603963
Luc7l3	Luc7l3	0.116363773166166
Bub1b	Bub1b	0.115265740856782
Atp5k	Atp5k	0.114220757027032
Bclaf1	Bclaf1	0.113878127851952
Hat1	Hat1	0.112860947558153
Ddhd2	Ddhd2	0.112214444603524
Sephs2	Sephs2	0.111008019644006
Uqcrq	Uqcrq	0.110315160856646
Gabarapl1	Gabarapl1	0.109963050362477
Ptp4a2	Ptp4a2	0.109646858736921
Dctn5	Dctn5	0.109412060512912
Manf	Manf	0.108068813092158
Top2a	Top2a	0.107891223319595
Gstm5	Gstm5	0.105974329031841
Mbtd1	Mbtd1	0.10536766460081
Kars	Kars	0.103978440144706
Aarsd1	Aarsd1	0.103531093563667
Psma3	Psma3	0.102858512323652
Snw1	Snw1	0.101735835488517
Hmmr	Hmmr	0.099657041470924
Atad1	Atad1	0.0995905100993925
Epb4.1	Epb4.1	0.0972783464667038
Leng8	Leng8	0.0964297085310072
Rbm42	Rbm42	0.096270077611286
Usp10	Usp10	0.096232680389575
Spast	Spast	0.0958131197336637
Rps20	Rps20	0.0957337982677626
Aurkb	Aurkb	0.0954333513143407
Bcl7b	Bcl7b	0.0953048140656745
Rnaseh2a	Rnaseh2a	0.095276581878697
Slc1a2	Slc1a2	0.0948153625769431
Vapa	Vapa	0.0935892011520822
Jmjd1c	Jmjd1c	0.0926893778955482
Trim2	Trim2	0.0914941335870938
Lars	Lars	0.0913667825547144
Sf3a3	Sf3a3	0.0911046830473583
Lcmt1	Lcmt1	0.0896036555987887
Hnrnpd	Hnrnpd	0.0894232709847753
A730098P11Rik	A730098P11Rik	0.0893881511924395
Syne2	Syne2	0.0891050918146912
Frg1	Frg1	0.086524510231708
Gnb1	Gnb1	0.0863483858085335
Hnrnpul1	Hnrnpul1	0.0851805266425413
Odf2	Odf2	0.0848677162725719
Polr3k	Polr3k	0.0848113484208444
Tubb4b	Tubb4b	0.0842406000954215
Apoe	Apoe	0.083964948802497
Abracl	Abracl	0.0839438400643586
X9530068E07Rik	X9530068E07Rik	0.0838361523214489
Lars2	Lars2	0.0835192850663265
Pwwp2a	Pwwp2a	0.0834731827227322
Smn1	Smn1	0.0831853773749176
Ypel3	Ypel3	0.0827717099283436
Hist1h4d	Hist1h4d	0.0820446090055825
Krr1	Krr1	0.0809229619052343
Pak3	Pak3	0.0806332014788134
Emg1	Emg1	0.0799529254472212
Ddx39b	Ddx39b	0.0798298852325559
Rrm2	Rrm2	0.0789465678854293
Ndufa4	Ndufa4	0.0787215733611361
Yme1l1	Yme1l1	0.0783422830044278
Pfas	Pfas	0.0778914076409871
Gmps	Gmps	0.0773579635684722
Casp8ap2	Casp8ap2	0.0767335624503111
Glul	Glul	0.0751233421423423
Syncrip	Syncrip	0.0750199578412871
Suz12	Suz12	0.074430992934555
Smg7	Smg7	0.0739270807281579
Ssrp1	Ssrp1	0.0737591178050643
Cdk1	Cdk1	0.0736587282375657
Dnaja1	Dnaja1	0.0720825946377217
